siteid,sitename,plotid,easting,northing,taxonid,scientificname,stemheight
SOAP,Soaproot Saddle,SOAP187,297541,4100553.5,CADE27,Calocedrus decurrens,1.1
SOAP,Soaproot Saddle,SOAP331,297051.6,4100593,CADE27,Calocedrus decurrens,10.2
SOAP,Soaproot Saddle,SOAP187,297539.3,4100559,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP187,297538.3,4100556.5,CADE27,Calocedrus decurrens,3.3
SOAP,Soaproot Saddle,SOAP95,298706.5,4100847.5,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP95,298693.8,4100859.2,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP331,297059.7,4100591.8,CADE27,Calocedrus decurrens,2.4
SOAP,Soaproot Saddle,SOAP331,297058.8,4100603.2,CADE27,Calocedrus decurrens,3.3
SOAP,Soaproot Saddle,SOAP187,297533.5,4100551.2,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP95,298697.3,4100854.8,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP63,299819.7,4101032.2,CADE27,Calocedrus decurrens,6.6
SOAP,Soaproot Saddle,SOAP187,297534.6,4100556.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP95,298705.6,4100844,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP43,297058.1,4100715,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP187,297535.8,4100555.5,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP95,298700.4,4100852,CADE27,Calocedrus decurrens,4.5
SOAP,Soaproot Saddle,SOAP331,297061,4100604,CADE27,Calocedrus decurrens,2.4
SOAP,Soaproot Saddle,SOAP331,297057.3,4100592,CADE27,Calocedrus decurrens,8.4
SOAP,Soaproot Saddle,SOAP331,297058.4,4100593,CADE27,Calocedrus decurrens,8.5
SOAP,Soaproot Saddle,SOAP95,298699.3,4100848.2,CADE27,Calocedrus decurrens,5
SOAP,Soaproot Saddle,SOAP331,297064.2,4100598.2,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297533.4,4100557,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP43,297058.1,4100730.5,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP187,297533.5,4100557.5,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP43,297054.5,4100722.5,CADE27,Calocedrus decurrens,3.3
SOAP,Soaproot Saddle,SOAP43,297067.1,4100720.5,CADE27,Calocedrus decurrens,3
SOAP,Soaproot Saddle,SOAP43,297050.6,4100711.2,CADE27,Calocedrus decurrens,3.5
SOAP,Soaproot Saddle,SOAP187,297532.5,4100555.2,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP187,297525.9,4100560.5,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP187,297532.8,4100555.2,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP331,297047.7,4100605.5,CADE27,Calocedrus decurrens,4.5
SOAP,Soaproot Saddle,SOAP43,297065.5,4100722.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP187,297538.1,4100556.5,CADE27,Calocedrus decurrens,1.1
SOAP,Soaproot Saddle,SOAP95,298694,4100859,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP991,299147.2,4101472.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP187,297528.2,4100558.2,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP187,297529,4100554,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP95,298698.3,4100846,CADE27,Calocedrus decurrens,6.1
SOAP,Soaproot Saddle,SOAP187,297529.7,4100552.2,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP43,297067.8,4100718.5,CADE27,Calocedrus decurrens,2.5
SOAP,Soaproot Saddle,SOAP63,299818.5,4101014.2,CADE27,Calocedrus decurrens,6
SOAP,Soaproot Saddle,SOAP331,297062.6,4100606.5,CADE27,Calocedrus decurrens,4.6
SOAP,Soaproot Saddle,SOAP43,297055.1,4100727.2,CADE27,Calocedrus decurrens,5.9
SOAP,Soaproot Saddle,SOAP187,297533.6,4100554.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP95,298700.3,4100843.8,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP187,297534.3,4100555.5,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP331,297054.6,4100599.2,CADE27,Calocedrus decurrens,8.6
SOAP,Soaproot Saddle,SOAP43,297069.1,4100722.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP331,297060.3,4100601.8,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP187,297534.2,4100551,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP43,297054,4100719,CADE27,Calocedrus decurrens,3
SOAP,Soaproot Saddle,SOAP95,298702.8,4100841.2,CADE27,Calocedrus decurrens,6.7
SOAP,Soaproot Saddle,SOAP187,297535.1,4100555.2,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP331,297060.1,4100601.2,CADE27,Calocedrus decurrens,1.9
SOAP,Soaproot Saddle,SOAP95,298697.5,4100857,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP43,297057.4,4100720.8,CADE27,Calocedrus decurrens,17.8
SOAP,Soaproot Saddle,SOAP95,298697.7,4100857.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP63,299815.8,4101014.8,CADE27,Calocedrus decurrens,5
SOAP,Soaproot Saddle,SOAP331,297049,4100606,CADE27,Calocedrus decurrens,13.2
SOAP,Soaproot Saddle,SOAP95,298693.6,4100845.2,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP95,298688,4100847.8,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP95,298693.8,4100843.5,CADE27,Calocedrus decurrens,2.2
SOAP,Soaproot Saddle,SOAP95,298694.5,4100842.2,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP95,298706.3,4100849.8,CADE27,Calocedrus decurrens,3.7
SOAP,Soaproot Saddle,SOAP331,297059.7,4100600.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP95,298700.1,4100843,CADE27,Calocedrus decurrens,8.8
SOAP,Soaproot Saddle,SOAP43,297052.1,4100719,CADE27,Calocedrus decurrens,6
SOAP,Soaproot Saddle,SOAP95,298697,4100858.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP95,298697.1,4100855.5,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP95,298703.4,4100849.5,CADE27,Calocedrus decurrens,7.5
SOAP,Soaproot Saddle,SOAP43,297056.2,4100714.2,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP255,300143.7,4101385.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP95,298712.8,4100853,CADE27,Calocedrus decurrens,2.4
SOAP,Soaproot Saddle,SOAP187,297535,4100555.8,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP187,297534,4100557,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP95,298696.7,4100858,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297532.9,4100559,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP331,297060.8,4100599.8,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP95,298701.9,4100840,CADE27,Calocedrus decurrens,16.4
SOAP,Soaproot Saddle,SOAP43,297067.8,4100719.8,CADE27,Calocedrus decurrens,3.8
SOAP,Soaproot Saddle,SOAP43,297055.5,4100716.5,CADE27,Calocedrus decurrens,11.9
SOAP,Soaproot Saddle,SOAP43,297068.5,4100722.8,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP63,299820.9,4101020,CADE27,Calocedrus decurrens,13.8
SOAP,Soaproot Saddle,SOAP331,297043.5,4100601,CADE27,Calocedrus decurrens,6
SOAP,Soaproot Saddle,SOAP43,297054.4,4100715.8,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP331,297051.7,4100602.2,CADE27,Calocedrus decurrens,13.5
SOAP,Soaproot Saddle,SOAP95,298697.2,4100856.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP95,298694.4,4100842.2,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP331,297060.7,4100600.5,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP63,299818.9,4101014.2,CADE27,Calocedrus decurrens,3.1
SOAP,Soaproot Saddle,SOAP43,297067,4100721.5,CADE27,Calocedrus decurrens,4.4
SOAP,Soaproot Saddle,SOAP43,297069.1,4100723,CADE27,Calocedrus decurrens,7.1
SOAP,Soaproot Saddle,SOAP143,299848.7,4100415.2,CAIN3,Ceanothus integerrimus,1
SOAP,Soaproot Saddle,SOAP991,299150.3,4101479,CECU,Ceanothus cuneatus,2.3
SOAP,Soaproot Saddle,SOAP991,299146,4101474.5,CECU,Ceanothus cuneatus,2.5
SOAP,Soaproot Saddle,SOAP1343,299606.7,4100968.2,CECU,Ceanothus cuneatus,3.4
SOAP,Soaproot Saddle,SOAP991,299143.5,4101472.2,CECU,Ceanothus cuneatus,2.4
SOAP,Soaproot Saddle,SOAP991,299138.9,4101479,CECU,Ceanothus cuneatus,1.4
SOAP,Soaproot Saddle,SOAP991,299140.7,4101477.5,CECU,Ceanothus cuneatus,2.2
SOAP,Soaproot Saddle,SOAP1343,299606.9,4100974.2,CECU,Ceanothus cuneatus,2.2
SOAP,Soaproot Saddle,SOAP223,299290.7,4101478,CECU,Ceanothus cuneatus,1.3
SOAP,Soaproot Saddle,SOAP991,299143.4,4101488.5,CECU,Ceanothus cuneatus,2.3
SOAP,Soaproot Saddle,SOAP991,299140.3,4101485.5,CECU,Ceanothus cuneatus,1.4
SOAP,Soaproot Saddle,SOAP991,299152.2,4101483,CECU,Ceanothus cuneatus,1.8
SOAP,Soaproot Saddle,SOAP991,299154.7,4101485.5,CECU,Ceanothus cuneatus,2.6
SOAP,Soaproot Saddle,SOAP991,299145.6,4101477,CECU,Ceanothus cuneatus,2.2
SOAP,Soaproot Saddle,SOAP991,299141,4101487,CECU,Ceanothus cuneatus,1.6
SOAP,Soaproot Saddle,SOAP991,299146.6,4101474.5,CECU,Ceanothus cuneatus,0.9
SOAP,Soaproot Saddle,SOAP991,299143.6,4101478.5,CECU,Ceanothus cuneatus,1.6
SOAP,Soaproot Saddle,SOAP991,299141.9,4101487.2,CECU,Ceanothus cuneatus,1.8
SOAP,Soaproot Saddle,SOAP991,299151,4101482.8,CECU,Ceanothus cuneatus,1.9
SOAP,Soaproot Saddle,SOAP991,299152.2,4101478.2,CECU,Ceanothus cuneatus,2.7
SOAP,Soaproot Saddle,SOAP991,299155.5,4101484.8,CECU,Ceanothus cuneatus,1.8
SOAP,Soaproot Saddle,SOAP991,299142,4101480,CECU,Ceanothus cuneatus,2.1
SOAP,Soaproot Saddle,SOAP991,299141.5,4101482.8,CECU,Ceanothus cuneatus,1.6
SOAP,Soaproot Saddle,SOAP991,299141.8,4101477.8,CECU,Ceanothus cuneatus,1.8
SOAP,Soaproot Saddle,SOAP1343,299596.9,4100978.2,CECU,Ceanothus cuneatus,2
SOAP,Soaproot Saddle,SOAP991,299147.3,4101475.2,CECU,Ceanothus cuneatus,2.4
SOAP,Soaproot Saddle,SOAP991,299154.4,4101480.5,CECU,Ceanothus cuneatus,2
SOAP,Soaproot Saddle,SOAP991,299139.2,4101476.5,CECU,Ceanothus cuneatus,2.2
SOAP,Soaproot Saddle,SOAP991,299151.6,4101482.5,CECU,Ceanothus cuneatus,2.1
SOAP,Soaproot Saddle,SOAP1343,299592,4100980.8,CECU,Ceanothus cuneatus,0.8
SOAP,Soaproot Saddle,SOAP991,299143.6,4101478,CECU,Ceanothus cuneatus,1.3
SOAP,Soaproot Saddle,SOAP991,299149.3,4101478,CECU,Ceanothus cuneatus,2.2
SOAP,Soaproot Saddle,SOAP1343,299594.5,4100979.8,CECU,Ceanothus cuneatus,2.1
SOAP,Soaproot Saddle,SOAP991,299148.2,4101481.2,CECU,Ceanothus cuneatus,2.6
SOAP,Soaproot Saddle,SOAP991,299150.1,4101481.5,CECU,Ceanothus cuneatus,1.9
SOAP,Soaproot Saddle,SOAP991,299154.7,4101482.5,CECU,Ceanothus cuneatus,2.8
SOAP,Soaproot Saddle,SOAP991,299151.4,4101481,CECU,Ceanothus cuneatus,1.8
SOAP,Soaproot Saddle,SOAP1695,299170.7,4100973.5,CECU,Ceanothus cuneatus,1.5
SOAP,Soaproot Saddle,SOAP991,299139.6,4101476.8,CECU,Ceanothus cuneatus,2.4
SOAP,Soaproot Saddle,SOAP991,299145.3,4101479,CECU,Ceanothus cuneatus,0.5
SOAP,Soaproot Saddle,SOAP991,299144.9,4101479.5,CECU,Ceanothus cuneatus,1.3
SOAP,Soaproot Saddle,SOAP223,299297,4101466.8,CECU,Ceanothus cuneatus,2.3
SOAP,Soaproot Saddle,SOAP991,299137.8,4101474.2,CECU,Ceanothus cuneatus,1.5
SOAP,Soaproot Saddle,SOAP991,299145.5,4101481,CECU,Ceanothus cuneatus,2.3
SOAP,Soaproot Saddle,SOAP991,299141.7,4101486.8,CECU,Ceanothus cuneatus,2.5
SOAP,Soaproot Saddle,SOAP991,299140.3,4101484.2,CECU,Ceanothus cuneatus,1.6
SOAP,Soaproot Saddle,SOAP991,299153,4101482,CECU,Ceanothus cuneatus,2
SOAP,Soaproot Saddle,SOAP991,299137.3,4101473.8,CECU,Ceanothus cuneatus,1.5
SOAP,Soaproot Saddle,SOAP991,299156,4101484.2,CECU,Ceanothus cuneatus,0.5
SOAP,Soaproot Saddle,SOAP991,299139.3,4101488.8,CECU,Ceanothus cuneatus,2.1
SOAP,Soaproot Saddle,SOAP143,299847.8,4100416.2,CEIN3,Ceanothus integerrimus,0.9
SOAP,Soaproot Saddle,SOAP139,297046.8,4100099,CEIN3,Ceanothus integerrimus,2.9
SOAP,Soaproot Saddle,SOAP143,299849.6,4100417.5,CEIN3,Ceanothus integerrimus,0.9
SOAP,Soaproot Saddle,SOAP143,299848.5,4100416.5,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP143,299851.6,4100421.8,CEIN3,Ceanothus integerrimus,0.8
SOAP,Soaproot Saddle,SOAP143,299848.1,4100417,CEIN3,Ceanothus integerrimus,0.8
SOAP,Soaproot Saddle,SOAP95,298703.8,4100852.5,CEIN3,Ceanothus integerrimus,0.5
SOAP,Soaproot Saddle,SOAP143,299844.4,4100424.2,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP143,299851.2,4100421.2,CEIN3,Ceanothus integerrimus,0.9
SOAP,Soaproot Saddle,SOAP283,297779.2,4101203.2,CEIN3,Ceanothus integerrimus,2.1
SOAP,Soaproot Saddle,SOAP143,299848.8,4100421,CEIN3,Ceanothus integerrimus,1
SOAP,Soaproot Saddle,SOAP143,299850.9,4100421.2,CEIN3,Ceanothus integerrimus,1
SOAP,Soaproot Saddle,SOAP143,299848.1,4100415.5,CEIN3,Ceanothus integerrimus,1
SOAP,Soaproot Saddle,SOAP143,299847.2,4100416.2,CEIN3,Ceanothus integerrimus,1.3
SOAP,Soaproot Saddle,SOAP143,299848.9,4100416,CEIN3,Ceanothus integerrimus,0.9
SOAP,Soaproot Saddle,SOAP143,299848.1,4100416,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP143,299848.5,4100416.5,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP143,299848.6,4100416,CEIN3,Ceanothus integerrimus,1
SOAP,Soaproot Saddle,SOAP143,299839,4100413.5,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP95,298699.7,4100856,CEIN3,Ceanothus integerrimus,2.9
SOAP,Soaproot Saddle,SOAP143,299851.4,4100421,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP143,299847.1,4100416.5,CEIN3,Ceanothus integerrimus,1.1
SOAP,Soaproot Saddle,SOAP143,299851.2,4100421.8,CEIN3,Ceanothus integerrimus,1.1
SOAP,Soaproot Saddle,SOAP143,299848.5,4100417,CEIN3,Ceanothus integerrimus,1.3
SOAP,Soaproot Saddle,SOAP143,299848.8,4100417,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP95,298708.2,4100840.8,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP95,298708.1,4100842,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP95,298699.5,4100851.2,CEIN3,Ceanothus integerrimus,1.4
SOAP,Soaproot Saddle,SOAP143,299845.7,4100416.8,CEIN3,Ceanothus integerrimus,1
SOAP,Soaproot Saddle,SOAP1515,297510.3,4101264.8,CEIN3,Ceanothus integerrimus,1.8
SOAP,Soaproot Saddle,SOAP143,299837.9,4100421.8,CEIN3,Ceanothus integerrimus,0.8
SOAP,Soaproot Saddle,SOAP143,299846.6,4100415.5,CEIN3,Ceanothus integerrimus,1.2
SOAP,Soaproot Saddle,SOAP143,299847.2,4100415.8,CEIN3,Ceanothus integerrimus,1.4
SOAP,Soaproot Saddle,SOAP143,299853.1,4100419.8,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP143,299844.5,4100425.2,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP143,299842.6,4100424.5,CEIN3,Ceanothus integerrimus,0.8
SOAP,Soaproot Saddle,SOAP143,299851.9,4100421.2,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP143,299841.4,4100421,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP143,299852.7,4100419.5,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP143,299852.5,4100420,CEIN3,Ceanothus integerrimus,0.6
SOAP,Soaproot Saddle,SOAP143,299849.9,4100420.5,CEIN3,Ceanothus integerrimus,0.7
SOAP,Soaproot Saddle,SOAP223,299298.4,4101465.5,CEMOG,Cercocarpus montanus var. glaber,1.3
SOAP,Soaproot Saddle,SOAP991,299153.9,4101481.5,CEMOG,Cercocarpus montanus var. glaber,0.8
SOAP,Soaproot Saddle,SOAP991,299141.6,4101476.5,CEMOG,Cercocarpus montanus var. glaber,1
SOAP,Soaproot Saddle,SOAP991,299142.9,4101472,CEMOG,Cercocarpus montanus var. glaber,1.4
SOAP,Soaproot Saddle,SOAP991,299142,4101475.5,CEMOG,Cercocarpus montanus var. glaber,0.7
SOAP,Soaproot Saddle,SOAP991,299154,4101475.8,CEMOG,Cercocarpus montanus var. glaber,0.8
SOAP,Soaproot Saddle,SOAP991,299136.2,4101473.8,CEMOG,Cercocarpus montanus var. glaber,0.9
SOAP,Soaproot Saddle,SOAP223,299291.8,4101478.8,CEMOG,Cercocarpus montanus var. glaber,2.5
SOAP,Soaproot Saddle,SOAP223,299294.7,4101479.5,CEMOG,Cercocarpus montanus var. glaber,3.2
SOAP,Soaproot Saddle,SOAP991,299155.3,4101479.5,CEMOG,Cercocarpus montanus var. glaber,3.7
SOAP,Soaproot Saddle,SOAP223,299299.4,4101465.5,CEMOG,Cercocarpus montanus var. glaber,2.8
SOAP,Soaproot Saddle,SOAP991,299154.1,4101473.5,CEMOG,Cercocarpus montanus var. glaber,3.3
SOAP,Soaproot Saddle,SOAP223,299293.9,4101475.2,CEMOG,Cercocarpus montanus var. glaber,2
SOAP,Soaproot Saddle,SOAP991,299137.8,4101473.5,CEMOG,Cercocarpus montanus var. glaber,1.6
SOAP,Soaproot Saddle,SOAP991,299152,4101481.5,CEMOG,Cercocarpus montanus var. glaber,3.8
SOAP,Soaproot Saddle,SOAP223,299298.4,4101465.8,CEMOG,Cercocarpus montanus var. glaber,1.6
SOAP,Soaproot Saddle,SOAP991,299150.5,4101481.5,CEMOG,Cercocarpus montanus var. glaber,3.6
SOAP,Soaproot Saddle,SOAP223,299301.3,4101466.5,CEMOG,Cercocarpus montanus var. glaber,2.4
SOAP,Soaproot Saddle,SOAP991,299144.5,4101479,CEMOG,Cercocarpus montanus var. glaber,2.7
SOAP,Soaproot Saddle,SOAP991,299142.7,4101485.8,CEMOG,Cercocarpus montanus var. glaber,3.4
SOAP,Soaproot Saddle,SOAP223,299295.4,4101472.5,CEMOG,Cercocarpus montanus var. glaber,3.3
SOAP,Soaproot Saddle,SOAP223,299297.6,4101468.8,CEMOG,Cercocarpus montanus var. glaber,1.3
SOAP,Soaproot Saddle,SOAP991,299141,4101476.5,CEMOG,Cercocarpus montanus var. glaber,2.3
SOAP,Soaproot Saddle,SOAP223,299296.8,4101470.5,CEMOG,Cercocarpus montanus var. glaber,1.5
SOAP,Soaproot Saddle,SOAP991,299153.7,4101480,CEMOG,Cercocarpus montanus var. glaber,0.7
SOAP,Soaproot Saddle,SOAP187,297526.1,4100560.8,CEMOG,Cercocarpus montanus var. glaber,4
SOAP,Soaproot Saddle,SOAP1343,299603.3,4100964.2,CEMOG,Cercocarpus montanus var. glaber,2.3
SOAP,Soaproot Saddle,SOAP223,299297.7,4101467,CEMOG,Cercocarpus montanus var. glaber,2.6
SOAP,Soaproot Saddle,SOAP223,299292.4,4101479.5,CEMOG,Cercocarpus montanus var. glaber,1
SOAP,Soaproot Saddle,SOAP223,299301.6,4101465.8,CEMOG,Cercocarpus montanus var. glaber,1.4
SOAP,Soaproot Saddle,SOAP991,299139.7,4101473.2,CEMOG,Cercocarpus montanus var. glaber,3.7
SOAP,Soaproot Saddle,SOAP223,299293.7,4101478,CEMOG,Cercocarpus montanus var. glaber,2
SOAP,Soaproot Saddle,SOAP223,299297.3,4101467.5,CEMOG,Cercocarpus montanus var. glaber,0.8
SOAP,Soaproot Saddle,SOAP991,299146.9,4101472,CEMOG,Cercocarpus montanus var. glaber,0.8
SOAP,Soaproot Saddle,SOAP223,299297.4,4101467,CEMOG,Cercocarpus montanus var. glaber,2.8
SOAP,Soaproot Saddle,SOAP1343,299594.3,4100981.2,CEMOG,Cercocarpus montanus var. glaber,1.3
SOAP,Soaproot Saddle,SOAP991,299142.8,4101473,CEMOG,Cercocarpus montanus var. glaber,1.5
SOAP,Soaproot Saddle,SOAP991,299147,4101479.8,CEMOG,Cercocarpus montanus var. glaber,2.1
SOAP,Soaproot Saddle,SOAP991,299146.2,4101477.2,CEMOG,Cercocarpus montanus var. glaber,2.6
SOAP,Soaproot Saddle,SOAP991,299147.3,4101479.2,CEMOG,Cercocarpus montanus var. glaber,-1.6
SOAP,Soaproot Saddle,SOAP43,297054.4,4100731.8,COCO6,Corylus cornuta,2.7
SOAP,Soaproot Saddle,SOAP43,297053.7,4100722,COCO6,Corylus cornuta,2.2
SOAP,Soaproot Saddle,SOAP43,297064.4,4100725.8,COCO6,Corylus cornuta,0.7
SOAP,Soaproot Saddle,SOAP43,297052.8,4100729,PILA,Pinus lambertiana,5.2
SOAP,Soaproot Saddle,SOAP43,297063.9,4100724.8,PILA,Pinus lambertiana,0.8
SOAP,Soaproot Saddle,SOAP95,298710.8,4100852,PILA,Pinus lambertiana,20.1
SOAP,Soaproot Saddle,SOAP139,297056.6,4100090.5,PILA,Pinus lambertiana,19.9
SOAP,Soaproot Saddle,SOAP43,297052,4100732.8,PILA,Pinus lambertiana,40.4
SOAP,Soaproot Saddle,SOAP43,297066.6,4100717.2,PILA,Pinus lambertiana,1.6
SOAP,Soaproot Saddle,SOAP43,297053.2,4100730,PILA,Pinus lambertiana,17.5
SOAP,Soaproot Saddle,SOAP43,297055.7,4100720.2,PILA,Pinus lambertiana,1.4
SOAP,Soaproot Saddle,SOAP139,297049.3,4100091.5,PILA,Pinus lambertiana,49.9
SOAP,Soaproot Saddle,SOAP95,298700.7,4100854,PILA,Pinus lambertiana,0.6
SOAP,Soaproot Saddle,SOAP139,297054.4,4100096.5,PILA,Pinus lambertiana,25.2
SOAP,Soaproot Saddle,SOAP95,298710.4,4100840.8,PILA,Pinus lambertiana,19
SOAP,Soaproot Saddle,SOAP43,297055.9,4100719.8,PILA,Pinus lambertiana,1
SOAP,Soaproot Saddle,SOAP43,297055.3,4100733,PILA,Pinus lambertiana,3.6
SOAP,Soaproot Saddle,SOAP331,297063.7,4100595.8,PILA,Pinus lambertiana,5.3
SOAP,Soaproot Saddle,SOAP43,297066.6,4100714.5,PILA,Pinus lambertiana,1
SOAP,Soaproot Saddle,SOAP331,297055.5,4100598.5,PIPO,Pinus ponderosa,0.8
SOAP,Soaproot Saddle,SOAP255,300146,4101378,PIPO,Pinus ponderosa,1.7
SOAP,Soaproot Saddle,SOAP143,299850.9,4100426,PIPO,Pinus ponderosa,1.6
SOAP,Soaproot Saddle,SOAP255,300140,4101371,PIPO,Pinus ponderosa,44.7
SOAP,Soaproot Saddle,SOAP255,300146.8,4101375.8,PIPO,Pinus ponderosa,4.5
SOAP,Soaproot Saddle,SOAP43,297053,4100728,PIPO,Pinus ponderosa,20.5
SOAP,Soaproot Saddle,SOAP187,297536.1,4100557.2,PIPO,Pinus ponderosa,8.3
SOAP,Soaproot Saddle,SOAP143,299835,4100419,PIPO,Pinus ponderosa,1.2
SOAP,Soaproot Saddle,SOAP255,300142.5,4101376.5,PIPO,Pinus ponderosa,1
SOAP,Soaproot Saddle,SOAP255,300146.2,4101378.2,PIPO,Pinus ponderosa,1.4
SOAP,Soaproot Saddle,SOAP1695,299181.1,4100961.5,PIPO,Pinus ponderosa,17
SOAP,Soaproot Saddle,SOAP255,300145.5,4101378.2,PIPO,Pinus ponderosa,2.3
SOAP,Soaproot Saddle,SOAP299,297489.9,4100689.5,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP255,300152.7,4101381.5,PIPO,Pinus ponderosa,6.5
SOAP,Soaproot Saddle,SOAP63,299812.5,4101014.5,PIPO,Pinus ponderosa,23
SOAP,Soaproot Saddle,SOAP143,299853.3,4100421,PIPO,Pinus ponderosa,1.2
SOAP,Soaproot Saddle,SOAP1695,299185.6,4100973.2,PIPO,Pinus ponderosa,14.3
SOAP,Soaproot Saddle,SOAP139,297059.7,4100088.2,PIPO,Pinus ponderosa,18.2
SOAP,Soaproot Saddle,SOAP63,299802.8,4101019.2,PIPO,Pinus ponderosa,1.2
SOAP,Soaproot Saddle,SOAP299,297490.3,4100687.5,PIPO,Pinus ponderosa,32.2
SOAP,Soaproot Saddle,SOAP143,299844.8,4100419.5,PIPO,Pinus ponderosa,2.8
SOAP,Soaproot Saddle,SOAP63,299809.8,4101032,PIPO,Pinus ponderosa,9.1
SOAP,Soaproot Saddle,SOAP63,299813.5,4101017,PIPO,Pinus ponderosa,9.3
SOAP,Soaproot Saddle,SOAP299,297509.1,4100698.5,PIPO,Pinus ponderosa,21.6
SOAP,Soaproot Saddle,SOAP143,299852,4100424,PIPO,Pinus ponderosa,4.2
SOAP,Soaproot Saddle,SOAP143,299837.6,4100411.2,PIPO,Pinus ponderosa,1
