siteid,sitename,plotid,easting,northing,taxonid,scientificname,stemheight
SOAP,Soaproot Saddle,SOAP187,297527.9,4100542,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP187,297528.3,4100542,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP139,297053,4100097,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP139,297052.4,4100096,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP139,297053,4100098.8,CADE27,Calocedrus decurrens,2.1
SOAP,Soaproot Saddle,SOAP187,297530.1,4100541,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP187,297530.8,4100541.5,CADE27,Calocedrus decurrens,3.5
SOAP,Soaproot Saddle,SOAP139,297051.3,4100100,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP139,297050.9,4100100,CADE27,Calocedrus decurrens,1.2
SOAP,Soaproot Saddle,SOAP139,297050.9,4100100.2,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297533.3,4100547.2,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP187,297535.1,4100542,CADE27,Calocedrus decurrens,5.1
SOAP,Soaproot Saddle,SOAP187,297536.9,4100541,CADE27,Calocedrus decurrens,6.2
SOAP,Soaproot Saddle,SOAP331,297053.6,4100606,CADE27,Calocedrus decurrens,6.9
SOAP,Soaproot Saddle,SOAP139,297042.7,4100095.2,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP187,297541.4,4100544,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP187,297539.6,4100546.5,CADE27,Calocedrus decurrens,5.1
SOAP,Soaproot Saddle,SOAP187,297535.7,4100545.5,CADE27,Calocedrus decurrens,6.9
SOAP,Soaproot Saddle,SOAP139,297049.4,4100093.5,CADE27,Calocedrus decurrens,21.6
SOAP,Soaproot Saddle,SOAP187,297533.8,4100544.2,CADE27,Calocedrus decurrens,3.3
SOAP,Soaproot Saddle,SOAP187,297535.8,4100548,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP187,297534,4100550.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP187,297534,4100550.8,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP139,297036.6,4100097.5,CADE27,Calocedrus decurrens,5.1
SOAP,Soaproot Saddle,SOAP139,297036.9,4100098.5,CADE27,Calocedrus decurrens,4.8
SOAP,Soaproot Saddle,SOAP139,297036.7,4100099.5,CADE27,Calocedrus decurrens,6.1
SOAP,Soaproot Saddle,SOAP139,297043.1,4100092.8,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP139,297040.9,4100092.8,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP139,297040.9,4100093,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP139,297041.1,4100093.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297041.2,4100093.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297041.3,4100096.5,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297040.9,4100095.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297040.9,4100095.5,CADE27,Calocedrus decurrens,50
SOAP,Soaproot Saddle,SOAP139,297041.4,4100095.2,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP187,297537.8,4100556,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP139,297041.4,4100095.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297041.4,4100095.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297040.8,4100096,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297041.7,4100095.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP139,297041,4100096.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP139,297041.3,4100095,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297041.4,4100095.5,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297041.4,4100095.5,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297041.9,4100095.2,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP139,297041.6,4100094.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297042.3,4100094.8,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297042.7,4100095,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297042.8,4100095,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297043,4100094.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297043.1,4100094.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297042.5,4100094,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297042.2,4100093.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297042.1,4100093.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP95,298695.9,4100856.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297041.5,4100096.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP63,299819.5,4101021.8,CADE27,Calocedrus decurrens,2
SOAP,Soaproot Saddle,SOAP139,297041.3,4100096.5,CADE27,Calocedrus decurrens,0.5
SOAP,Soaproot Saddle,SOAP139,297041,4100096.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297532.9,4100555,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP187,297532.9,4100555.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP95,298710.5,4100851.5,CADE27,Calocedrus decurrens,17.2
SOAP,Soaproot Saddle,SOAP187,297532.4,4100556,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP187,297532.8,4100556.5,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP139,297049.9,4100102.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP187,297533.2,4100557,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP139,297044.2,4100101.8,CADE27,Calocedrus decurrens,25.5
SOAP,Soaproot Saddle,SOAP139,297041.9,4100092.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297042.1,4100092.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297041.8,4100092.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP43,297069.4,4100718.5,CADE27,Calocedrus decurrens,6.8
SOAP,Soaproot Saddle,SOAP139,297043.4,4100092.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP139,297043.8,4100092.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297528.5,4100552,CADE27,Calocedrus decurrens,23.9
SOAP,Soaproot Saddle,SOAP63,299817.6,4101023.5,CADE27,Calocedrus decurrens,9.6
SOAP,Soaproot Saddle,SOAP43,297066.9,4100718.8,CADE27,Calocedrus decurrens,4
SOAP,Soaproot Saddle,SOAP43,297066.5,4100718.5,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP43,297065.6,4100718.8,CADE27,Calocedrus decurrens,2.2
SOAP,Soaproot Saddle,SOAP143,299838.7,4100418,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP143,299834.4,4100417.2,CADE27,Calocedrus decurrens,16.7
SOAP,Soaproot Saddle,SOAP43,297067.4,4100715.8,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP143,299837.3,4100416,CADE27,Calocedrus decurrens,16
SOAP,Soaproot Saddle,SOAP331,297055.2,4100594,CADE27,Calocedrus decurrens,7.6
SOAP,Soaproot Saddle,SOAP43,297069.7,4100715.5,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP331,297057.2,4100602,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP43,297061.6,4100715.2,CADE27,Calocedrus decurrens,6.1
SOAP,Soaproot Saddle,SOAP43,297060.6,4100714.5,CADE27,Calocedrus decurrens,3.7
SOAP,Soaproot Saddle,SOAP255,300136.3,4101386.2,CADE27,Calocedrus decurrens,3
SOAP,Soaproot Saddle,SOAP63,299815,4101031.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP255,300137.5,4101385.5,CADE27,Calocedrus decurrens,4.8
SOAP,Soaproot Saddle,SOAP43,297066.3,4100727.2,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP43,297065.5,4100728.8,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP43,297064.2,4100726.5,CADE27,Calocedrus decurrens,4.9
SOAP,Soaproot Saddle,SOAP63,299817.1,4101021.5,CADE27,Calocedrus decurrens,10.1
SOAP,Soaproot Saddle,SOAP43,297069.5,4100732.5,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP43,297066.8,4100731.8,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP43,297065.7,4100731.5,CADE27,Calocedrus decurrens,12.1
SOAP,Soaproot Saddle,SOAP43,297068.2,4100731.5,CADE27,Calocedrus decurrens,6.8
SOAP,Soaproot Saddle,SOAP43,297066.9,4100732.2,CADE27,Calocedrus decurrens,6.6
SOAP,Soaproot Saddle,SOAP95,298701.5,4100858.2,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP95,298699.7,4100858,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP63,299822.9,4101028.5,CADE27,Calocedrus decurrens,5.7
SOAP,Soaproot Saddle,SOAP331,297063.2,4100600.5,CADE27,Calocedrus decurrens,2.8
SOAP,Soaproot Saddle,SOAP143,299838.8,4100414.2,CADE27,Calocedrus decurrens,13.2
SOAP,Soaproot Saddle,SOAP43,297057.8,4100729.8,CADE27,Calocedrus decurrens,9.7
SOAP,Soaproot Saddle,SOAP143,299842.9,4100416.2,CADE27,Calocedrus decurrens,14.7
SOAP,Soaproot Saddle,SOAP63,299820.8,4101024.5,CADE27,Calocedrus decurrens,23.7
SOAP,Soaproot Saddle,SOAP43,297055.6,4100728.5,CADE27,Calocedrus decurrens,3
SOAP,Soaproot Saddle,SOAP43,297054.8,4100728.5,CADE27,Calocedrus decurrens,2.3
SOAP,Soaproot Saddle,SOAP43,297054.5,4100727.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP43,297053.8,4100727.2,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP143,299849.9,4100411.2,CADE27,Calocedrus decurrens,14.8
SOAP,Soaproot Saddle,SOAP43,297055.6,4100727.8,CADE27,Calocedrus decurrens,2.8
SOAP,Soaproot Saddle,SOAP43,297053.6,4100725,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP331,297055.5,4100603.8,CADE27,Calocedrus decurrens,1.2
SOAP,Soaproot Saddle,SOAP43,297053.2,4100726.5,CADE27,Calocedrus decurrens,7.7
SOAP,Soaproot Saddle,SOAP43,297053.1,4100727.5,CADE27,Calocedrus decurrens,3.3
SOAP,Soaproot Saddle,SOAP299,297492.1,4100690.5,CADE27,Calocedrus decurrens,12
SOAP,Soaproot Saddle,SOAP299,297494.4,4100690,CADE27,Calocedrus decurrens,10.2
SOAP,Soaproot Saddle,SOAP95,298694.8,4100858.5,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP331,297059.3,4100608,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP63,299816.3,4101027.8,CADE27,Calocedrus decurrens,2.3
SOAP,Soaproot Saddle,SOAP43,297050.7,4100731.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP187,297527.9,4100544,CADE27,Calocedrus decurrens,2.4
SOAP,Soaproot Saddle,SOAP43,297053.3,4100729.8,CADE27,Calocedrus decurrens,16.5
SOAP,Soaproot Saddle,SOAP43,297055.7,4100732.2,CADE27,Calocedrus decurrens,4.4
SOAP,Soaproot Saddle,SOAP43,297055.6,4100732.5,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP331,297064.4,4100604.5,CADE27,Calocedrus decurrens,1.2
SOAP,Soaproot Saddle,SOAP143,299851.1,4100417.8,CADE27,Calocedrus decurrens,17.2
SOAP,Soaproot Saddle,SOAP63,299805.5,4101028,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP331,297051.9,4100600,CADE27,Calocedrus decurrens,10.3
SOAP,Soaproot Saddle,SOAP143,299845.1,4100420.2,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP95,298703.9,4100858.5,CADE27,Calocedrus decurrens,10.7
SOAP,Soaproot Saddle,SOAP255,300136,4101383.8,CADE27,Calocedrus decurrens,7
SOAP,Soaproot Saddle,SOAP187,297532.7,4100553.5,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP63,299813.7,4101022.5,CADE27,Calocedrus decurrens,4.5
SOAP,Soaproot Saddle,SOAP63,299813.1,4101021.2,CADE27,Calocedrus decurrens,1.9
SOAP,Soaproot Saddle,SOAP63,299813.1,4101020.8,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP95,298700.6,4100847.8,CADE27,Calocedrus decurrens,4.1
SOAP,Soaproot Saddle,SOAP187,297536.6,4100545,CADE27,Calocedrus decurrens,6
SOAP,Soaproot Saddle,SOAP143,299851.7,4100420.2,CADE27,Calocedrus decurrens,14
SOAP,Soaproot Saddle,SOAP63,299812.8,4101015.5,CADE27,Calocedrus decurrens,7.7
SOAP,Soaproot Saddle,SOAP63,299813.3,4101014.8,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP331,297052.9,4100595.2,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP63,299809.8,4101014.5,CADE27,Calocedrus decurrens,1.7
SOAP,Soaproot Saddle,SOAP331,297053.8,4100595.2,CADE27,Calocedrus decurrens,8.2
SOAP,Soaproot Saddle,SOAP331,297045.5,4100588.8,CADE27,Calocedrus decurrens,10.4
SOAP,Soaproot Saddle,SOAP331,297048.7,4100590.8,CADE27,Calocedrus decurrens,5
SOAP,Soaproot Saddle,SOAP331,297048,4100589,CADE27,Calocedrus decurrens,9.1
SOAP,Soaproot Saddle,SOAP331,297046.9,4100589.8,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP95,298700.7,4100841.5,CADE27,Calocedrus decurrens,8.3
SOAP,Soaproot Saddle,SOAP331,297047.4,4100592,CADE27,Calocedrus decurrens,8.6
SOAP,Soaproot Saddle,SOAP255,300146.1,4101376.8,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP331,297047.9,4100594,CADE27,Calocedrus decurrens,6.9
SOAP,Soaproot Saddle,SOAP331,297047.3,4100595.2,CADE27,Calocedrus decurrens,12.8
SOAP,Soaproot Saddle,SOAP63,299807.5,4101018.5,CADE27,Calocedrus decurrens,1.2
SOAP,Soaproot Saddle,SOAP95,298705.9,4100847.2,CADE27,Calocedrus decurrens,11.6
SOAP,Soaproot Saddle,SOAP95,298704.1,4100845.8,CADE27,Calocedrus decurrens,9.4
SOAP,Soaproot Saddle,SOAP331,297055.7,4100597.8,CADE27,Calocedrus decurrens,10.9
SOAP,Soaproot Saddle,SOAP187,297536.2,4100558.2,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP63,299816.2,4101025.8,CADE27,Calocedrus decurrens,3.8
SOAP,Soaproot Saddle,SOAP95,298708.3,4100846.5,CADE27,Calocedrus decurrens,5.2
SOAP,Soaproot Saddle,SOAP95,298704.1,4100843.2,CADE27,Calocedrus decurrens,8.5
SOAP,Soaproot Saddle,SOAP187,297534.9,4100555.8,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP255,300152.3,4101382.2,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP331,297057.2,4100589.8,CADE27,Calocedrus decurrens,3.4
SOAP,Soaproot Saddle,SOAP143,299853.1,4100428.2,CADE27,Calocedrus decurrens,10.2
SOAP,Soaproot Saddle,SOAP63,299814.6,4101018,CADE27,Calocedrus decurrens,4.7
SOAP,Soaproot Saddle,SOAP63,299815.4,4101018.8,CADE27,Calocedrus decurrens,2
SOAP,Soaproot Saddle,SOAP63,299814.8,4101019.8,CADE27,Calocedrus decurrens,7.9
SOAP,Soaproot Saddle,SOAP63,299815.7,4101019.2,CADE27,Calocedrus decurrens,3.5
SOAP,Soaproot Saddle,SOAP143,299848,4100428,CADE27,Calocedrus decurrens,11.5
SOAP,Soaproot Saddle,SOAP255,300134.5,4101384.8,CADE27,Calocedrus decurrens,6.1
SOAP,Soaproot Saddle,SOAP187,297532.5,4100551,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP63,299819.7,4101016.2,CADE27,Calocedrus decurrens,9.1
SOAP,Soaproot Saddle,SOAP187,297531.7,4100553.5,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP95,298706.7,4100849.8,CADE27,Calocedrus decurrens,6.4
SOAP,Soaproot Saddle,SOAP187,297532.2,4100555,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP95,298709,4100850.5,CADE27,Calocedrus decurrens,4.8
SOAP,Soaproot Saddle,SOAP63,299824,4101020.5,CADE27,Calocedrus decurrens,3.8
SOAP,Soaproot Saddle,SOAP63,299823.5,4101019.5,CADE27,Calocedrus decurrens,6.6
SOAP,Soaproot Saddle,SOAP43,297065.5,4100722.2,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP255,300144.2,4101380,CADE27,Calocedrus decurrens,4.2
SOAP,Soaproot Saddle,SOAP63,299822.2,4101020,CADE27,Calocedrus decurrens,5.5
SOAP,Soaproot Saddle,SOAP63,299823.1,4101021.2,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP95,298709.4,4100852.2,CADE27,Calocedrus decurrens,3.6
SOAP,Soaproot Saddle,SOAP143,299838.4,4100428,CADE27,Calocedrus decurrens,8.6
SOAP,Soaproot Saddle,SOAP95,298694.8,4100859,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP63,299818.6,4101015.8,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP43,297068.8,4100720.2,CADE27,Calocedrus decurrens,4.9
SOAP,Soaproot Saddle,SOAP255,300143.2,4101387,CADE27,Calocedrus decurrens,1.7
SOAP,Soaproot Saddle,SOAP255,300141.5,4101386.8,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP255,300139.4,4101387.5,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP43,297069,4100718,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP43,297067.4,4100719,CADE27,Calocedrus decurrens,1.9
SOAP,Soaproot Saddle,SOAP95,298710.9,4100858.2,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP331,297059.7,4100595.8,CADE27,Calocedrus decurrens,6.3
SOAP,Soaproot Saddle,SOAP331,297055.4,4100599,CADE27,Calocedrus decurrens,3.2
SOAP,Soaproot Saddle,SOAP95,298694.5,4100859,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP63,299816.5,4101025.5,CADE27,Calocedrus decurrens,6.5
SOAP,Soaproot Saddle,SOAP95,298695.2,4100855.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP95,298695.4,4100856.2,CADE27,Calocedrus decurrens,1.1
SOAP,Soaproot Saddle,SOAP187,297534.8,4100556.5,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP63,299815.9,4101028.5,CADE27,Calocedrus decurrens,4.5
SOAP,Soaproot Saddle,SOAP43,297058.4,4100714.8,CADE27,Calocedrus decurrens,4.7
SOAP,Soaproot Saddle,SOAP187,297530.1,4100544.2,CADE27,Calocedrus decurrens,2.8
SOAP,Soaproot Saddle,SOAP255,300135,4101387.5,CADE27,Calocedrus decurrens,2.1
SOAP,Soaproot Saddle,SOAP331,297064,4100605,CADE27,Calocedrus decurrens,1.2
SOAP,Soaproot Saddle,SOAP63,299814.3,4101027.8,CADE27,Calocedrus decurrens,2.7
SOAP,Soaproot Saddle,SOAP331,297059.4,4100602.2,CADE27,Calocedrus decurrens,1.9
SOAP,Soaproot Saddle,SOAP331,297060.1,4100602.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP255,300134.9,4101384.8,CADE27,Calocedrus decurrens,2.5
SOAP,Soaproot Saddle,SOAP63,299809.1,4101027.8,CADE27,Calocedrus decurrens,2.7
SOAP,Soaproot Saddle,SOAP63,299820.6,4101025.8,CADE27,Calocedrus decurrens,2.9
SOAP,Soaproot Saddle,SOAP187,297529.2,4100552.8,CADE27,Calocedrus decurrens,134
SOAP,Soaproot Saddle,SOAP43,297053.3,4100719,CADE27,Calocedrus decurrens,3.6
SOAP,Soaproot Saddle,SOAP95,298693.6,4100858.2,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP63,299823.5,4101030.5,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP95,298700.6,4100847.2,CADE27,Calocedrus decurrens,4
SOAP,Soaproot Saddle,SOAP95,298700.3,4100858.2,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP95,298708,4100851.5,CADE27,Calocedrus decurrens,3.3
SOAP,Soaproot Saddle,SOAP331,297050.7,4100598,CADE27,Calocedrus decurrens,17.9
SOAP,Soaproot Saddle,SOAP187,297530.7,4100548.2,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP331,297063.9,4100600.5,CADE27,Calocedrus decurrens,1.3
SOAP,Soaproot Saddle,SOAP95,298698.4,4100856,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP331,297061.2,4100600,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP331,297057.4,4100606.8,CADE27,Calocedrus decurrens,18.8
SOAP,Soaproot Saddle,SOAP43,297057.7,4100716,CADE27,Calocedrus decurrens,1.7
SOAP,Soaproot Saddle,SOAP283,297782.1,4101200,CADE27,Calocedrus decurrens,9.1
SOAP,Soaproot Saddle,SOAP283,297782.5,4101206.2,CADE27,Calocedrus decurrens,13.8
SOAP,Soaproot Saddle,SOAP283,297780.6,4101206,CADE27,Calocedrus decurrens,9.1
SOAP,Soaproot Saddle,SOAP187,297539,4100554.5,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297530.8,4100551,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP331,297059.8,4100600,CADE27,Calocedrus decurrens,1.1
SOAP,Soaproot Saddle,SOAP187,297526.3,4100552.8,CADE27,Calocedrus decurrens,27.9
SOAP,Soaproot Saddle,SOAP95,298694.8,4100857.8,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP299,297489.2,4100692.5,CADE27,Calocedrus decurrens,8.3
SOAP,Soaproot Saddle,SOAP187,297525.3,4100543.5,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP187,297537.1,4100557.5,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP331,297060.2,4100591.8,CADE27,Calocedrus decurrens,6.5
SOAP,Soaproot Saddle,SOAP331,297051.3,4100600.5,CADE27,Calocedrus decurrens,7.5
SOAP,Soaproot Saddle,SOAP63,299815.4,4101021,CADE27,Calocedrus decurrens,3.2
SOAP,Soaproot Saddle,SOAP187,297532.4,4100551.5,CADE27,Calocedrus decurrens,1.4
SOAP,Soaproot Saddle,SOAP331,297059.3,4100604.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP43,297069.6,4100713.5,CADE27,Calocedrus decurrens,3.1
SOAP,Soaproot Saddle,SOAP331,297056.6,4100591.2,CADE27,Calocedrus decurrens,9
SOAP,Soaproot Saddle,SOAP187,297529.6,4100542.5,CADE27,Calocedrus decurrens,4.5
SOAP,Soaproot Saddle,SOAP331,297058.4,4100590,CADE27,Calocedrus decurrens,3.1
SOAP,Soaproot Saddle,SOAP187,297534.6,4100555.8,CADE27,Calocedrus decurrens,0.6
SOAP,Soaproot Saddle,SOAP187,297530.9,4100540.8,CADE27,Calocedrus decurrens,6.3
SOAP,Soaproot Saddle,SOAP187,297530.9,4100540.5,CADE27,Calocedrus decurrens,4.9
SOAP,Soaproot Saddle,SOAP331,297052.9,4100601.5,CADE27,Calocedrus decurrens,7
SOAP,Soaproot Saddle,SOAP331,297052.8,4100595.5,CADE27,Calocedrus decurrens,8.2
SOAP,Soaproot Saddle,SOAP187,297534.7,4100551.5,CADE27,Calocedrus decurrens,1.5
SOAP,Soaproot Saddle,SOAP187,297536.3,4100552.5,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP187,297538.3,4100553.2,CADE27,Calocedrus decurrens,0.9
SOAP,Soaproot Saddle,SOAP43,297050.4,4100714.5,CADE27,Calocedrus decurrens,1.8
SOAP,Soaproot Saddle,SOAP187,297531.8,4100554.8,CADE27,Calocedrus decurrens,0.7
SOAP,Soaproot Saddle,SOAP43,297050.7,4100711.2,CADE27,Calocedrus decurrens,3.5
SOAP,Soaproot Saddle,SOAP331,297048.1,4100605.5,CADE27,Calocedrus decurrens,4.3
SOAP,Soaproot Saddle,SOAP43,297050.8,4100718.5,CADE27,Calocedrus decurrens,5.9
SOAP,Soaproot Saddle,SOAP43,297065.2,4100722,CADE27,Calocedrus decurrens,1.9
SOAP,Soaproot Saddle,SOAP331,297049.7,4100595.5,CADE27,Calocedrus decurrens,7.3
SOAP,Soaproot Saddle,SOAP331,297053.2,4100595.8,CADE27,Calocedrus decurrens,3.4
SOAP,Soaproot Saddle,SOAP43,297065.6,4100723.2,CADE27,Calocedrus decurrens,3.2
SOAP,Soaproot Saddle,SOAP95,298710.9,4100856,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP187,297536.8,4100557.8,CADE27,Calocedrus decurrens,1.6
SOAP,Soaproot Saddle,SOAP43,297067.4,4100717.5,CADE27,Calocedrus decurrens,3.5
SOAP,Soaproot Saddle,SOAP95,298713.2,4100855,CADE27,Calocedrus decurrens,3.5
SOAP,Soaproot Saddle,SOAP187,297538.4,4100551.2,CADE27,Calocedrus decurrens,1
SOAP,Soaproot Saddle,SOAP187,297538.5,4100551.5,CADE27,Calocedrus decurrens,0.8
SOAP,Soaproot Saddle,SOAP187,297539.8,4100552.2,CADE27,Calocedrus decurrens,1.3
