slug,tag_name,start_date,attendance,host_name,country
2017-06-06-ncsa,SWC,2017-06-06,7,University of Illinois at Urbana-Champaign,US
2017-06-07-uri,DC,2017-06-07,27,University of Rhode Island,US
2017-06-08-langley,SWC,2017-06-08,15,NASA (National Aeronautics and Space Administration),US
2017-06-08-minnesota,DC,2017-06-08,18,University of Minnesota,US
2017-06-08-wsu,DC,2017-06-08,17,Washington State University,US
2017-06-12-wise,SWC,2017-06-12,9,NASA (National Aeronautics and Space Administration),US
2017-06-13-uw,SWC,2017-06-13,39,University of Washington,US
2017-06-14-cornell,DC,2017-06-14,29,Cornell University,US
2017-06-15-frb_washingtondc,DC,2017-06-15,21,Federal Reserve Board,US
2017-06-15-uow,DC,2017-06-15,19,University of Wollongong,AU
2017-06-17-stanford,DC,2017-06-17,40,Stanford University,US
2017-06-17-stlouis,"DC,unresponsive",2017-06-17,,University of California Davis,US
2017-06-19-berlin,SWC,2017-06-19,34,Integrative Research Institute of Life Sciences,DE
2017-06-19-nasa-rm1,SWC,2017-06-19,38,NASA (National Aeronautics and Space Administration),US
2017-06-19-nasa-rm2,SWC,2017-06-19,32,NASA (National Aeronautics and Space Administration),US
2017-06-19-sydney-ttt,TTT,2017-06-19,18,Macquarie University,AU
2017-06-19-tgen,SWC,2017-06-19,52,Translational Genomics Institute,US
2017-06-19-ttt-davis,TTT,2017-06-19,13,University of California Davis,US
2017-06-19-uwmadison-dc,DC,2017-06-19,27,University of Wisconsin - Madison,US
2017-06-20-Spelman,SWC,2017-06-20,11,Spelman College,US
2017-06-21-Crick,DC,2017-06-21,20,The Francis Crick Institute,GB
2017-06-21-qmul,SWC,2017-06-21,14,Queen Mary University London,GB
2017-06-26-pnnl,SWC,2017-06-26,16,Pacific Northwest National Lab ,US
2017-06-26-ttt-online,"TTT,online",2017-06-26,6,Software Carpentry,W3
2017-06-26-wuerzburg,SWC,2017-06-26,20,University of Wuerzburg,DE
2017-06-27-LBL,DC,2017-06-27,7,Lawrence Berkeley National Laboratory,US
2017-06-28-cfmehu,SWC,2017-06-28,27,University of the Basque Country,ES
2017-06-28-ecsu,SWC,2017-06-28,9,Elizabeth City State University,US
2017-06-28-otago,SWC,2017-06-28,30,University of Otago,NZ
2017-06-28-uwmadison-swc,SWC,2017-06-28,27,University of Wisconsin - Madison,US
2017-06-29-fsu,DC,2017-06-29,18,Florida State University,US
2017-07-03-ResBaz-Python,SWC,2017-07-03,,Intersect Australia,AU
2017-07-03-ResBaz-R,SWC,2017-07-03,,Intersect Australia,AU
2017-07-03-cab,DC,2017-07-03,25,Central African Biodiversity Alliance,GA
2017-07-03-ngb-leeds,SWC,2017-07-03,18,University of Leeds,GB
2017-07-03-sydney-resbaz-r-novice,SWC,2017-07-03,25,Macquarie University,AU
2017-07-03-wuerzburg,SWC,2017-07-03,19,University of Wuerzburg,DE
2017-07-05-uniarkansas,DC,2017-07-06,23,University of Arkansas,US
2017-07-10-auckland,SWC,2017-07-10,,University of Auckland,NZ
2017-07-10-ttt-online,"TTT,online",2017-07-10,21,Software Carpentry,W3
2017-07-10-uqws,SWC,2017-07-10,31,University of Queensland,AU
2017-07-11-uchicago,SWC,2017-07-11,14,University of Chicago,US
2017-07-12-LBNL,SWC,2017-07-12,8,Lawrence Berkeley National Laboratory,US
2017-07-12-ualberta-DC,DC,2017-07-12,13,University of Alberta,CA
2017-07-13-jaxlab-instructor-training,"TTT,online",2017-07-13,7,Software Carpentry,W3
2017-07-13-ttt-online,"TTT,online",2017-07-13,16,Software Carpentry,W3
2017-07-15-UCSF-Python,SWC,2017-07-15,42,University of California San Francisco,US
2017-07-15-UCSF-R,SWC,2017-07-15,33,University of California San Francisco,US
2017-07-17-imperial,DC,2017-07-17,19,Imperial College London,GB
2017-07-19-Mauritius,SWC,2017-07-19,25,University of Mauritius,MU
2017-07-19-imperial,SWC,2017-07-19,24,Imperial College London,GB
2017-07-20-caltech,DC,2017-07-20,19,California Institute of Technology,US
2017-07-21-LBNL,SWC,2017-07-20,29,Lawrence Berkeley National Laboratory,US
2017-07-24-chicago,SWC,2017-07-24,9,University of Chicago,US
2017-07-25-UCL_software_carpentry,SWC,2017-07-26,29,University College London,GB
2017-07-25-tucson-ttt,TTT,2017-07-25,9,Software Carpentry,US
2017-07-26-LBNL,SWC,2017-07-26,7,Lawrence Berkeley National Laboratory,US
2017-07-26-Sheffield,DC,2017-07-26,20,University of Sheffield,GB
2017-07-27-PNNL,SWC,2017-07-27,18,Pacific Northwest National Lab ,US
2017-07-27-hobart,SWC,2017-07-27,45,Data Science Hobart,AU
2017-07-27-mcmaster,SWC,2017-07-27,30,McMaster University,CA
2017-07-27-okstate,DC,2017-07-27,21,Oklahoma State University,US
2017-07-27-qcif,TTT,2017-07-27,23,Queensland Cyber Infrastructure Foundation,AU
2017-07-31-noble-research,SWC,2017-07-31,26,Noble Research Institute,US
2017-07-31-ttt-online,"TTT,online",2017-07-31,27,Software Carpentry,W3
2017-08-01-LBNL,DC,2017-08-01,8,Lawrence Berkeley National Laboratory,US
2017-08-01-Potch,"DC,unresponsive",2017-08-01,13,North-West University,ZA
2017-08-01-resbazp,SWC,2017-02-08,37,University of Queensland,AU
2017-08-01-resbazr,SWC,2017-02-08,38,University of Queensland,AU
2017-08-01-southampton-dc,DC,2017-08-01,46,University of Southampton,GB
2017-08-01-southampton-swc,SWC,2017-08-01,25,University of Southampton,GB
2017-08-01-stony-brook,SWC,2017-08-01,26,Stony Brook University,US
2017-08-02-canterbury,"SWC,unresponsive",2017-02-08,,University of Canterbury,NZ
2017-08-02-chicago-frb,SWC,2017-08-02,23,Federal Reserve Bank of Chicago,US
2017-08-03-creighton,SWC,2017-08-03,36,Creighton University,US
2017-08-03-frb_washingtondc,SWC,2017-08-03,19,Federal Reserve Board,US
2017-08-05-stanford,SWC,2017-08-05,16,Stanford University,US
2017-08-07-LBNL,DC,2017-08-07,18,Lawrence Berkeley National Laboratory,US
2017-08-07-jackson-ttt,"TTT,online",2017-08-07,34,Software Carpentry,W3
2017-08-07-notredame,SWC,2017-08-07,24,University of Notre Dame,US
2017-08-08-stsci,SWC,2017-08-08,20,Space Telescope Science Institute,US
2017-08-10-qbi,SWC,2017-08-10,9,University of Queensland,AU
2017-08-14-Ethiopia,DC,2017-08-14,27,Ethiopian Research and Education Network,ET
2017-08-14-UCB-ttt,TTT,2017-08-14,11,Berkeley Institute for Data Science,US
2017-08-14-UFII-DC,DC,2017-08-14,29,University of Florida,US
2017-08-14-UFII-SwC,SWC,2017-08-14,22,University of Florida,US
2017-08-14-delaware,SWC,2017-08-14,24,University of Delaware,US
2017-08-14-winona,SWC,2017-08-14,19,Winona State University,US
2017-08-16-pyconpl,DC,2017-08-16,1,PyCon,PL
2017-08-16-sheffield,SWC,2017-08-16,28,University of Sheffield,GB
2017-08-16-ttt-online,"TTT,online",2017-08-16,21,Software Carpentry,W3
2017-08-16-wsu,SWC,2017-08-16,38,Washington State University,US
2017-08-17-Yosemite,DC,2017-08-17,20,University of California Merced,US
2017-08-17-oklahoma,SWC,2017-08-17,11,University of Oklahoma,US
2017-08-17-umswc-hg,SWC,2017-08-17,19,University of Michigan,US
2017-08-17-vumc,SWC,2017-08-17,40,Vanderbilt University,US
2017-08-18-Windhoek,SWC,2017-08-18,15,University of Namibia,NA
2017-08-21-GriffithUni-R,SWC,2017-08-21,22,Griffith University,AU
2017-08-21-aarhus,SWC,2017-08-21,,Aarhus University,DK
2017-08-22-uwmadison-dc,DC,2017-08-22,,University of Wisconsin - Madison,US
2017-08-24-losalamos,SWC,2017-08-24,20,Los Alamos National Laboratory,US
2017-08-25-wvu,SWC,2017-08-25,32,West Virginia University,US
2017-08-26-Tucson,SWC,2017-08-26,71,University of Arizona,US
2017-08-28-nmsu,DC,2017-08-28,32,New Mexico State University,US
2017-08-30-lbl-pyseclang,SWC,2017-08-30,22,Lawrence Berkeley National Laboratory,US
2017-08-30-uwmadison-swc,SWC,2017-08-30,23,University of Wisconsin - Madison,US
2017-08-31-MacquarieUniversity,SWC,2017-08-31,16,Macquarie University,AU
2017-08-31-ncsa,SWC,2017-08-31,23,"National Center for Supercomputing Applications, University of Illinois at Urbana–Champaign",US
2017-08-31-uri,DC,2017-08-31,32,University of Rhode Island,US
2017-09-04-ttt-manchester,TTT,2017-09-04,22,University of Manchester,GB
2017-09-04-wuerzburg,SWC,2017-09-04,22,University of Wuerzburg,DE
2017-09-09-hlt-workshop,SWC,2017-09-09,16,University of Arizona,US
2017-09-09-utah_swc,SWC,2017-09-09,,Utah State University,US
2017-09-11-cambridge,DC,2017-09-11,38,University of Cambridge,GB
2017-09-12-isu,SWC,2017-09-12,12,Iowa State University,US
2017-09-14-gent-cmet,SWC,2017-09-14,19,Univeristy of Ghent,BE
2017-09-14-osucgrb,SWC,2017-09-14,22,Oregon State University,US
2017-09-18-SFU-python,SWC,2017-09-18,,Simon Fraser University,CA
2017-09-18-TechUnivDenm,SWC,2017-09-18,,Technical University of Denmark,DK
2017-09-18-UniversityLimpopo,DC,2017-09-18,27,University of Limpopo,ZA
2017-09-18-stanford,SWC,2017-09-18,40,Stanford University,US
2017-09-19-LBNL,DC,2017-09-19,1,Lawrence Berkeley National Laboratory,US
2017-09-20-NASADEVELOP-PY,SWC,2017-09-20,5,NASA (National Aeronautics and Space Administration),US
2017-09-21-ttt-online,"TTT,online",2017-09-21,26,Software Carpentry,W3
2017-09-21-ucr,SWC,2017-09-21,12,"University of California, Riverside",US
2017-09-21-uiuc,SWC,2017-09-21,25,University of Illinois,US
2017-09-23-chicago,SWC,2017-09-23,26,University of Chicago,US
2017-09-25-TTT-online,"TTT,online",2017-09-25,17,Software Carpentry,W3
2017-09-25-UCL_software_carpentry,SWC,2017-09-25,14,University College London,GB
2017-09-25-usq,SWC,2017-09-25,,University of Southern Queensland,AU
2017-09-26-Exeter,SWC,2017-09-26,32,University of Exeter,GB
2017-09-26-MacquarieUniversity,SWC,2017-09-26,16,Macquarie University,AU
2017-09-26-oxford,DC,2017-09-26,13,University of Oxford,GB
2017-09-26-ubc,SWC,2017-09-26,9,University of British Columbia,CA
2017-09-27-LBNL,DC,2017-09-27,4,Lawrence Berkeley National Laboratory,US
2017-09-28-NIH-CMN,SWC,2017-09-28,20,National Institutes of Health,US
2017-09-28-curtin,TTT,2017-09-28,16,Curtin University,AU
2017-09-28-nsbe,DC,2017-09-28,16,National Society of Black Engineers,US
2017-09-29-DC_USU,DC,2017-09-29,14,Utah State University,US
2017-09-30-TDWG-Ottawa,DC,2017-09-30,18,University of Florida,CA
2017-10-02-uw,SWC,2017-10-02,,University of Washington,US
2017-10-03-LLNL,SWC,2017-10-03,18,Lawrence Livermore National Labs,US
2017-10-03-NDIC,DC,2017-10-03,14,University of Colorado,US
2017-10-03-riverclub,SWC,2017-10-03,37,The River Club,ZA
2017-10-09-NWU-eResearch-ttt,TTT,2017-10-09,34,Software Carpentry,ZA
2017-10-09-aarhus,SWC,2017-10-09,24,Aarhus University,DK
2017-10-10-norwich,SWC,2017-10-10,16,Earlham Institute,GB
2017-10-10-ttt-doe,"TTT,online",2017-10-10,24,Software Carpentry,W3
2017-10-12-london,SWC,2017-10-12,18,The Francis Crick Institute,GB
2017-10-12-oxford-swc,SWC,2017-10-12,15,School of Anthropology and Museum Ethnography,GB
2017-10-16-Glasgow,SWC,2017-10-16,20,University of Glasgow,GB
2017-10-16-Monsanto-ttt,TTT,2017-10-16,7,Monsanto,US
2017-10-16-UNO,SWC,2017-10-16,8,University of Nebraska - Omaha,US
2017-10-16-YorkU,SWC,2017-10-18,,York University,CA
2017-10-16-karolinska,SWC,2017-10-16,12,Karolinska Institutet,SE
2017-10-16-ucla,SWC,2017-10-16,10,University of California Los Angeles,US
2017-10-16-umswc,SWC,2017-10-16,18,University of Michigan,US
2017-10-16-upenn-ibi,SWC,2017-10-16,26,University of Pennsylvania,US
2017-10-17-bu,SWC,2017-10-17,17,Boston University,US
2017-10-17-heidelberg,SWC,2017-10-17,25,European Molecular Biology Laboratory,DE
2017-10-18-SACNAS,DC,2017-10-18,,Society for the Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS),US
2017-10-19-UIC,SWC,2017-10-19,21,University of Illinois at Chicago,US
2017-10-19-UniversityBotswana,SWC,2017-10-19,22,University of Botswana,BW
2017-10-19-otago,SWC,2017-10-19,11,University of Otago,NZ
2017-10-19-ucsf-ttt,"TTT,online",2017-10-19,5,Software Carpentry,W3
2017-10-23-ufs,SWC,2017-10-23,19,University of the Free State,ZA
2017-10-24-ARC-16S,DC,2017-10-24,23,North-West University,ZA
2017-10-24-ttt-online,"TTT,online",2017-10-24,19,Software Carpentry,W3
2017-10-24-ttt-online-USA,"TTT,online",2017-10-24,23,Software Carpentry,W3
2017-10-25-ift,SWC,2017-10-25,18,Institute for Theoretical Physics UAM-CSIC,ES
2017-10-26-merced,DC,2017-10-26,24,University of California Merced,US
2017-10-26-york-university,SWC,2017-10-26,20,York University,CA
2017-10-27-Moorhead,SWC,2017-10-27,15,Minnesota State Colleges and Universities,US
2017-10-27-RUCamden,SWC,2017-10-27,10,Rutgers University,US
2017-10-27-ttt-UND,TTT,2017-10-27,5,Software Carpentry,US
2017-10-30-Ethiopia,DC,2017-10-30,25,Ethiopian Research and Education Network,ET
2017-10-30-TTT-online,"TTT,online",2017-10-30,12,Software Carpentry,W3
2017-10-30-harvard,SWC,2017-10-30,21,Harvard University,US
2017-10-30-iDigBio-Summit-UFII,DC,2017-10-30,16,University of Florida,US
2017-10-30-icahn,SWC,2017-10-30,26,Icahn School of Medicine at Mount Sinai,US
2017-10-30-imperial-ttt,TTT,2017-10-30,19,Software Carpentry,GB
2017-10-31-UCL_software_carpentry,SWC,2017-10-31,30,University College London,GB
2017-10-31-qut,SWC,2017-10-31,34,Queensland University of Technology,AU
2017-10-31-ulaval,SWC,2017-10-31,21,University of Laval,CA
2017-11-01-NWU-Mafikeng,DC,2017-11-01,24,North-West University,ZA
2017-11-02-TTT-online,"TTT,online",2017-11-02,25,Software Carpentry,W3
2017-11-02-nist,SWC,2017-11-02,15,National Institute of Standards and Technology,US
2017-11-03-gwu-R,SWC,2017-11-03,15,George Washington University,US
2017-11-05-AAU,DC,2017-11-05,46,Addis Ababa University,ET
2017-11-06-SUN-DC,DC,2017-11-06,24,Stellenbosch University,ZA
2017-11-06-lugano,DC,2017-11-06,21,University of Zurich,CH
2017-11-06-manchester,SWC,2017-11-06,15,University of Manchester,GB
2017-11-06-ttt-Utrecht,TTT,2017-11-07,16,Uniersity of Utrecht,NL
2017-11-06-umontreal,SWC,2017-11-06,19,Universite de Montreal,CA
2017-11-07-curtin,SWC,2017-11-07,,Curtin University,AU
2017-11-07-mcgill,SWC,2017-11-07,17,McGill University,CA
2017-11-07-mizzou,SWC,2017-11-07,15,University of Missouri,US
2017-11-08-lugano,DC,2017-11-08,9,University of Zurich,CH
2017-11-08-southampton-swc,SWC,2017-11-08,17,SSI Software Sustainability Institute,GB
2017-11-09-sfn,SWC,2017-11-09,26,Society for Neuroscience,US
2017-11-09-uclhep,SWC,2017-11-09,14,University College London,GB
2017-11-11-UTA,SWC,2017-11-11,12,University of Texas Arlington,US
2017-11-13-ethiopia,SWC,2017-12-12,27,Addis Ababa University,ET
2017-11-14-ttt-online,"TTT,online",2017-11-14,12,Software Carpentry,W3
2017-11-15-ttt-stanford,TTT,2017-11-15,15,Software Carpentry,US
2017-11-15-ualberta,DC,2017-11-15,10,University of Alberta,CA
2017-11-17-tufts,SWC,2017-11-17,14,Tufts University,US
2017-11-20-ou,SWC,2017-11-20,20,University of Oklahoma,US
2017-11-21-EI,DC,2017-11-21,15,Earlham Institute,GB
2017-11-23-GriffithUni-Python,SWC,2017-11-23,24,Griffith University,AU
2017-11-27-USyd-Python,SWC,2017-11-27,12,University of Sydney,AU
2017-11-30-MBARI,SWC,2017-11-30,44,Monterey Bay Aquarium Research Institute,US
2017-11-30-NWU-IT,SWC,2017-11-30,16,North-West University,ZA
2017-11-30-minnesota,SWC,2017-11-30,18,University of Minnesota,US
2017-11-30-queensu,SWC,2017-11-30,25,Queen's University,CA
2017-12-01-gwu-Python,SWC,2017-12-01,15,George Washington University,US
2017-12-02-UCSF-Python,SWC,2017-12-02,24,University of California San Francisco,US
2017-12-02-UCSF-R,SWC,2017-12-02,34,University of California San Francisco,US
2017-12-02-mun,SWC,2017-12-02,33,Memorial University,CA
2017-12-04-standrews,SWC,2017-12-04,17,University of St. Andrews,GB
2017-12-04-ttt,"TTT,online",2017-12-04,8,Software Carpentry,W3
2017-12-05-rutgers,DC,2017-12-05,34,Rutgers University,US
2017-12-05-ttt-southampton,TTT,2017-12-05,18,Software Carpentry,GB
2017-12-07-Monsanto,SWC,2017-12-07,,Monsanto,US
2017-12-11-Imperial,SWC,2017-12-11,26,Imperial College London,GB
2017-12-12-MQU-R,SWC,2017-12-12,34,Macquarie University,AU
2017-12-12-acadia,SWC,2017-12-12,23,Acadia University,CA
2017-12-12-ttt-online,"TTT,online",2017-12-12,17,Software Carpentry,W3
2017-12-13-amsterdam,DC,2017-12-13,11,University of Amsterdam,NL
2017-12-14-MAN-SS-PILOT01,DC,2017-12-14,13,University of Manchester,GB
2017-12-14-UCL_software_carpentry,SWC,2017-12-14,,University College London,GB
2017-12-14-mcmaster,DC,2017-12-14,27,McMaster University,CA
2017-12-14-ttt-uiuc,TTT,2017-12-14,10,Software Carpentry,US
2017-12-14-ucr,SWC,2017-12-14,9,"University of California, Riverside",US
2017-12-18-PNNL,"SWC,unresponsive",2017-12-18,14,Pacific Northwest National Lab ,US
2017-12-18-grand-valley,DC,2017-12-18,19,Grand Valley State University,US
2017-12-18-knoxville,SWC,2017-12-18,31,University of Tennessee Knoxville,US
2017-12-18-osu,SWC,2017-12-18,21,Oklahoma State University,US
2017-12-18-umich,SWC,2017-12-18,15,University of Michigan,US
2017-12-20-normandale,SWC,2017-12-20,19,Winona State University,US
2018-01-03-UNL,SWC,2018-01-03,46,University of Nebraska,US
2018-01-03-davis,SWC,2018-01-03,37,University of California Davis,US
2018-01-07-aas,SWC,2018-01-07,21,American Astronomical Society,US
2018-01-08-okstate,SWC,2018-01-08,17,Oklahoma State University,US
2018-01-08-uw,SWC,2018-01-08,,University of Washington,US
2018-01-08-uwmadison-dc,DC,2018-01-08,39,University of Wisconsin - Madison,US
2018-01-09-gpn,SWC,2018-01-09,26,Great Plains Network,US
2018-01-10-ou,SWC,2018-01-10,9,University of Oklahoma,US
2018-01-10-uwmadison-swc,SWC,2018-01-10,28,University of Wisconsin - Madison,US
2018-01-11-UKZN-Civil,DC,2018-01-11,,University of KwaZulu Natal,ZA
2018-01-11-bids,SWC,2018-01-11,30,Berkeley Institute for Data Science,US
2018-01-11-ireland,SWC,2018-01-11,25,"National University of Ireland, Galway",IE
2018-01-11-oxford,SWC,2018-01-11,,University of Oxford,GB
2018-01-11-rutgers,DC,2018-01-11,21,Rutgers University,US
2018-01-11-ucmerced,DC,2018-01-11,25,University of California Merced,US
2018-01-12-khartoum,SWC,2018-01-12,,University of Khartoum,SD
2018-01-18-UF-R,DC,2018-01-18,6,University of Florida,US
2018-01-18-UMWISE,SWC,2018-01-18,13,University of Michigan,US
2018-01-18-stonybrook,SWC,2018-01-18,13,Stony Brook University,US
2018-01-18-uiuc,SWC,2018-01-18,35,University of Illinois at Urbana-Champaign,US
2018-01-18-utoronto,SWC,2018-01-18,,University of Toronto,CA
2018-01-19-csumb,SWC,2018-01-19,29,California State University Monterey Bay,US
2018-01-20-coloradomines,SWC,2018-01-20,14,Colorado School of MInes,US
2018-01-22-UFII,SWC,2018-01-22,13,University of Florida,US
2018-01-22-morelia,SWC,2018-01-22,40,ENES Unidad Morelia,MX
2018-01-23-uwa,SWC,2018-01-23,,Curtin University,AU
2018-01-24-ucdavis,SWC,2018-01-24,28,University of California Davis,US
2018-01-25-swansea,SWC,2018-01-25,35,Swansea University,GB
2018-01-26-unt-swc,SWC,2018-01-26,23,University of North Texas,US
2018-01-27-wvu,SWC,2018-01-27,24,West Virginia University,US
2018-01-29-MAN-SS-PILOT02,DC,2018-01-29,6,Cathie Marsh Institute for Social Research,GB
2018-01-29-maxplanck,DC,2018-01-29,31,Max Planck Institute for Molecular Biomedicine,DE
2018-01-30-ttt-USA,"TTT,online",2018-01-30,19,Software Carpentry,W3
2018-01-30-ttt-online-UK,"TTT,online",2018-01-30,14,Software Carpentry,W3
2018-01-31-WITS,DC,2018-01-31,,North-West University,ZA
2018-01-xx-bath,SWC,2018-01-28,,University of Bath,GB
2018-02-01-uiuc,SWC,2018-02-01,19,University of Illinois at Urbana-Champaign,US
2018-02-03-swc-antarctica,SWC,2018-02-03,,McMurdo Station,AQ
2018-02-04-amos-icshmo,DC,2018-02-04,40,Australian Meteorological and Oceanographic Society,AU
2018-02-05-Oslo,SWC,2018-02-05,12,University of Oslo,NO
2018-02-05-ttt-online,"TTT,online",2018-02-05,24,Software Carpentry,W3
2018-02-07-GriffithUni-Python,SWC,2018-02-07,13,Griffith University,AU
2018-02-07-dunedin,SWC,2018-02-07,20,University of Otago,NZ
2018-02-07-smithsonian,DC,2018-02-07,39,"Smithsonian Institution, National Museum of Natural History",US
2018-02-08-AAU,DC,2018-02-08,35,Addis Ababa University,ET
2018-02-10-tucson,SWC,2018-02-10,67,University of Arizona,US
2018-02-12-Imperial,SWC,2018-02-12,,Imperial College London,GB
2018-02-13-ttt-online,"TTT,online",2018-02-13,15,Software Carpentry,W3
2018-02-14-Albany,SWC,2018-02-14,,Massey University,NZ
2018-02-15-earlham,SWC,2018-02-15,25,Earlham College,US
2018-02-19-edinburgh,SWC,2018-02-19,,University of Edinburgh,GB
2018-02-20-MQU-DC,DC,2018-02-20,,Macquarie University,AU
2018-02-20-qut,SWC,2018-02-20,,Queensland University of Technology,AU
2018-02-20-uiuc,DC,2018-02-20,,University of Illinois at Urbana-Champaign,US
2018-02-21-South-Africa-ttt,TTT,2018-02-21,17,Software Carpentry,ZA
2018-02-21-ttt-online,"TTT,online",2018-02-21,6,Software Carpentry,W3
2018-02-22-KCL,DC,2018-02-22,,King's College London,GB
2018-02-22-Potsdam-Berlin,SWC,2018-02-22,27,GFZ Potsdam,DE
2018-02-22-milan,SWC,2018-02-22,21,University of Milano Bicocca,IT
2018-02-24-UTA,SWC,2018-02-24,31,University of Texas Arlington,US
2018-02-24-nyas-Python,SWC,2018-02-24,45,New York Academy of Sciences,US
2018-02-24-nyas-R,SWC,2018-02-24,45,New York Academy of Sciences,US
2018-02-26-Leicester,SWC,2018-02-26,,University of Leicester,GB
2018-02-26-UMich,SWC,2018-02-26,28,University of Michigan,US
2018-02-26-ttt-csiro,TTT,2018-02-26,4,Software Carpentry,AU
2018-02-26-ttt-stanford,TTT,2018-02-26,12,Stanford University,US
2018-02-26-umich-shapiro,SWC,2018-02-26,16,University of Michigan,US
2018-02-28-ttt-online,"TTT,online",2018-02-28,16,Software Carpentry,W3
2018-02-28-wsu,SWC,2018-02-28,24,Washington State University,US
2018-03-01-ttt-online,"TTT,online",2018-03-01,18,Software Carpentry,W3
2018-03-03-conestoga,SWC,2018-03-03,,Conestoga College,CA
2018-03-03-nyumc,DC,2018-03-03,,New York University,US
2018-03-05-DC-AU,DC,2018-03-05,31,Aksum University,ET
2018-03-05-aarhus,SWC,2018-03-05,6,Aarhus University,DK
2018-03-05-ttt-florida,TTT,2018-03-05,20,Software Carpentry,US
2018-03-06-maintainer-onboarding,SWC,2018-03-06,23,Software Carpentry,W3
2018-03-06-nyu,SWC,2018-03-06,13,New York University,US
2018-03-06-stanford,SWC,2018-03-06,20,Stanford University,US
2018-03-07-UCSD,SWC,2018-03-07,35,University of California San Diego,US
2018-03-07-ncstate,DC,2018-03-07,40,North Carolina State University,US
2018-03-07-serc,DC,2018-03-07,26,"Smithsonian Institution, National Museum of Natural History",US
2018-03-08-geneva,SWC,2018-03-08,17,University of Geneva,CH
2018-03-08-gwu,SWC,2018-03-08,7,George Washington University,US
2018-03-08-manchester-swc,SWC,2018-03-08,20,University of Manchester,GB
2018-03-10-uscf-R,SWC,2018-03-10,25,University of California San Francisco,US
2018-03-10-uscf-python,SWC,2018-03-10,25,University of California San Francisco,US
2018-03-12-mun,SWC,2018-03-12,15,Memorial University,CA
2018-03-12-stockholm,SWC,2018-03-12,13,Lund University,SE
2018-03-12-tamu,SWC,2018-03-12,22,Texas A&M University,US
2018-03-12-ttt-online,"TTT,online",2018-03-12,18,Software Carpentry,W3
2018-03-13-census,SWC,2018-03-13,19,National Institute of Standards and Technology,US
2018-03-13-ttt-Amsterdam,TTT,2018-03-13,9,Netherlands eScience Center,NL
2018-03-14-SFU-python,SWC,2018-03-14,,Simon Fraser University,CA
2018-03-14-unt-swc,SWC,2018-03-14,14,University of North Texas,US
2018-03-15-Boise,SWC,2018-03-15,48,Boise State University,US
2018-03-15-lund,SWC,2018-03-15,16,Lund University,SE
2018-03-19-Imperial,SWC,2018-03-19,,Imperial College London,GB
2018-03-19-curtin,SWC,2018-03-19,,Curtin University,AU
2018-03-19-ou,SWC,2018-03-19,,University of Oklahoma,US
2018-03-19-ttt-sfu,TTT,2018-03-19,10,Software Carpentry,CA
2018-03-20-UFDataSymposium,DC,2018-03-20,21,University of Florida,US
2018-03-20-genentech,DC,2018-03-20,37,Genentech,US
2018-03-20-gpn,SWC,2018-03-20,,Great Plains Network,US
2018-03-20-online,DC,2018-03-20,4,Talarify,ZA
2018-03-20-ttt-online,"TTT,online",2018-03-20,11,Software Carpentry,W3
2018-03-22-csumb,"SWC,unresponsive",2018-03-22,,California State University Monterey Bay,US
2018-03-22-nasa,SWC,2018-03-22,19,NASA (National Aeronautics and Space Administration),US
2018-03-22-ttt-westbigdatahub,TTT,2018-03-22,19,West Big Data Hub,US
2018-03-26-DC-HU,DC,2018-03-26,,Hawassa University,ET
2018-03-26-ttt-davis,TTT,2018-03-26,24,Software Carpentry,US
2018-03-26-ucriverside,SWC,2018-03-26,10,"University of California, Riverside",US
2018-03-28-paris,SWC,2018-03-28,12,ELIXIR-UK,FR
2018-03-28-stanford,SWC,2018-03-28,21,Stanford University,US
2018-03-28-ucirvine,SWC,2018-03-28,22,University of California Irvine,US
2018-03-29-SWC-HU,SWC,2018-03-29,,Hawassa University,ET
2018-03-29-standrews,SWC,2018-03-29,,University of St. Andrews,GB
2018-03-29-stanford,SWC,2018-03-29,40,Stanford University,US
datacarpentry_2015-11-23_VLSCI,DC,2015-11-23,18,VLSCI,AU
