slug,tag_name,start_date,attendance,host_name,country
2015-05-11-westernu,SWC,2015-05-11,40,Western University,CA
2015-05-12-BUSM,SWC,2015-05-12,27,Boston University,US
2015-05-14-Stellenbosch,SWC,2015-05-14,32,Stellenbosch University,ZA
2015-05-14-wsu,DC,2015-05-14,40,University of Washington,US
2015-05-19-ou,SWC,2015-05-19,57,University of Oklahoma,US
2015-05-25-unimelb,SWC,2015-05-25,24,University of Melbourne,AU
2015-05-26-amnh,"SWC,unresponsive",2015-05-26,0,American Museum of Natural History,US
2015-05-27-FRB,SWC,2015-05-27,25,Federal Reserve Board,US
2015-05-27-osu,SWC,2015-05-27,47,Oklahoma State University,US
2015-05-27-ttt-msu,TTT,2015-05-27,26,Michigan State University,US
2015-05-28-monsanto,"SWC,unresponsive",2015-05-28,,Monsanto,US
2015-05-29-great-plains,DC,2015-05-29,22,Great Plains Network,US
2015-05-30-HASTAC,DC,2015-05-30,19,Michigan State University,US
2015-05-30-hastac-swc,SWC,2015-05-30,1,Michigan State University,US
2015-05-30-ufpr,SWC,2015-05-30,20,Universidade Federal do Paraná,BR
2015-06-02-Oslo,SWC,2015-06-02,25,University of Oslo,NO
2015-06-02-cern-lhcb,SWC,2015-06-02,40,CERN,CH
2015-06-03-wisc,SWC,2015-06-03,29,University of Wisconsin - Madison,US
2015-06-04-berkeley,SWC,2015-06-04,25,University of California Berkeley,US
2015-06-04-unicamp,SWC,2015-06-04,23,Universidade Estadual de Campinas,BR
2015-06-08-matlab,SWC,2015-06-08,22,University of Melbourne,AU
2015-06-08-ttt-online,"TTT,online",2015-06-08,23,Software Carpentry,W3
2015-06-09-nih,SWC,2015-06-09,20,National Institutes of Health,US
2015-06-10-sgpe,"SWC,unresponsive",2015-06-10,0,University of Edinburgh,GB
2015-06-12-ttt-iplant,"TTT,online",2015-06-12,26,iPlant,US
2015-06-15-cambridge,SWC,2015-06-15,38,University of Cambridge,GB
2015-06-15-cfmehu,SWC,2015-06-15,42,University of the Basque Country,ES
2015-06-15-uconn,SWC,2015-06-15,15,University of Connecticut,US
2015-06-16-ttt-aciref,TTT,2015-06-16,24,ACI-REF,US
2015-06-17-ucstorrs,SWC,2015-06-17,34,University of Connecticut,US
2015-06-18-StAndrews,SWC,2015-06-18,29,University of St. Andrews,GB
2015-06-18-otago,SWC,2015-06-18,32,University of Otago,NZ
2015-06-18-ucl,SWC,2015-06-18,20,University College London,GB
2015-06-19-labvis,SWC,2015-06-19,30,Universidade Federal do Ceará,BR
2015-06-22-caltech,SWC,2015-06-22,70,California Institute of Technology,US
2015-06-22-hawaii,SWC,2015-06-22,29,University of Hawaii,US
2015-06-22-psu,SWC,2015-06-22,40,Penn State,US
2015-06-22-vt,SWC,2015-06-22,41,Virginia Tech,US
2015-06-23-jackson,SWC,2015-06-23,33,Jackson Laboratory,US
2015-06-23-massey,SWC,2015-06-23,25,Massey University,NZ
2015-06-24-dc-utrecht,DC,2015-06-24,30,Uniersity of Utrecht,NL
2015-06-24-gatech,SWC,2015-06-24,29,Georgia Tech,US
2015-06-25-PNW,DC,2015-06-25,0,University of Oregon,US
2015-06-25-byu,SWC,2015-06-25,30,Brigham Young University,US
2015-06-25-jhu,SWC,2015-06-25,23,Johns Hopkins University,US
2015-06-25-nd,SWC,2015-06-25,29,University of Notre Dame,US
2015-06-25-uw,SWC,2015-06-25,33,University of Washington,US
2015-06-25-wise-toronto,"SWC,WiSE",2015-06-25,18,University of Toronto,CA
2015-06-29-qaeco-unimelb,SWC,2015-06-29,21,University of Melbourne,AU
2015-06-29-yonsei,SWC,2015-06-29,9,Yonsei University,KR
2015-07-02-UQ,SWC,2015-07-02,39,University of Queensland,AU
2015-07-02-monash,SWC,2015-07-02,35,Monash University,AU
2015-07-06-scipy,SWC,2015-07-06,22,SciPy Conference,US
2015-07-06-ucdavis,SWC,2015-07-06,40,University of California Davis,US
2015-07-09-berkeley,SWC,2015-07-09,20,University of California Berkeley,US
2015-07-13-amos,SWC,2015-07-13,24,University of Queensland,AU
2015-07-13-ncsu,SWC,2015-07-13,33,North Carolina State University,US
2015-07-13-unimelb,SWC,2015-07-13,22,University of Melbourne,AU
2015-07-15-UNL,SWC,2015-07-15,43,University of Nebraska,US
2015-07-15-feltham,SWC,2015-07-15,25,Imperial College London,GB
2015-07-16-UCT,SWC,2015-07-16,52,University of Cape Town,ZA
2015-07-16-sickkids,SWC,2015-07-16,38,"Hospital for Sick Children, Toronto",CA
2015-07-20-perth,SWC,2015-07-20,19,Curtin University,AU
2015-07-22-JamesMadison,DC,2015-07-22,25,James Madison University,US
2015-07-22-harvard,SWC,2015-07-22,38,Harvard University,US
2015-07-22-ljubljana,DC,2015-07-20,29,University of Ljubljana,SI
2015-07-23-nist,SWC,2015-07-23,35,National Institute of Standards and Technology,US
2015-07-23-stanford,SWC,2015-07-23,21,Stanford University,US
2015-07-24-LSIUBC,SWC,2015-07-24,40,University of British Columbia,CA
2015-07-27-cern-webfest,SWC,2015-07-27,20,CERN,CH
2015-07-30-ASPB,DC,2015-07-30,40,American Society of Plant Biologists,US
2015-08-03-IBRC,SWC,2015-08-03,31,Diversity of the Indo-Pacific Network,ID
2015-08-04-asu,SWC,2015-08-04,36,Arizona State University,US
2015-08-05-UWS,SWC,2015-08-05,15,Intersect Australia,AU
2015-08-06-colorado,"SWC,unresponsive",2015-08-06,14,University of Colorado,US
2015-08-10-utk,SWC,2015-08-10,33,University of Tennessee Knoxville,US
2015-08-13-nmsu,SWC,2015-08-13,27,New Mexico State University,US
2015-08-17-ucdavis-wise,"SWC,WiSE",2015-08-17,44,University of California Davis,US
2015-08-19-ou,SWC,2015-08-19,31,University of Oklahoma,US
2015-08-19-zurich,"DC,unresponsive",2015-08-19,,University of Zurich,CH
2015-08-20-daejeon,SWC,2015-08-20,11,Fablab Tide Institute,KR
2015-08-20-msu,SWC,2015-08-20,12,Michigan State University,US
2015-08-20-ttu,SWC,2015-08-20,28,Texas Tech University,US
2015-08-20-vanderbilt,SWC,2015-08-20,40,Vanderbilt University,US
2015-08-21-northwestern,SWC,2015-08-21,46,Northwestern University,US
2015-08-24-Sloan-Kettering,DC,2015-08-24,41,Memorial Sloan Kettering Cancer Center,US
2015-08-24-isu,"DC,unresponsive",2015-08-24,0,Iowa State University,US
2015-08-24-stanford,SWC,2015-08-24,26,Stanford University,US
2015-08-24-vuw,SWC,2015-08-24,40,Victoria University of Wellington,NZ
2015-08-26-leeds,SWC,2015-08-26,23,University of Leeds,GB
2015-08-26-umswc,SWC,2015-08-26,20,University of Michigan,US
2015-08-26-uw-madison,SWC,2015-08-26,31,University of Wisconsin - Madison,US
2015-08-27-ualberta,SWC,2015-08-27,37,University of Alberta,CA
2015-08-27-unh,SWC,2015-08-27,23,University of New Hampshire,US
2015-08-31-UFBA,SWC,2015-08-24,14,"Universidade Federal da Bahia, Salvador",BR
2015-09-03-whoi,SWC,2015-09-03,37,Woods Hole Oceanographic Institute,US
2015-09-06-saeon,SWC,2015-09-06,25,Talarify,ZA
2015-09-07-clemson,SWC,2015-09-07,10,Clemson University,US
2015-09-07-guildford,SWC,2015-09-07,19,University of surrey,GB
2015-09-08-ccny-crest,SWC,2015-09-08,9,City University of New York,US
2015-09-08-ttt-online,"TTT,online",2015-09-08,18,Software Carpentry,W3
2015-09-10-CAM,DC,2015-09-10,39,University of Cambridge,GB
2015-09-10-SWC-ANU,SWC,2015-09-10,41,Australian National University,AU
2015-09-10-leeds,SWC,2015-09-10,22,University of Leeds,GB
2015-09-10-usp,SWC,2015-09-10,48,Universidade de Sao Paolo,BR
2015-09-14-ttt-leeds,TTT,2015-09-14,18,University of Leeds,GB
2015-09-15-chicago,SWC,2015-09-15,40,University of Chicago,US
2015-09-15-msu,SWC,2015-09-15,7,Michigan State University,US
2015-09-17-WSU,SWC,2015-09-17,17,Intersect Australia,AU
2015-09-17-indiana,SWC,2015-09-17,9,Indiana University,US
2015-09-17-southampton,SWC,2015-09-17,37,University of Southampton,GB
2015-09-19-uwaterloo,SWC,2015-09-19,75,University of Waterloo,CA
2015-09-21-Genentech,DC,2015-09-21,32,Genentech,US
2015-09-21-ttt-icl,TTT,2015-09-21,14,Imperial College London,GB
2015-09-22-ubc,SWC,2015-09-22,11,University of British Columbia,CA
2015-09-22-ucdavis,DC,2015-09-22,18,University of California Davis,US
2015-09-23-TDWG,DC,2015-09-23,30,TDWG,KE
2015-09-23-gfz-potsdam,SWC,2015-09-23,0,GFZ Potsdam,DE
2015-09-23-nist,SWC,2015-09-23,43,National Institute of Standards and Technology,US
2015-09-24-chicagobooth,SWC,2015-09-24,29,The University of Chicago Booth School of Business,US
2015-09-24-stsci,SWC,2015-09-24,23,Space Telescope Science Institute,US
2015-09-26-conestoga,SWC,2015-09-26,75,Conestoga College,CA
2015-09-28-UQ,SWC,2015-09-28,38,University of Queensland,AU
2015-09-28-oxford,SWC,2015-09-28,25,The Doctoral Training Programme in Environmental Research of the University of Oxford,GB
2015-09-28-umich,SWC,2015-09-28,17,University of Michigan,US
2015-09-28-unimelb-r-psychology,SWC,2015-09-28,23,University of Melbourne,AU
2015-10-01-CPCEMCR,SWC,2015-10-01,20,University of Sydney,AU
2015-10-01-JamesCookUni,SWC,2015-10-01,23,James Cook University,AU
2015-10-03-Krakow-techspace,SWC,2015-10-03,32,Tech Space ,PL
2015-10-03-jozihub,SWC,2015-10-03,4,Pycon South Africa,ZA
2015-10-03-ua-iplant,SWC,2015-10-03,74,iPlant,US
2015-10-05-ucalgary,SWC,2015-10-05,37,University of Calgary,CA
2015-10-06-UVM,SWC,2015-10-06,12,University of Vermont,US
2015-10-07-R-Data-Sydney,DC,2015-10-07,19,University of Sydney,AU
2015-10-08-ttt-ucl,TTT,2015-10-08,18,University College London,GB
2015-10-12-cecam-julich,SWC,2015-10-12,18, CECAM - Centre Européen de Calcul Atomique et Moléculaire,CH
2015-10-12-vt,SWC,2015-10-12,18,Virginia Tech,US
2015-10-15-ttt-online,"TTT,online",2015-10-15,48,Software Carpentry,W3
2015-10-17-IEEE-Python,SWC,2015-10-17,27,University of Melbourne,AU
2015-10-17-SFU,SWC,2015-10-17,30,Simon Fraser University,CA
2015-10-17-avida,SWC,2015-10-17,8,Michigan State University,US
2015-10-19-SWC-Acadia,SWC,2015-10-19,7,Acadia University,CA
2015-10-19-UMich,SWC,2015-10-19,22,University of Michigan,US
2015-10-19-hawaii,SWC,2015-10-19,30,University of Hawaii,US
2015-10-19-ualberta,SWC,2015-10-19,26,University of Alberta,CA
2015-10-21-gfz-potsdam,"SWC,unresponsive",2015-10-21,,GFZ Potsdam,DE
2015-10-21-jackson,SWC,2015-10-21,25,Jackson Laboratory,US
2015-10-22-uw,SWC,2015-10-22,29,University of Washington,US
2015-10-25-instructortraining-cracov,TTT,2015-10-25,13,Cyfronet,PL
2015-10-26-jackson,SWC,2015-10-26,22,Jackson Laboratory,US
2015-10-26-umanitoba,SWC,2015-10-26,13,University of Manitoba,CA
2015-10-27-SWC-Universite-Laval,SWC,2015-10-27,40,University of Laval,CA
2015-10-27-duke,SWC,2015-10-27,42,Duke University,US
2015-10-29-Leeds-DC,DC,2015-10-29,39,University of Leeds,GB
2015-11-02-DC-Brussels,"DC,unresponsive",2015-11-02,0,Belgian Science Policy (BELSPO),BE
2015-11-02-pnnl,SWC,2015-11-02,35,Pacific Northwest National Lab ,US
2015-11-03-albany,SWC,2015-11-03,32,New Zealand eScience Infrastructure,NZ
2015-11-04-ACUNS,DC,2015-11-04,9,Association of Canadian Universities for Northern Studies,US
2015-11-04-embl,SWC,2015-11-04,27,European Molecular Biology Laboratory,DE
2015-11-05-CSU,SWC,2015-11-05,5,Charles Sturt University,AU
2015-11-05-NWU,SWC,2015-11-05,43,Talarify,ZA
2015-11-05-UNL,SWC,2015-11-05,27,University of Nebraska,US
2015-11-05-nd,SWC,2015-11-05,12,University of Notre Dame,US
2015-11-05-umiami-Python,SWC,2015-11-05,27,University of Miami,US
2015-11-09-SWC-UQAM,SWC,2015-11-09,33,Université du Québec à Montréal,CA
2015-11-09-culham,SWC,2015-11-09,43,Culham Centre for Fusion Energy,GB
2015-11-09-london-royal-h-,SWC,2015-11-11,17,"Royal Holloway, University of London",GB
2015-11-09-manchester,SWC,2015-11-09,9,University of Manchester,GB
2015-11-10-UCL_software_carpentry,SWC,2015-11-10,21,University College London,GB
2015-11-11-northwestern,SWC,2015-11-11,35,Northwestern University,US
2015-11-11-nyu-med,"SWC,WiSE",2015-11-11,25,New York University,US
2015-11-16-iastate,SWC,2015-11-16,17,Iowa State University,US
2015-11-16-manchester-codima,SWC,2015-11-16,22,University of Manchester,GB
2015-11-17-tatuy,SWC,2015-11-17,12,Colegio Universitario Hotel Escuela de los Andes Venezolanos,VE
2015-11-19-eitn,SWC,2015-11-19,29,The European Institute for Theoretical Neuroscience (EITN),FR
2015-11-19-umiami-R,SWC,2015-11-19,19,University of Miami,US
2015-11-19-utoronto,SWC,2015-11-19,38,University of Toronto,CA
2015-11-20-NVI,SWC,2015-11-20,13,Norwegian Veterinary Institute,NO
2015-11-20-ucsf-Python,SWC,2015-11-20,34,University of California San Francisco,US
2015-11-20-ucsf-R,SWC,2015-11-20,30,University of California San Francisco,US
2015-11-23-caltech,DC,2015-11-23,28,California Institute of Technology,US
2015-11-23-ccrc,SWC,2015-11-22,30,University of New South Wales,AU
2015-11-23-instructor-training-manchester,TTT,2015-11-23,25,Software Carpentry,GB
2015-11-25-edinburgh,SWC,2015-11-25,40,University of Edinburgh,GB
2015-11-25-helsinki,SWC,2015-11-25,34,University of Helsinki,FI
2015-11-26-adelaide-python,SWC,2015-11-26,42,University of Adelaide,AU
2015-11-26-lincoln,SWC,2015-11-26,39,New Zealand eScience Infrastructure,NZ
2015-11-30-swc_data,SWC,2015-11-30,35,"Science Life Lab, Stockholm",SE
2015-12-01-uow,SWC,2015-12-01,14,University of Wollongong,AU
2015-12-02-Oslo,SWC,2015-12-02,17,University of Oslo,NO
2015-12-07-Python-for-Science,SWC,2015-12-07,38,University of Melbourne,AU
2015-12-07-eu-instructor-training,"TTT,online",2015-12-07,15,Software Carpentry,W3
2015-12-07-na-instructor-training,"TTT,online",2015-12-07,22,Software Carpentry,W3
2015-12-07-rijkzwaan,DC,2015-12-07,15,Rijkzwaan,NL
2015-12-07-ttt-Au,"TTT,online",2015-12-07,4,Software Carpentry,W3
2015-12-07-ttt-toronto,"TTT,online",2015-12-07,17,Software Carpentry,W3
2015-12-08-USYD,SWC,2015-12-08,22,University of Sydney,AU
2015-12-09-TRI,SWC,2015-12-09,24,Translational Research Institute,AU
2015-12-10-OklahomaStateLibraries,SWC,2015-12-10,32,University of Oklahoma,US
2015-12-14-NIH,"SWC,unresponsive",2015-12-14,0,National Institutes of Health,US
2015-12-14-Portsmouth,SWC,2015-12-14,28,University of Portsmouth,GB
2015-12-14-Python-for-Researchers,SWC,2015-12-14,31,University of Melbourne,AU
2015-12-14-berkeley,SWC,2015-12-14,32,University of California Berkeley,US
2015-12-14-gfz-potsdam,"SWC,unresponsive",2015-12-14,,GFZ Potsdam,DE
2015-12-15-Southampton,SWC,2015-12-15,74,University of Southampton,GB
2015-12-15-rutgers,DC,2015-12-15,35,Rutgers University,US
2015-12-16-datacarpentry-onboarding,online,2015-12-16,0,Data Carpentry Onboarding,W3
2015-12-wise-uk,"SWC,WiSE",2015-12-14,34,University of Manchester,GB
2016-01-03-aas,SWC,2016-01-03,14,American Astronomical Society,US
2016-01-04-wise-umich,SWC,2016-01-04,30,University of Michigan,US
2016-01-05-ok-instructor-training,TTT,2016-01-05,19,Oklahoma State University,US
2016-01-06-UNL,SWC,2016-01-06,40,University of Nebraska,US
2016-01-06-bristol,SWC,2016-01-06,26,University of Bristol,GB
2016-01-07-uwash,SWC,2016-01-07,35,University of Washington,US
2016-01-07_asu_physics,SWC,2016-01-07,25,Arizona State University,US
2016-01-09-uwo,SWC,2016-01-09,31,Western University,CA
2016-01-11-dundee,SWC,2016-01-11,29,University of Dundee,GB
2016-01-11-huddersfield,SWC,2016-01-11,21,University of Huddersfield,GB
2016-01-11-nber,SWC,2016-01-11,30,National Bureau of Economic Research,US
2016-01-11-uwmadison,DC,2016-01-11,27,University of Wisconsin - Madison,US
2016-01-12-ou,SWC,2016-01-12,19,University of Oklahoma,US
2016-01-13-boston,SWC,2016-01-13,17,Boston College,US
2016-01-13-instructor-training-lausanne,TTT,2016-01-13,20,SIB Swiss Institute of Bioinformatics,CH
2016-01-14-berkeley,SWC,2016-01-14,35,Berkeley Institute for Data Science,US
2016-01-14-uwmadison,SWC,2016-01-14,29,University of Wisconsin - Madison,US
2016-01-16-ubc,"SWC,unresponsive",2016-01-16,0,University of British Columbia,CA
2016-01-16-waterloo,SWC,2016-01-16,28,University of Waterloo,CA
2016-01-18-brisbane-instructor-training,TTT,2016-01-18,25,University of Queensland,AU
2016-01-18-leeds,SWC,2016-01-18,25,University of Leeds,GB
2016-01-18-msu,DC,2016-01-18,13,Michigan State University,US
2016-01-19-cdc,SWC,2016-01-19,24,Centers for Disease Control,US
2016-01-19-cuny,SWC,2016-01-19,34,City University of New York,US
2016-01-19-london-nhm,DC,2016-01-19,19,National History Museum,GB
2016-01-19-sbu,DC,2016-01-19,35,Stony Brook University,US
2016-01-19-usda,DC,2016-01-19,32,United States Deparment of Agriculture,US
2016-01-21-melbourne-instructor-training,TTT,2016-01-21,27,University of Melbourne,AU
2016-01-21-training-florida,TTT,2016-01-21,25,University of Florida,US
2016-01-23-U-of-Arizona,"SWC,unresponsive",2016-01-23,0,University of Arizona,US
2016-01-25-Utrecht,"SWC,DC",2016-01-25,25,Netherlands eScience Center,NL
2016-01-26-london-nhm,DC,2016-01-26,15,National History Museum,GB
2016-01-28-NCSA,SWC,2016-01-28,20,University of Illinois at Chicago,US
2016-01-28-auckland-instructor-training,TTT,2016-01-28,20,University of Auckland,NZ
2016-01-29-UBC,"SWC,unresponsive",2015-01-29,0,University of British Columbia,CA
2016-01-30-UTA,SWC,2016-01-30,37,University of Texas Arlington,US
2016-01-30-UofArizonaIntroPython,SWC,2016-01-30,38,University of Arizona,US
2016-02-01-BrisbaneResBaz-Python,SWC,2016-02-01,32,Queensland University of Technology,AU
2016-02-01-BrisbaneResBaz-R,SWC,2016-02-01,34,Queensland University of Technology,AU
2016-02-01-ResBaz,SWC,2016-02-01,22,University of Sydney,AU
2016-02-01-ResBaz-Sydney-RBeginner,SWC,2016-02-01,15,University of Sydney,AU
2016-02-01-oslo,"DC,unresponsive",2016-02-01,0,University of Oslo,NO
2016-02-01-perth,SWC,2016-02-01,78,Curtin University,AU
2016-02-01-python-resbaz-2016,"SWC,unresponsive",2016-02-01,,University of Melbourne,AU
2016-02-01-rezbazsydneypython,SWC,2016-02-01,23,University of Sydney,AU
2016-02-02-SFU,"SWC,unresponsive",2016-02-02,0,Simon Fraser University,CA
2016-02-02-auckland,SWC,2016-02-02,50,University of Auckland,NZ
2016-02-02-otago,SWC,2016-02-02,51,University of Otago,NZ
2016-02-04-ornl,SWC,2016-02-04,15,Oak Ridge National Laboratory,US
2016-02-04-us_geo_survey,SWC,2016-02-04,32,United States Geological Survey,US
2016-02-05-nyas-R,SWC,2016-02-05,26,New York Academy of Sciences,US
2016-02-05-nyas-python,SWC,2016-02-05,32,New York Academy of Sciences,US
2016-02-06-uguelph,SWC,2016-02-06,27,University of Guelph,CA
2016-02-08-NCSA,SWC,2016-02-08,14,University of Illinois at Chicago,US
2016-02-16-EPCC,SWC,2016-02-16,22,University of Edinburgh,GB
2016-02-16-NIH,SWC,2016-02-16,21,National Institutes of Health,US
2016-02-16-training-online,"TTT,online",2016-02-16,27,Software Carpentry,W3
2016-02-16-ualberta,SWC,2016-02-16,14,University of Alberta,CA
2016-02-17-UCL_software_carpentry,SWC,2016-02-17,35,University College London,GB
2016-02-17-queens,"SWC,unresponsive",2016-02-17,0,Queen's University,CA
2016-02-18-cracov-acc-cyfronet,"SWC,unresponsive",2016-02-18,0,Cyfronet,PL
2016-02-18-ucalgary,SWC,2016-02-18,10,University of Calgary,CA
2016-02-22-iastate,DC,2016-02-22,26,Iowa State University,US
2016-02-22-miami-dc,DC,2016-02-22,29,University of Miami,US
2016-02-22-training-ucdavis,TTT,2016-02-22,25,University of California Davis,US
2016-02-22-tulane,SWC,2016-02-22,24,Tulane University,US
2016-02-22-ubco,"SWC,unresponsive",2016-02-22,0,University of British Columbia,CA
2016-02-22-upenn,SWC,2016-02-22,22,University of Pennsylvania,US
2016-02-25-NCSA,SWC,2016-02-25,26,University of Illinois at Chicago,US
2016-02-25-clemson,SWC,2016-02-25,20,Clemson University,US
2016-02-29-UMichigan,SWC,2016-02-29,46,University of Michigan,US
2016-03-01-Universite-Laval,SWC,2016-03-01,19,University of Laval,CA
2016-03-02-NMFS-Seattle,SWC,2016-03-02,34,National Oceanic and Atmospheric Administration,US
2016-03-04-ucmp,DC,2016-03-03,36,University of California Museum of Paleontology,US
2016-03-07-boston,DC,2016-03-07,39,Boston College,US
2016-03-07-notredame,DC,2016-03-07,15,University of Notre Dame,US
2016-03-07-uconn,DC,2016-03-07,19,University of Connecticut,US
2016-03-08-TGAC,SWC,2016-03-08,19,The Genome Analysis Centre,GB
2016-03-09-ttt-uw,TTT,2016-03-09,14,University of Washington,US
2016-03-10-CDT-reg-medicine,SWC,2016-03-10,10,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,GB
2016-03-12-Krakow,"SWC,unresponsive",2016-03-12,0,Cyfronet,PL
2016-03-12-ubc,"SWC,unresponsive",2016-03-12,0,University of British Columbia,CA
2016-03-14-miami,SWC,2016-03-14,30,University of Miami,US
2016-03-14-okstate,SWC,2016-03-14,15,Oklahoma State University,US
2016-03-15-OSLOdataGeo,"DC,unresponsive",2016-03-15,0,University of Oslo,NO
2016-03-15-Oslo-SWC,"SWC,unresponsive",2016-03-15,0,University of Oslo,NO
2016-03-15-Oslo-data-bio,DC,2016-03-15,19,University of Oslo,NO
2016-03-17-ou,SWC,2016-03-17,25,University of Oklahoma,US
2016-03-19-brocku,SWC,2016-03-19,18,Brock University,CA
2016-03-21-uconn,SWC,2016-03-21,19,University of Connecticut,US
2016-03-23-Imperial,SWC,2016-03-23,19,Imperial College London,GB
2016-03-24-UFII-SWC,SWC,2016-03-23,18,University of Florida,US
2016-03-28-miami,SWC,2016-03-28,19,University of Miami,US
2016-03-28-tucson,SWC,2016-03-28,12,University of Arizona,US
2016-03-29-gif-sur-yvette,"SWC,unresponsive",2016-03-29,0,Unit of Neuroscience Information and Complexity,FR
2016-03-30-Python-for-Positive-Psychology,SWC,2016-03-29,58,University of Melbourne,AU
2016-03-31-UNSW,SWC,2016-03-31,27,Intersect Australia,AU
2016-03-31-uw,SWC,2016-03-31,44,University of Washington,US
2016-04-02-UTA,SWC,2016-04-02,58,University of Texas Arlington,US
2016-04-02-conestoga,SWC,2016-04-02,48,Conestoga College,CA
2016-04-04-gonzaga,DC,2016-04-04,26,Gonzaga University,US
2016-04-04-ilmenau,SWC,2016-04-04,21,University of surrey,DE
2016-04-06-UON,SWC,2016-04-06,22,Intersect Australia,AU
2016-04-07-FederalReserveBoard,DC,2016-04-07,17,Federal Reserve Board,US
2016-04-11-dsiti,SWC,2016-04-11,16,"Department of Science, Information Technology and Innovation",AU
2016-04-11-unc,SWC,2016-04-11,28,University of North Carolina,US
2016-04-12-UTS,SWC,2016-04-12,21,Intersect Australia,AU
2016-04-12-boston_university,DC,2016-04-12,21,Boston University,US
2016-04-12-usgs_denver_DC,DC,2016-04-12,27,United States Geological Survey,US
2016-04-12-usgs_denver_SWC,SWC,2016-04-12,31,United States Geological Survey,US
2016-04-13-training-online,"TTT,online",2016-04-13,33,Software Carpentry,W3
2016-04-14-jacksonlabs,DC,2016-04-14,25,Jackson Laboratory,US
2016-04-14-ucsb,SWC,2016-04-14,40,University of California Santa Barbara,US
2016-04-15-UCSB,SWC,2016-04-15,40,University of California Santa Barbara,US
2016-04-17-instructor-training-nwu,TTT,2016-04-17,23,North-West University,ZA
2016-04-18-USYD,SWC,2016-04-18,18,Intersect Australia,AU
2016-04-18-leeds,SWC,2016-04-18,18,University of Leeds,GB
2016-04-18-pfr,SWC,2016-04-18,36,New Zealand eScience Infrastructure,NZ
2016-04-19-GriffithUni,SWC,2016-04-19,22,Griffith University,AU
2016-04-19-USDA-Athens-GA,DC,2016-04-19,30,United States Deparment of Agriculture,US
2016-04-23-OSU-Spring,DC,2016-04-23,15,Ohio State,US
2016-04-25-UW-mke,SWC,2016-04-25,27,University of Wisconsin - Madison,US
2016-04-25-stanford,SWC,2016-04-25,47,Stanford University,US
2016-04-25-utoronto,SWC,2016-04-25,29,University of Toronto,CA
2016-04-27-NIH,SWC,2016-04-27,20,National Institutes of Health,US
2016-04-27-ou,SWC,2016-04-27,12,University of Oklahoma,US
2016-04-28-ualberta,SWC,2016-04-28,16,University of Alberta,CA
2016-04-28-upenn,SWC,2016-04-28,17,University of Pennsylvania,US
2016-04-29-ucsf,SWC,2016-04-29,55,University of California San Francisco,US
2016-05-02-umichigan,SWC,2016-05-02,22,University of Michigan,US
2016-05-04-dupont,DC,2016-05-04,26,Dupont Industrial Biosciences,US
2016-05-04-instructor-training-ssi,TTT,2016-05-04,15,SSI Software Sustainability Institute,GB
2016-05-05-saintmarys,"SWC,unresponsive",2016-05-05,0,Saint Mary's University,CA
2016-05-05-uwaterloo,"SWC,unresponsive",2016-05-05,0,University of Waterloo,CA
2016-05-06-RDAP16-Atlanta,DC,2016-05-06,35,Association for Information Science and Technology,US
2016-05-07-Krakow,SWC,2016-05-07,13,Cyfronet,PL
2016-05-09-utoronto,SWC,2016-05-09,37,University of Toronto,CA
2016-05-11-ttt-compute-canada,TTT,2016-05-11,27,Software Carpentry,CA
2016-05-12-CharlesDarwinUni,"DC,unresponsive",2016-05-12,0,Charles Darwin University,AU
2016-05-14-ubc,"SWC,unresponsive",2016-05-14,0,University of British Columbia,CA
2016-05-16-CAM,DC,2016-05-16,34,University of Cambridge,GB
2016-05-16-csdms,SWC,2016-05-16,19,Community Surface Dynamics Modeling System,US
2016-05-16-royalholloway,SWC,2016-05-16,0,"Royal Holloway, University of London",GB
2016-05-16-scipyla,"SWC,unresponsive",2016-05-16,0,Universidade Federal de Santa Catarina,BR
2016-05-17-UBC,"SWC,unresponsive",2016-05-17,0,University of British Columbia,CA
2016-05-17-ucsd,SWC,2016-05-17,21,University of California San Diego,US
2016-05-18-ttt-online,"TTT,online",2016-05-18,23,Software Carpentry,W3
2016-05-21-ubc,SWC,2016-05-21,0,University of British Columbia,CA
2016-05-23-BiodesignASU,SWC,2016-05-23,6,Arizona State University,US
2016-05-23-nist,"unresponsive,SWC",2016-05-23,0,National Institute of Standards and Technology,US
2016-05-23-okstate,SWC,2016-05-23,25,Oklahoma State University,US
2016-05-23-unicamp,"SWC,unresponsive",2016-05-23,0,Universidade Estadual de Campinas,BR
2016-05-24-mcmaster,SWC,2016-05-24,32,McMaster University,CA
2016-05-24-proto204,SWC,2016-05-24,39,Unit of Neuroscience Information and Complexity,FR
2016-05-25-culibraries,SWC,2016-05-25,24,University of Colorado,US
2016-05-25-lunduni,SWC,2016-05-25,21,Lund University,SE
2016-05-25-ou_reu,SWC,2016-05-25,10,University of Oklahoma,US
2016-05-26-NIH,DC,2016-05-26,22,National Institutes of Health,US
2016-05-26-nist,"SWC,unresponsive",2016-05-26,0,National Institute of Standards and Technology,US
2016-05-26-sfwmd,DC,2016-05-26,15,South Florida Water Management District,US
2016-05-26-utoronto,"SWC,WiSE",2016-05-26,30,University of Toronto,CA
2016-05-27-ccsl,"SWC,unresponsive",2016-05-27,0,Centro de Competencia em Software Livre,BR
