slug,tag_name,start_date,attendance,host_name,country,latitude,longitude,url
2015-10-17-IEEE-Python,SWC,2015-10-17,27,University of Melbourne,AU,-37.79291,144.961174,https://resbaz.github.io/2015-10-17-IEEE-Python/
2015-10-17-SFU,SWC,2015-10-17,30,Simon Fraser University,CA,49.278094,-122.919883,https://ttimbers.github.io/2015-10-17-SFU/
2015-10-17-avida,SWC,2015-10-17,8,Michigan State University,US,42.724158,-84.476167,https://emilydolson.github.io/2015-10-17-avida/
2015-10-19-SWC-Acadia,SWC,2015-10-19,7,Acadia University,CA,45.0911,-64.3614,https://remi-daigle.github.io/2015-10-19-SWC-Acadia/
2015-10-19-UMich,SWC,2015-10-19,22,University of Michigan,US,42.283228,-83.733597,https://umswc.github.io/2015-10-19-UMich/
2015-10-19-hawaii,SWC,2015-10-19,30,University of Hawaii,US,21.298803,-157.816416,https://scleveland.github.io/UH-SfwCarp-Oct2015/
2015-10-19-ualberta,SWC,2015-10-19,26,University of Alberta,CA,53.525607,-113.521621,https://ComputeCanada.github.io/2015-10-19-ualberta/
2015-10-21-gfz-potsdam,"SWC,unresponsive",2015-10-21,,GFZ Potsdam,DE,52.3798284,13.0641701,http://www.gfz-potsdam.de/?id=5069
2015-10-21-jackson,SWC,2015-10-21,25,Jackson Laboratory,US,44.355854,-68.183867,https://smcclatchy.github.io/2015-10-21-jackson/
2015-10-22-uw,SWC,2015-10-22,29,University of Washington,US,47.653371,-122.3118098,https://richford.github.io/2015-10-22-uw/
2015-10-25-instructortraining-cracov,TTT,2015-10-25,13,Cyfronet,PL,,,
2015-10-26-jackson,SWC,2015-10-26,22,Jackson Laboratory,US,41.732317,-72.793404,https://smcclatchy.github.io/2015-10-26-jackson/
2015-10-26-umanitoba,SWC,2015-10-26,13,University of Manitoba,CA,49.808501,-97.133615,https://computecanada.github.io/2015-10-26-umanitoba/
2015-10-27-SWC-Universite-Laval,SWC,2015-10-27,40,University of Laval,CA,46.7788264,-71.2751692,https://calculquebec.github.io/2015-10-27-SWC-Universite-Laval/
2015-10-27-duke,SWC,2015-10-27,42,Duke University,US,36.0035865,-78.9387714,https://swc-osg-workshop.github.io/2015-10-27-duke/
2015-10-29-Leeds-DC,DC,2015-10-29,39,University of Leeds,GB,53.806485,-1.555022,https://hpcarcher.github.io/2015-10-29-Leeds-DC/
2015-11-02-DC-Brussels,"DC,unresponsive",2015-11-02,0,Belgian Science Policy (BELSPO),BE,50.825349,4.365441,http://leszektarkowski.github.io/2015-11-02-DC-Brussels/
2015-11-02-pnnl,SWC,2015-11-02,35,Pacific Northwest National Lab ,US,46.345416,-119.279143,http://bw4sz.github.io/2015-11-03-PNNL/
2015-11-03-albany,SWC,2015-11-03,32,New Zealand eScience Infrastructure,NZ,-36.734667,174.692639,https://nesi.github.io/2015-11-03-albany/
2015-11-04-ACUNS,DC,2015-11-04,9,Association of Canadian Universities for Northern Studies,US,51.076359,-114.12871,http://www.datacarpentry.org/2015-11-04-ACUNS/
2015-11-04-embl,SWC,2015-11-04,27,European Molecular Biology Laboratory,DE,49.3840071,8.7107144,https://luispedro.github.io/2015-11-04-embl/
2015-11-05-CSU,SWC,2015-11-05,5,Charles Sturt University,AU,-35.064656,147.359956,https://intersectaustralia.github.io/2015-11-05-CSU/
2015-11-05-NWU,SWC,2015-11-05,43,Talarify,ZA,-26.67774,27.09672,https://anelda.github.io/2015-11-05-NWU/
2015-11-05-UNL,SWC,2015-11-05,27,University of Nebraska,US,40.81789,-96.700042,https://eharstad.github.io/2015-11-05-UNL/
2015-11-05-nd,SWC,2015-11-05,12,University of Notre Dame,US,41.701918,-86.23767,https://jiarong.github.io/2015-11-05-ND/
2015-11-05-umiami-Python,SWC,2015-11-05,27,University of Miami,US,25.790369,-80.210732,http://ashwinsrnth.github.io/2015-11-05-umiami-python/
2015-11-09-SWC-UQAM,SWC,2015-11-09,33,Université du Québec à Montréal,CA,45.5086553,-73.5706628,https://computecanada.github.io/2015-11-09-SWC-UQAM/
2015-11-09-culham,SWC,2015-11-09,43,Culham Centre for Fusion Energy,GB,51.6576076,-1.2287899,https://kpalamartchouk.github.io/2015-11-09-culham/
2015-11-09-london-royal-h-,SWC,2015-11-11,17,"Royal Holloway, University of London",GB,51.426608,-0.567005,http://kkwakwa.github.io/2015-11-09-london-royal-h-/
2015-11-09-manchester,SWC,2015-11-09,9,University of Manchester,GB,53.464141,-2.230779,https://anenadic.github.io/2015-11-09-manchester/
2015-11-10-UCL_software_carpentry,SWC,2015-11-10,21,University College London,GB,51.522582,-0.134352,https://ucl-rits.github.io/2015-11-10-UCL_software_carpentry/
2015-11-11-northwestern,SWC,2015-11-11,35,Northwestern University,US,41.8960801,-87.620969,http://xuf12.github.io/2015-11-10-northwesternu/
2015-11-11-nyu-med,"SWC,WiSE",2015-11-11,25,New York University,US,40.742234,-73.974284,https://iglpdc.github.io/2015-11-11-nyu-wise
2015-11-16-iastate,SWC,2015-11-16,17,Iowa State University,US,42.030781,-93.631913,https://wrightaprilm.github.io/2015-11-16-ISU/
2015-11-16-manchester-codima,SWC,2015-11-16,22,University of Manchester,GB,53.466758,-2.233717,https://kkwakwa.github.io/2015-11-16-manchester-codima/
2015-11-17-tatuy,SWC,2015-11-17,12,Colegio Universitario Hotel Escuela de los Andes Venezolanos,VE,8.607483,-71.137856,https://map0logo.github.io/2015-11-17-tatuy/
2015-11-19-eitn,SWC,2015-11-19,29,The European Institute for Theoretical Neuroscience (EITN),FR,48.851667,2.374022,https://btel.github.io/2015-11-19-eitn/
2015-11-19-umiami-R,SWC,2015-11-19,19,University of Miami,US,25.732467,-80.163144,http://k8hertweck.github.io/2015-11-19-umiami-R/
2015-11-19-utoronto,SWC,2015-11-19,38,University of Toronto,CA,43.661824,-79.394539, http://blog.tomwright.ca/2015-11-19-utoronto/
2015-11-20-NVI,SWC,2015-11-20,13,Norwegian Veterinary Institute,NO,59.930065,10.736389,https://karinlag.github.io/2015-11-20-NVI/
2015-11-20-ucsf-Python,SWC,2015-11-20,34,University of California San Francisco,US,37.7689175,-122.3957338,http://zonca.github.io/2015-11-20-ucsf-Python/
2015-11-20-ucsf-R,SWC,2015-11-20,30,University of California San Francisco,US,37.7689175,-122.3957338,https://emilydolson.github.io/2015-11-20-ucsf-R/
2015-11-23-caltech,DC,2015-11-23,28,California Institute of Technology,US,34.139011,-118.124514,http://www.datacarpentry.org/2015-11-23-caltech/
2015-11-23-ccrc,SWC,2015-11-22,30,University of New South Wales,AU,-33.917763,151.23426,https://nicjhan.github.io/2015-11-23-ccrc/
2015-11-23-instructor-training-manchester,TTT,2015-11-23,25,Software Carpentry,GB,53.467674,-2.233924,http://apawlik.github.io/2015-11-23-instructor-training-manchester/
2015-11-25-edinburgh,SWC,2015-11-25,40,University of Edinburgh,GB,55.921862,-3.173654,https://marioa.github.io/2015-11-25-edinburgh/
2015-11-25-helsinki,SWC,2015-11-25,34,University of Helsinki,FI,60.203843,24.9617237,https://cbig.github.io/2015-11-25-helsinki/
2015-11-26-adelaide-python,SWC,2015-11-26,42,University of Adelaide,AU,-34.919136,138.6048695,http://COMBINE-Australia.github.io/2015-11-26-adelaide-python
2015-11-26-lincoln,SWC,2015-11-26,39,New Zealand eScience Infrastructure,NZ,-43.646626,172.467178,https://nesi.github.io/2015-11-26-lincoln/
2015-11-30-swc_data,SWC,2015-11-30,35,"Science Life Lab, Stockholm",SE,59.350178,18.023487,http://pythonkurs.github.io/2015-11-30-swc_data/
2015-12-01-uow,SWC,2015-12-01,14,University of Wollongong,AU,-34.405678,150.881178,https://benmarwick.github.io/2015-12-01-uow/
2015-12-02-Oslo,SWC,2015-12-02,17,University of Oslo,NO,59.94012,10.723464,https://huguesfontenelle.github.io/2015-12-02-Oslo/
2015-12-07-Python-for-Science,SWC,2015-12-07,38,University of Melbourne,AU,-37.797915,144.959933,https://resbaz.github.io/2015-12-07-Python-for-Science/
2015-12-07-eu-instructor-training,"TTT,online",2015-12-07,15,Software Carpentry,W3,-48.876667,-123.393333,http://steve-crouch.github.io/2015-12-07-eu-instructor-training/
2015-12-07-na-instructor-training,"TTT,online",2015-12-07,22,Software Carpentry,W3,-48.876667,-123.393333,http://christinalk.github.io/2015-12-07-na-instructor-training/
2015-12-07-rijkzwaan,DC,2015-12-07,15,Rijkzwaan,NL,51.96621,4.251641,http://www.datacarpentry.org/2015-12-07-Rijkzwaan/
2015-12-07-ttt-Au,"TTT,online",2015-12-07,4,Software Carpentry,W3,-48.876667,-123.393333,http://digital-fabulism.github.io/2015-12-07-ttt-Au
2015-12-07-ttt-toronto,"TTT,online",2015-12-07,17,Software Carpentry,W3,-48.876667,-123.393333,http://gvwilson.github.io/2015-12-07-ttt-toronto/
2015-12-08-USYD,SWC,2015-12-08,22,University of Sydney,AU,-33.887037,151.180855,http://intersectaustralia.github.io/2015-12-08-USYD/
2015-12-09-TRI,SWC,2015-12-09,24,Translational Research Institute,AU,-27.498869,153.031914,https://bio-swc-bne.github.io/2015-12-09-TRI/
2015-12-10-OklahomaStateLibraries,SWC,2015-12-10,32,University of Oklahoma,US,36.1230264,-97.0696432,http://oulibraries.github.io/2015-12-10-OklahomaStateLibraries/
2015-12-14-NIH,"SWC,unresponsive",2015-12-14,0,National Institutes of Health,US,39.001305,-77.104909,https://agt24.github.io/2015-12-14-NIH/
2015-12-14-Portsmouth,SWC,2015-12-14,28,University of Portsmouth,GB,50.797656,-1.098289,https://hpcarcher.github.io/2015-12-14-Portsmouth/
2015-12-14-Python-for-Researchers,SWC,2015-12-14,31,University of Melbourne,AU,-37.79291,144.961174,https://resbaz.github.io/2015-12-14-Python-for-Researchers/
2015-12-14-berkeley,SWC,2015-12-14,32,University of California Berkeley,US,37.871593,-122.272747,https://bids.github.io/2015-12-14-berkeley/
2015-12-14-gfz-potsdam,"SWC,unresponsive",2015-12-14,,GFZ Potsdam,DE,52.3798284,13.0641701,http://www.gfz-potsdam.de/?id=5097
2015-12-15-Southampton,SWC,2015-12-15,74,University of Southampton,GB,50.934345,-1.396227,https://southampton-rsg.github.io/2015-12-15-Southampton/
2015-12-15-rutgers,DC,2015-12-15,35,Rutgers University,US,40.519011,-74.443728,https://cfriedline.github.io/2015-12-15-rutgers/
2015-12-16-datacarpentry-onboarding,online,2015-12-16,0,Data Carpentry Onboarding,W3,-48.876667,-123.393333,
2015-12-wise-uk,"SWC,WiSE",2015-12-14,34,University of Manchester,GB,53.467293,-2.233876,https://apawlik.github.io/2015-12-wise-uk/
2016-01-03-aas,SWC,2016-01-03,14,American Astronomical Society,US,28.342395,-81.526977,http://abostroem.github.io/2016-01-03-aas/
2016-01-04-wise-umich,SWC,2016-01-04,30,University of Michigan,US,42.276334,-83.737981,http://umswc.github.io/2016-01-04-wise-umich/
2016-01-05-ok-instructor-training,TTT,2016-01-05,19,Oklahoma State University,US,36.1232858,-97.0728309,http://christinalk.github.io/2016-01-05-ok-instructor-training/
2016-01-06-UNL,SWC,2016-01-06,40,University of Nebraska,US,40.821798,-96.688613,http://swc-osg-workshop.github.io/2016-01-06-UNL/
2016-01-06-bristol,SWC,2016-01-06,26,University of Bristol,GB,51.456,-2.604,https://andreww.github.io/2016-01-06-bristol/
2016-01-07-uwash,SWC,2016-01-07,35,University of Washington,US,47.653371,-122.3118098,https://uwescience.github.io/2016-01-07-uw/
2016-01-07_asu_physics,SWC,2016-01-07,25,Arizona State University,US,33.421614,-111.931363,https://dotsdl.github.io/2016-01-07_asu_physics/
2016-01-09-uwo,SWC,2016-01-09,31,Western University,CA,43.00979,-81.272822,http://computecanada.github.io/2016-01-09-uwo/
2016-01-11-dundee,SWC,2016-01-11,29,University of Dundee,GB,56.459409,-2.981928,http://widdowquinn.github.io/2016-01-11-dundee/
2016-01-11-huddersfield,SWC,2016-01-11,21,University of Huddersfield,GB,53.642603,-1.778514,http://callaghanmt.github.io/2016-01-11-huddersfield/
2016-01-11-nber,SWC,2016-01-11,30,National Bureau of Economic Research,US,42.36997,-71.113038,http://iglpdc.github.io/2016-01-11-nber/
2016-01-11-uwmadison,DC,2016-01-11,27,University of Wisconsin - Madison,US,43.0729124,-89.4080793,http://uw-madison-aci.github.io/2016-01-11-uwmadison/
2016-01-12-ou,SWC,2016-01-12,19,University of Oklahoma,US,35.208275,-97.445848,http://oulib-swc.github.io/2016-01-12-ou/
2016-01-13-boston,SWC,2016-01-13,17,Boston College,US,42.336529,-71.169151,http://iglpdc.github.io/2016-01-13-bc/
2016-01-13-instructor-training-lausanne,TTT,2016-01-13,20,SIB Swiss Institute of Bioinformatics,CH,46.5213679,6.5720468,http://swcarpentry.github.io/2016-01-13-instructor-training-lausanne/
2016-01-14-berkeley,SWC,2016-01-14,35,Berkeley Institute for Data Science,US,37.872208,-122.259493,https://bids.github.io/2016-01-14-berkeley/
2016-01-14-uwmadison,SWC,2016-01-14,29,University of Wisconsin - Madison,US,43.0729124,-89.4080793,http://uw-madison-aci.github.io/2016-01-14-uwmadison/
2016-01-16-ubc,"SWC,unresponsive",2016-01-16,0,University of British Columbia,CA,49.262465,-123.24509,http://computecanada.github.io/2016-01-16-ubc
2016-01-16-waterloo,SWC,2016-01-16,28,University of Waterloo,CA,43.473226,-80.538639,http://ikajic.github.io/2016-01-16-waterloo/
2016-01-18-brisbane-instructor-training,TTT,2016-01-18,25,University of Queensland,AU,-27.493579,153.016776,http://swcarpentry.github.io/2016-01-18-brisbane-instructor-training
2016-01-18-leeds,SWC,2016-01-18,25,University of Leeds,GB,53.8057,-1.5557,https://andreww.github.io/2016-01-18-leeds/
2016-01-18-msu,DC,2016-01-18,13,Michigan State University,US,42.701848,-84.4843606,http://acharbonneau.github.io/2016-01-18-MSU/
2016-01-19-cdc,SWC,2016-01-19,24,Centers for Disease Control,US,33.7993178,-84.3301967,http://emilydolson.github.io/2016-01-19-CDC/
2016-01-19-cuny,SWC,2016-01-19,34,City University of New York,US,40.748621,-73.9839102,http://jennifershelton.github.io/2016-01-19-CUNY-SWC-workshop
2016-01-19-london-nhm,DC,2016-01-19,19,National History Museum,GB,51.495933,-0.176367,http://callaghanmt.github.io/2016-01-19-london-nhm/
2016-01-19-sbu,DC,2016-01-19,35,Stony Brook University,US,40.916011,-73.1220717,http://www.datacarpentry.org/2016-01-19-sbu/
2016-01-19-usda,DC,2016-01-19,32,United States Deparment of Agriculture,US,33.420899,-90.909457,http://zhuoaprilfu.github.io/2016-01-19-USDA-ARS/
2016-01-21-melbourne-instructor-training,TTT,2016-01-21,27,University of Melbourne,AU,-37.797417,144.960611,http://swcarpentry.github.io/2016-01-21-melbourne-instructor-training/
2016-01-21-training-florida,TTT,2016-01-21,25,University of Florida,US,29.648324,-82.3465077,http://swcarpentry.github.io/training-florida-2016-01-21/
2016-01-23-U-of-Arizona,"SWC,unresponsive",2016-01-23,0,University of Arizona,US,32.231834,-110.94934,http://naupaka.github.io/2016-01-23-U-of-Arizona/
2016-01-25-Utrecht,"SWC,DC",2016-01-25,25,Netherlands eScience Center,NL,52.089057,5.113465,http://mkuzak.github.io/2016-01-25-Utrecht/
2016-01-26-london-nhm,DC,2016-01-26,15,National History Museum,GB,51.495933,-0.176367,http://callaghanmt.github.io/2016-01-26-london-nhm/
2016-01-28-NCSA,SWC,2016-01-28,20,University of Illinois at Chicago,US,40.114821,-88.225001,https://uiuc-cse.github.io/2016-01-28-NCSA/
2016-01-28-auckland-instructor-training,TTT,2016-01-28,20,University of Auckland,NZ,-36.853647,174.769403,http://swcarpentry.github.io/2016-01-28-auckland-instructor-training/
2016-01-29-UBC,"SWC,unresponsive",2015-01-29,0,University of British Columbia,CA,49.264142,-123.249592,https://lmguzman.github.io/2016-01-29-UBC/
2016-01-30-UTA,SWC,2016-01-30,37,University of Texas Arlington,US,32.735687,-97.108066,http://annawilliford.github.io/2016-01-30-UTA/
2016-01-30-UofArizonaIntroPython,SWC,2016-01-30,38,University of Arizona,US,32.231846,-110.94837,http://bjoyce3.github.io/2016-01-30-UofArizonaIntroPython/
2016-02-01-BrisbaneResBaz-Python,SWC,2016-02-01,32,Queensland University of Technology,AU,-27.476664,153.027965,http://bio-swc-bne.github.io/2016-02-01-BrisbaneResBaz-Python/
2016-02-01-BrisbaneResBaz-R,SWC,2016-02-01,34,Queensland University of Technology,AU,-27.476664,153.027965,http://bio-swc-bne.github.io/2016-02-01-BrisbaneResBaz-R/
2016-02-01-ResBaz,SWC,2016-02-01,22,University of Sydney,AU,-33.8880085,151.186698,http://nicercode.github.io/2016-02-01-ResBaz/
2016-02-01-ResBaz-Sydney-RBeginner,SWC,2016-02-01,15,University of Sydney,AU,-33.887371,151.190656,http://fpheld.github.io/2016-02-01-ResBaz-Sydney-RBeginner/
2016-02-01-oslo,"DC,unresponsive",2016-02-01,0,University of Oslo,NO,59.94012,10.723464,http://uio-carpentry.github.io/2016-02-01-Oslo/
2016-02-01-perth,SWC,2016-02-01,78,Curtin University,AU,-32.0664622,115.8301415,http://raffademichelis.github.io/2016-02-01-perth/
2016-02-01-python-resbaz-2016,"SWC,unresponsive",2016-02-01,,University of Melbourne,AU,-37.797915,144.959933,http://resbaz.github.io/python-resbaz-2016/
2016-02-01-rezbazsydneypython,SWC,2016-02-01,23,University of Sydney,AU,-33.887348,151.19009,http://daryavanichkina.com/2016-02-01-rezbazsydneypython/
2016-02-02-SFU,"SWC,unresponsive",2016-02-02,0,Simon Fraser University,CA,49.27966,-122.918856,http://bgran.de/2016-02-02-SFU/
2016-02-02-auckland,SWC,2016-02-02,50,University of Auckland,NZ,-36.852821,174.771055,https://nesi.github.io/2016-02-02-auckland
2016-02-02-otago,SWC,2016-02-02,51,University of Otago,NZ,-45.8680799,170.5208659,http://nesi.github.io/2016-02-02-otago/
2016-02-04-ornl,SWC,2016-02-04,15,Oak Ridge National Laboratory,US,35.931306,-84.310417,http://karinlag.github.io//2016-02-04-ORNL/
2016-02-04-us_geo_survey,SWC,2016-02-04,32,United States Geological Survey,US,35.214407,-111.634113,http://mperignon.github.io/2016-02-04-flagstaff/
2016-02-05-nyas-R,SWC,2016-02-05,26,New York Academy of Sciences,US,40.713388,-74.012076,http://laurajanegraham.github.io/2016-02-05-nyas-r/
2016-02-05-nyas-python,SWC,2016-02-05,32,New York Academy of Sciences,US,40.713351,-74.0121272,https://jasonjwilliamsny.github.io/2016-02-05-nyas-python/
2016-02-06-uguelph,SWC,2016-02-06,27,University of Guelph,CA,43.531468,-80.227913,https://computecanada.github.io/2016-02-06-uguelph/
2016-02-08-NCSA,SWC,2016-02-08,14,University of Illinois at Chicago,US,40.114821,-88.225001,https://uiuc-cse.github.io/2016-02-08-NCSA/
2016-02-16-EPCC,SWC,2016-02-16,22,University of Edinburgh,GB,55.9216414,-3.1738225,http://hpcarcher.github.io/2016-02-16-EPCC/
2016-02-16-NIH,SWC,2016-02-16,21,National Institutes of Health,US,39.002793,-77.104493,http://joshwaterfall.github.io/2016-02-16-NIH/
2016-02-16-training-online,"TTT,online",2016-02-16,27,Software Carpentry,W3,-48.876667,-123.393333,http://swcarpentry.github.io/2016-02-16-training-online/
2016-02-16-ualberta,SWC,2016-02-16,14,University of Alberta,CA,53.522084,-113.526331,http://computecanada.github.io/2016-02-16-ualberta/
2016-02-17-UCL_software_carpentry,SWC,2016-02-17,35,University College London,GB,51.52538039,-0.132326449,http://ucl-rits.github.io/2016-02-17-UCL_software_carpentry/
2016-02-17-queens,"SWC,unresponsive",2016-02-17,0,Queen's University,CA,44.2277927,-76.4993331,http://haschmi.github.io/2016-02-17-queens/
2016-02-18-cracov-acc-cyfronet,"SWC,unresponsive",2016-02-18,0,Cyfronet,PL,50.069013,19.909226,http://klemensnoga.github.io/2016-02-18-Krakow/
2016-02-18-ucalgary,SWC,2016-02-18,10,University of Calgary,CA,51.077752,-114.130029,http://computecanada.github.io/2016-02-18-ucalgary/
2016-02-22-iastate,DC,2016-02-22,26,Iowa State University,US,42.025911,-93.64597,http://qingpeng.github.io/2016-02-22-isu/
2016-02-22-miami-dc,DC,2016-02-22,29,University of Miami,US,25.790369,-80.210732,http://mattdickenson.com/2016-02-22-university-of-miami/
2016-02-22-training-ucdavis,TTT,2016-02-22,25,University of California Davis,US,38.539657,-121.749518,http://swcarpentry.github.io/2016-02-22-training-ucdavis
2016-02-22-tulane,SWC,2016-02-22,24,Tulane University,US,29.956787,-90.080316,http://hnakhoul.github.io/2016-02-22-tulane/
2016-02-22-ubco,"SWC,unresponsive",2016-02-22,0,University of British Columbia,CA,49.93912,-119.394442,http://computecanada.github.io/2016-02-22-ubco
2016-02-22-upenn,SWC,2016-02-22,22,University of Pennsylvania,US,39.950664,-75.192281,http://maneesha.github.io/2016-02-22-upenn/
2016-02-25-NCSA,SWC,2016-02-25,26,University of Illinois at Chicago,US,40.114821,-88.225001,https://uiuc-cse.github.io/2016-02-25-NCSA/
2016-02-25-clemson,SWC,2016-02-25,20,Clemson University,US,34.674915,-82.835256,http://shwina.github.io/2016-02-25-clemson/
2016-02-29-UMichigan,SWC,2016-02-29,46,University of Michigan,US,42.283501,-83.733845,http://microbialinformatics.github.io/2016-02-29-UMichigan/
2016-03-01-Universite-Laval,SWC,2016-03-01,19,University of Laval,CA,46.7788264,-71.2751692,http://computecanada.github.io/2016-03-01-Universite-Laval/
2016-03-02-NMFS-Seattle,SWC,2016-03-02,34,National Oceanic and Atmospheric Administration,US,47.68556,-122.25389,http://rachelss.github.io/2016-03-02-NMFS-Seattle/
2016-03-04-ucmp,DC,2016-03-03,36,University of California Museum of Paleontology,US,37.871215,-122.262385,datacarpentry.github.io/2016-03-03-ucmp/
2016-03-07-boston,DC,2016-03-07,39,Boston College,US,42.336529,-71.169151,http://iglpdc.github.io/2016-03-07-bc/
2016-03-07-notredame,DC,2016-03-07,15,University of Notre Dame,US,41.7019183,-86.2376697,http://fmichonneau.github.io/2016-03-07-notre-dame/
2016-03-07-uconn,DC,2016-03-07,19,University of Connecticut,US,41.808477,-72.254259,http://jrherr.github.io/2016-03-07-uconn
2016-03-08-TGAC,SWC,2016-03-08,19,The Genome Analysis Centre,GB,52.621697,-1.219289,http://mattdrew.github.io/2016-03-08-TGAC/
2016-03-09-ttt-uw,TTT,2016-03-09,14,University of Washington,US,47.653371,-122.3118098,http://uwescience.github.io/carpentry-instructor-training-2016-03-09-uw/
2016-03-10-CDT-reg-medicine,SWC,2016-03-10,10,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,GB,53.47614,-2.234798,http://softwaresaved.github.io/2016-03-10-CDT-reg-medicine
2016-03-12-Krakow,"SWC,unresponsive",2016-03-12,0,Cyfronet,PL,50.075672,19.909325,http://erkakrakow.pl/index.php/warsztaty/16-1-warsztaty-z-erka-software-carpentry
2016-03-12-ubc,"SWC,unresponsive",2016-03-12,0,University of British Columbia,CA,49.262465,-123.24509,http://computecanada.github.io/2016-03-12-ubc
2016-03-14-miami,SWC,2016-03-14,30,University of Miami,US,25.7193042,-80.281267,http://mkcor.github.io/2016-03-14-university-of-miami/
2016-03-14-okstate,SWC,2016-03-14,15,Oklahoma State University,US,36.123048,-97.069652,http://thomas-patrick-boyle.github.io/2016-03-14-okstate/
2016-03-15-OSLOdataGeo,"DC,unresponsive",2016-03-15,0,University of Oslo,NO,59.938175,10.722441,http://uio-carpentry.github.io/2016-03-15-OSLOdataGeo/
2016-03-15-Oslo-SWC,"SWC,unresponsive",2016-03-15,0,University of Oslo,NO,59.939673,10.723284,http://uio-carpentry.github.io/2016-03-15-Oslo-SWC/
2016-03-15-Oslo-data-bio,DC,2016-03-15,19,University of Oslo,NO,59.9396253,10.7210814,http://uio-carpentry.github.io/2016-03-15-Oslo-data-bio
2016-03-17-ou,SWC,2016-03-17,25,University of Oklahoma,US,35.208275,-97.445848,http://oulib-swc.github.io/2016-03-17-ou/
2016-03-19-brocku,SWC,2016-03-19,18,Brock University,CA,43.159374,-79.246863,http://computecanada.github.io/2016-03-19-brocku/
2016-03-21-uconn,SWC,2016-03-21,19,University of Connecticut,US,41.808431,-72.249523,http://butterflyology.github.io/2016-03-21-UConn/
2016-03-23-Imperial,SWC,2016-03-23,19,Imperial College London,GB,51.4988,-0.174877,http://hpcarcher.github.io/2016-03-23-Imperial/
2016-03-24-UFII-SWC,SWC,2016-03-23,18,University of Florida,US,29.648179,-82.34431,http://weecology.github.io/2016-03-24-UFII-SWC/
2016-03-28-miami,SWC,2016-03-28,19,University of Miami,US,25.719372,-80.279291,http://qjcg.github.io/2016-03-28-umiami/
2016-03-28-tucson,SWC,2016-03-28,12,University of Arizona,US,32.237973,-110.947101,http://jcoliver.github.io/2016-03-28-tucson/
2016-03-29-gif-sur-yvette,"SWC,unresponsive",2016-03-29,0,Unit of Neuroscience Information and Complexity,FR,48.705573,2.127672,http://paris-swc.github.io/2016-03-29-gif-sur-yvette/
2016-03-30-Python-for-Positive-Psychology,SWC,2016-03-29,58,University of Melbourne,AU,-37.803975,144.960809,http://alistairwalsh.github.io/2016-03-30-Python-for-Positive-Psychology/
2016-03-31-UNSW,SWC,2016-03-31,27,Intersect Australia,AU,-33.918488,151.227858,http://intersectaustralia.github.io/2016-03-31-UNSW/
2016-03-31-uw,SWC,2016-03-31,44,University of Washington,US,47.653371,-122.3118098,http://uwescience.github.io/2016-03-31-uw/
2016-04-02-UTA,SWC,2016-04-02,58,University of Texas Arlington,US,32.7334,-97.11322,http://annawilliford.github.io/2016-04-02-UTA/
2016-04-02-conestoga,SWC,2016-04-02,48,Conestoga College,CA,43.389485,-80.404178,http://ppomorsk.github.io/2016-04-02-conestoga/
2016-04-04-gonzaga,DC,2016-04-04,26,Gonzaga University,US,47.667666,-117.402992,http://datacarpentry.github.io/2016-04-04-gonzaga/
2016-04-04-ilmenau,SWC,2016-04-04,21,University of surrey,DE,50.68356,10.93261,http://mkuzak.github.io/2016-04-04-ilmenau/
2016-04-06-UON,SWC,2016-04-06,22,Intersect Australia,AU,-32.893143,151.698135,http://intersectaustralia.github.io/2016-04-06-UON/
2016-04-07-FederalReserveBoard,DC,2016-04-07,17,Federal Reserve Board,US,38.893403,-77.044948,https://johnrmoreau.github.io/2016-04-07-FederalReserveBoard/
2016-04-11-dsiti,SWC,2016-04-11,16,"Department of Science, Information Technology and Innovation",AU,-27.4948627,153.0281487,https://bio-swc-bne.github.io/2016-04-11-dsiti/
2016-04-11-unc,SWC,2016-04-11,28,University of North Carolina,US,35.9057071,-79.052869,http://kcranston.github.io/2016-04-11-UNC/
2016-04-12-UTS,SWC,2016-04-12,21,Intersect Australia,AU,-33.880858,151.201299,http://jberghold.github.io/2016-04-12-UTS/
2016-04-12-boston_university,DC,2016-04-12,21,Boston University,US,41.7901128,-87.6007318,https://iglpdc.github.io/2016-04-11-bu
2016-04-12-usgs_denver_DC,DC,2016-04-12,27,United States Geological Survey,US,,,http://neondataskills.org/workshop-event/NEON-DC-Spatial-04-12-2016
2016-04-12-usgs_denver_SWC,SWC,2016-04-12,31,United States Geological Survey,US,39.704709,-105.081373,http://mperignon.github.io/2016-04-12-USGS/
2016-04-13-training-online,"TTT,online",2016-04-13,33,Software Carpentry,W3,-48.876667,-123.393333,http://swcarpentry.github.io/2016-04-13-training-online
2016-04-14-jacksonlabs,DC,2016-04-14,25,Jackson Laboratory,US,44.366245,-68.196586,http://smcclatchy.github.io/2016-04-14-jackson/
2016-04-14-ucsb,SWC,2016-04-14,40,University of California Santa Barbara,US,34.4125,-119.8481,http://mqwilber.github.io/2016-04-14-ucsb/
2016-04-15-UCSB,SWC,2016-04-15,40,University of California Santa Barbara,US,34.414157,-119.845423,http://remi-daigle.github.io/2016-04-15-UCSB/
2016-04-17-instructor-training-nwu,TTT,2016-04-17,23,North-West University,ZA,-26.683524,27.11432,http://swcarpentry.github.io/2016-04-17-instructor-training-nwu/
