slug,tag_name,start_date,attendance,host_name,country,latitude,longitude
2012-11-28-unc,SWC,2012-11-28,41,University of North Carolina,US,34.2274248,-77.8791793
2012-11-30-hawaii,SWC,2012-11-30,46,University of Hawaii,US,21.3006615,-157.8191655
2012-12-04-edinburgh,SWC,2012-12-04,36,University of Edinburgh,GB,55.9453279,-3.1911838
2012-12-10-uta,SWC,2012-12-10,79,University of Texas (Austin),US,30.2835989,-97.7344283
2013-01-06-ttt-online,"TTT,online",2013-01-06,12,Software Carpentry,W3,-48.876667,-123.393333
2013-01-11-ubc,SWC,2013-01-11,18,University of British Columbia,CA,49.2617149,-123.2534305
2013-01-12-chicago,SWC,2013-01-12,54,University of Chicago,US,41.7901128,-87.6007318
2013-01-12-mcgill,SWC,2013-01-12,40,McGill University,CA,45.4174172,-73.9489284
2013-01-12-waterloo,SWC,2013-01-12,24,University of Waterloo,CA,43.4691285,-80.5398649
2013-01-21-ubc,SWC,2013-01-21,24,University of British Columbia,CA,49.260605,-123.245994
2013-01-22-tum,SWC,2013-01-22,25,Technical University Munich,DE,48.264934,11.669121
2013-01-24-camh,SWC,2013-01-24,28,Centre for Addiction and Mental Health,CA,43.6471184,-79.3942998
2013-01-25-tuebingen,SWC,2013-01-25,40,Max Planck Institute Tuebingen,DE,48.5369804,9.058935
2013-01-30-columbia,SWC,2013-01-30,133,Columbia University,US,40.8080777,-73.9635678
2013-01-31-vt,SWC,2013-01-31,35,Virginia Tech,US,37.2283843,-80.4234167
2013-02-05-ubc,SWC,2013-02-05,30,University of British Columbia,CA,49.2617149,-123.2534305
2013-02-06-qmul,SWC,2013-02-06,27,Queen Mary University London,GB,51.524067,-0.040374
2013-02-07-macquarie,SWC,2013-02-07,38,Macquarie University,AU,-33.773636,151.112005
2013-02-14-amos,SWC,2013-02-14,68,AMOS Conference (Melbourne),AU,-37.8253285,144.9516212
2013-02-25-uwash,SWC,2013-02-25,92,University of Washington,US,47.655965,-122.309377
2013-03-04-lbl,SWC,2013-03-04,60,Lawrence Berkeley National Laboratory,US,37.8759281,-122.2500418
2013-03-07-virginia,SWC,2013-03-07,34,University of Virginia,US,38.031441,-78.499356
2013-03-12-ttt-online,"TTT,online",2013-03-12,27,Software Carpentry,W3,-48.876667,-123.393333
2013-03-20-aub,SWC,2013-03-20,25,American University in Beirut,LB,33.900058,35.482727
2013-03-23-utahstate,SWC,2013-03-23,36,Utah State University,US,41.7449488,-111.8042944
2013-03-24-kaust,SWC,2013-03-24,20,King Abdullah University of Science and Technology,SA,22.3101,39.1259
2013-04-04-arizona,SWC,2013-04-04,35,University of Arizona,US,32.2363584,-110.9495396
2013-04-04-ucl,SWC,2013-04-04,31,University College London,GB,51.524789,-0.133578
2013-04-08-stellenbosch,SWC,2013-04-08,10,Stellenbosch University,ZA,-33.929492,18.865391
2013-04-11-egi,SWC,2013-04-13,20,European Grid Infrastructure,GB,53.467102,-2.233958
2013-04-13-ucb,SWC,2013-04-13,24,University of California Berkeley,US,37.8695,-122.258949
2013-04-18-manchester,SWC,2013-04-18,28,University of Manchester,GB,53.4783491,-2.2416052
2013-04-20-paris,SWC,2013-04-20,25,Telecom ParisTech,FR,48.82629,2.34642
2013-04-27-umaryland,SWC,2013-04-27,15,University of Maryland,US,39.291389,-76.625
2013-04-29-wisc,SWC,2013-04-29,30,University of Wisconsin - Madison,US,43.07718,-89.40399
2013-05-02-vu,SWC,2013-05-02,39,Vrije Universiteit,NL,52.33399,4.86305
2013-05-06-geomar,SWC,2013-05-06,32,GEOMAR (Kiel),DE,54.32707,10.18265
2013-05-06-hhmi,SWC,2013-05-06,35,Howard Hughes Medical Institute,US,39.07141,-77.46427
2013-05-06-stanford,SWC,2013-05-06,50,Stanford University,US,37.42949,-122.17186
2013-05-09-lbl,SWC,2013-05-09,24,Lawrence Berkeley National Laboratory,US,37.8759281,-122.2500418
2013-05-09-mozilla,SWC,2013-05-09,28,Mozilla Foundation,CA,43.64712,-79.3943
2013-05-09-oxford,SWC,2013-05-09,33,University of Oxford,GB,51.759865,-1.258648
2013-05-12-ttt-online,"TTT,online",2013-05-12,45,Software Carpentry,W3,-48.876667,-123.393333
2013-05-13-ucdavis,SWC,2013-05-13,36,University of California Davis,US,38.54926,-121.76709
2013-05-16-nescent,SWC,2013-05-16,12,NESCENT,US,36.00803,-78.92323
2013-05-18-krakow,SWC,2013-05-18,28,Jagiellonian University,PL,50.060833,19.932778
2013-05-20-duke,SWC,2013-05-20,40,Duke University,US,36.00283,-78.93827
2013-05-23-ucar,SWC,2013-05-23,16,University Corporation for Atmospheric Research,US,40.03131,-105.2459
2013-05-23-umass,SWC,2013-05-23,39,University of Massachusetts,US,42.388889,-72.527778
2013-05-30-alberta,SWC,2013-05-30,37,University of Alberta,CA,53.52345,-113.526
2013-06-03-southampton,SWC,2013-06-03,48,University of Southampton,GB,50.937716,-1.395599
2013-06-03-tufts,SWC,2013-06-03,52,Tufts University,US,42.35076,-71.06274
2013-06-04-dssg,SWC,2013-06-04,43,University of Chicago,US,41.789722,-87.599722
2013-06-06-sfu,SWC,2013-06-06,37,Simon Fraser University,CA,49.276765,-122.917957
2013-06-10-salk,SWC,2013-06-09,36,Salk Institute,US,32.887151,-117.246212
2013-06-17-chicago,SWC,2013-06-17,44,University of Chicago,US,41.7901128,-87.6007318
2013-06-24-wise,"WiSE,SWC",2013-06-24,118,Software Carpentry,US,42.3625,-71.085
2013-06-25-scipy,SWC,2013-06-25,25,SciPy Conference,US,30.2835989,-97.7344283
2013-07-01-christchurch,SWC,2013-07-01,19,New Zealand eScience Infrastructure,NZ,-43.523333,172.581944
2013-07-01-oklahoma,SWC,2013-07-01,40,University of Oklahoma,US,35.20859,-97.44566
2013-07-03-oslo,SWC,2013-07-03,31,University of Oslo,NO,59.9399586,10.7217496
2013-07-08-wuhan,SWC,2013-07-08,24,Wuhan Institute of Virology,CN,30.538977502418366,114.32192802429199
2013-07-11-indiana,SWC,2013-07-11,28,Indiana University,US,39.1663815,-86.526621
2013-07-15-bath,SWC,2013-07-15,25,University of Bath,GB,51.3777431,-2.3263779
2013-07-15-vt,SWC,2013-07-15,21,Virginia Tech,US,37.2283843,-80.4234167
2013-07-16-cuahsi,SWC,2013-07-25,40,Utah State University,US,41.7408,-111.81416
2013-07-18-notredame,SWC,2013-07-18,41,University of Notre Dame,US,41.70522,-86.23531
2013-07-18-washington,SWC,2013-07-18,32,University of Washington,US,47.655,-122.303333
2013-07-27-cmu,SWC,2013-07-27,38,Carnegie Mellon University,US,40.443322,-79.943583
2013-08-04-esa,SWC,2013-08-04,12,Ecological Society of America,US,44.968657,-93.27457
2013-08-12-ttt-online,"TTT,online",2013-08-12,41,Software Carpentry,W3,-48.876667,-123.393333
2013-08-22-ku,SWC,2013-08-22,41,University of Kansas,US,38.9584551,-95.2432842
2013-08-27-erdc,SWC,2013-08-27,34,US Army Engineer Research and Development Center,US,32.3019199,-90.8733522
2013-08-28-wisc,SWC,2013-08-28,34,University of Wisconsin - Madison,US,43.07718,-89.40399
2013-09-05-iowa,SWC,2013-09-05,31,University of Iowa,US,41.66293,-91.56203
2013-09-12-bristol,SWC,2013-09-12,27,University of Bristol,GB,51.457971,-2.601474
2013-09-16-ISI,SWC,2013-09-16,27,Information Sciences Institute,US,34.020493,-118.281233
2013-09-16-stsci,SWC,2013-09-16,18,Space Telescope Science Institute,US,39.33272,-76.62327
2013-09-19-chicago,SWC,2013-09-19,49,University of Chicago,US,41.79149,-87.6027
2013-09-21-uwaterloo,SWC,2013-09-21,44,University of Waterloo,CA,43.468889,-80.54
2013-09-23-msu,SWC,2013-09-23,37,Michigan State University,US,42.724085,-84.476265
2013-09-24-acpfgA,SWC,2013-09-24,20,Australian Centre for Plant Functional Genomics,AU,-34.919159,138.60414
2013-09-26-ubc,SWC,2013-09-26,24,University of British Columbia,CA,49.261111,-123.253056
2013-09-27-ucl,SWC,2013-09-27,32,University College London,GB,51.524559,-0.13404
2013-09-30-ttt-online,"TTT,online",2013-09-30,57,Software Carpentry,W3,-48.876667,-123.393333
2013-10-01-acpfgM,SWC,2013-10-01,27,Australian Centre for Plant Functional Genomics,AU,-37.9083,145.138
2013-10-03-pasteur,SWC,2013-10-03,19,Pasteur Institute,FR,48.84042,2.31068
2013-10-09-canberra,SWC,2013-10-09,35,Australian National University,AU,-35.2777,149.11853
2013-10-17-uic,SWC,2013-10-17,40,University of Illinois at Chicago,US,41.870206,-87.666934
2013-10-24-greenwich,SWC,2013-10-24,36,"Greenwich Digital Enterprise, London",GB,51.50066,0.00663
2013-10-25-columbia,SWC,2013-10-25,27,New York University,US,40.8080777,-73.9635678
2013-10-29-vertpaleo,SWC,2013-10-29,8,Society of Vertebrate Paleontology,US,34.052778,-118.255833
2013-11-14-exeter,SWC,2013-11-14,23,University of Exeter,GB,50.735788,-3.535033
2013-11-14-whoi,SWC,2013-11-14,35,Woods Hole Oceanographic Institute,US,41.526667,-70.663056
2013-11-18-lbl,SWC,2013-11-18,32,Lawrence Berkeley National Laboratory,US,37.876889,-122.246693
2013-11-23-berkeley,SWC,2013-11-23,20,University of California Berkeley,US,37.876889,-122.246693
2013-11-25-unimelb,SWC,2013-11-25,36,University of Melbourne,AU,-37.7963,144.9614
2013-12-03-edinburgh,SWC,2013-12-03,34,University of Edinburgh,GB,55.921628,-3.174155
2013-12-03-sesync,SWC,2013-12-03,42,National Socio-Environmental Synthesis Center,US,38.976734,-76.503296
2013-12-12-glasgow,SWC,2013-12-12,43,Scottish Universities Physics Alliance,GB,55.87185,-4.29155
2013-12-16-dundee,SWC,2013-12-16,32,University of Dundee,GB,56.464,-2.97
2014-01-06-unb,SWC,2014-01-06,20,University of New Brunswick,CA,45.947214,-66.640325
2014-01-07-cam,SWC,2014-01-07,24,University of Cambridge,GB,52.209868,0.102439
2014-01-08-iastate,SWC,2014-01-08,64,Iowa State University,US,42.02662,-93.64647
2014-01-13-uri,SWC,2014-01-13,40,University of Rhode Island,US,41.492635,-71.422294
2014-01-13-wisc,SWC,2014-01-13,32,University of Wisconsin - Madison,US,43.07718,-89.40399
2014-01-14-manchester,SWC,2014-01-14,19,University of Manchester,GB,53.467972,-2.233154
2014-01-16-ttt-online,"TTT,online",2014-01-16,67,Software Carpentry,W3,-48.876667,-123.393333
2014-01-18-ucb,SWC,2014-01-18,21,University of California Berkeley,US,34.413963,-119.848947
2014-01-20-montreal,SWC,2014-01-20,26,Computer Research Institute of Montreal,CA,45.530677,-73.624497
2014-01-21-erdc,SWC,2014-01-21,26,US Army Engineer Research and Development Center,US,32.301199,-90.871617
2014-01-27-Stanford,SWC,2014-01-27,28,Stanford University,US,37.4225,-122.1653
2014-01-27-miami,SWC,2014-01-27,120,University of Miami,US,25.7174346,-80.2781389
2014-01-30-cse,SWC,2014-01-30,28,University of Illinois at Urbana-Champaign,US,40.093692,-88.237606
2014-01-30-mit,SWC,2014-01-30,30,Massachusetts Institute of Technology,US,42.361947,-71.090936
2014-01-31-ucsb,SWC,2014-01-31,36,University of California Santa Barbara,US,34.412114,-119.842014
2014-02-03-TGAC,SWC,2014-02-03,24,The Genome Analysis Centre,GB,52.6217629,-1.240993
2014-02-10-hobart,SWC,2014-02-10,37,AMOS Conference (Melbourne),AU,-42.8806,147.325
2014-02-11-toronto,SWC,2014-02-11,23,Mozilla Foundation,CA,43.64711,-79.39423
2014-02-13-UNSW,SWC,2014-02-13,38,University of New South Wales,AU,-33.91741,151.231307
2014-02-15-umkc,SWC,2014-02-15,27,University of Missouri-Kansas City,US,39.091816,-94.550378
2014-02-18-UCL,SWC,2014-02-18,27,University College London,GB,51.5243625,-0.134475
2014-02-18-UTS,SWC,2014-02-18,29,University of Technology Sydney,AU,-33.883898,151.201013
2014-02-18-aims,SWC,2014-02-18,24,African Institute of Mathematical Sciences,GH,5.161988,-1.165945
2014-02-22-SFU,SWC,2014-02-22,47,Simon Fraser University,CA,49.276765,-122.917957
2014-02-24-esac,SWC,2014-02-24,42,European Space Astronomy Centre,ES,40.46871,-3.94383
2014-02-28-ethz,SWC,2014-02-28,27,Swiss Federal Institute of Technology Zurich,CH,47.4103,8.508272
2014-03-10-uva,SWC,2014-03-10,37,University of Virginia,US,38.033553,-78.507977
2014-03-17-nyu,SWC,2014-03-17,70,New York University,US,40.729513,-73.996461
2014-03-17-purdue,SWC,2014-03-17,25,Purdue University,US,40.423784,-86.909696
2014-03-17-ucb,SWC,2014-03-17,74,University of California Berkeley,US,37.873913,-122.250563
2014-03-17-uw,SWC,2014-03-17,74,University of Washington,US,47.655335,-122.303519
2014-03-18-combine,SWC,2014-03-18,42,University of Melbourne,AU,-37.7963,144.9614
2014-04-02-uvic,SWC,2014-04-02,26,University of Victoria,CA,48.461821,-123.310443
2014-04-03-sdu,SWC,2014-04-03,20,University of Southern Denmark,DK,55.368735,10.426408
2014-04-04-ou,SWC,2014-04-04,39,University of Oklahoma,US,35.183121,-97.441238
2014-04-09-GARNET,SWC,2014-04-09,28,University of Warwick,GB,52.3802961,-1.563937
2014-04-09-ucar,SWC,2014-04-09,12,University Corporation for Atmospheric Research,US,40.031528,-105.245847
2014-04-14-pycon,SWC,2014-04-14,40,PyCon,CA,45.530677,-73.624497
2014-04-14-pycon-lib,SWC,2014-04-14,41,PyCon,CA,45.530677,-73.624497
2014-04-14-pycon-ngs,SWC,2014-04-14,39,PyCon,CA,45.530677,-73.624497
2014-04-14-pycon-r,SWC,2014-04-14,40,PyCon,CA,45.530677,-73.624497
2014-04-14-ttt-pycon,"TTT,online",2014-04-14,34,Software Carpentry,W3,-48.876667,-123.393333
2014-04-14-wise,"WiSE,SWC",2014-04-14,130,Software Carpentry,US,37.8734481,-122.2563972
2014-04-23-uib,SWC,2014-04-23,25,University of Bergen,NO,60.3812811,5.3291539
2014-04-24-ttt-online,"TTT,online",2014-04-24,58,Software Carpentry,W3,-48.876667,-123.393333
2014-04-28-ttt-mozilla,TTT,2014-04-28,43,Software Carpentry,CA,43.64711,-79.39423
2014-04-29-gwu,SWC,2014-04-29,23,George Washington University,US,39.059322,-77.445661
2014-05-05-mcmaster,SWC,2014-05-05,30,McMaster University,CA,43.2627392,-79.9175982
2014-05-08-datacarpentry,SWC,2014-05-08,30,NESCENT,US,37.876889,-122.246693
2014-05-08-soton,SWC,2014-05-08,39,University of Southampton,GB,50.893131,-1.39494
2014-05-12-cshl,SWC,2014-05-12,36,Cold Spring Harbor Laboratory,US,40.859197,-73.468704
2014-05-12-furg,SWC,2014-05-12,30,Universidade Federal do Rio Grande,BR,-32.06811,-52.16238
2014-05-12-oicr-toronto,SWC,2014-05-12,15,Mozilla Foundation,CA,43.64711,-79.39423
2014-05-12-ubc,SWC,2014-05-12,16,University of British Columbia,CA,49.26508,-123.25378
2014-05-19-scilifelab,SWC,2014-05-19,54,"Science Life Lab, Stockholm",SE,59.329323,18.068581
2014-05-19-ucl,SWC,2014-05-19,12,University College London,GB,51.524559,-0.13404
2014-05-23-csdms,SWC,2014-05-23,39,Community Surface Dynamics Modeling System,US,40.013187,-105.253465
2014-05-29-ucsd,SWC,2014-05-29,39,Scripps Institute,US,32.867307,-117.252586
2014-06-02-icl-geo,"SWC,unresponsive",2014-06-02,,Imperial College London,GB,51.499715,-0.174904
2014-06-02-monash,SWC,2014-06-02,36,Monash University,AU,-37.915211,145.134682
2014-06-02-ou,SWC,2014-06-02,12,University of Oklahoma,US,35.183121,-97.441238
2014-06-03-cern,SWC,2014-06-04,31,Universita di Pisa,IT,43.720699,10.408022
2014-06-04-cornell,SWC,2014-06-04,43,Cornell University,US,42.449286,-76.476284
2014-06-05-ttt-online,"TTT,online",2014-06-05,29,Software Carpentry,W3,-48.876667,-123.393333
2014-06-10-cyi,SWC,2014-06-10,25,Cyprus Institute,CY,35.164972,33.361289
2014-06-10-spelman,SWC,2014-06-10,49,Spelman College,US,33.745,-84.409
2014-06-11-ttt-online,"TTT,online",2014-06-11,59,Software Carpentry,W3,-48.876667,-123.393333
2014-06-15-khbp,SWC,2014-06-15,34,SESAME,JO,31.956578,35.945695
2014-06-16-claremont,SWC,2014-06-16,81,Claremont Colleges,US,34.102082,-117.711183
2014-06-16-davis,SWC,2014-06-16,82,University of California Davis,US,38.5397144,-121.7490892
2014-06-16-duke,SWC,2014-06-16,33,Duke University,US,36.009706,-78.941628
2014-06-16-toronto,SWC,2014-06-16,38,Mozilla Foundation,CA,43.64711,-79.39423
2014-06-20-yale,SWC,2014-06-20,38,Yale University,US,41.317165,-72.923847
2014-06-22-caims,SWC,2014-06-22,6,Canadian Applied and Industrial Mathematics Society,CA,52.127165,-106.658892
2014-06-24-ru,SWC,2014-06-24,53,Rockefeller University,US,40.76332,-73.955464
2014-06-24-wise-penn,"WiSE,SWC",2014-06-24,54,University of Pennsylvania,US,39.94733,-75.193134
2014-06-25-Reading,SWC,2014-06-25,27,University of Reading,GB,51.4419,-0.9456
2014-06-26-nd,SWC,2014-06-26,34,University of Notre Dame,US,41.705467,-86.235296
2014-06-30-stanford,SWC,2014-06-30,30,Stanford University,US,37.431904,-122.175787
2014-07-02-smu,SWC,2014-07-02,39,Saint Mary's University,CA,44.631627,-63.580168
2014-07-08-stonybrook,SWC,2014-07-08,33,Stony Brook University,US,40.918188,-73.122074
2014-07-08-wise-toronto,"WiSE,SWC",2014-07-08,44,University of Toronto,CA,43.659641,-79.396792
2014-07-10-Nottingham,SWC,2014-07-10,25,University of Nottingham,GB,52.938636,-1.195158
2014-07-10-esip,SWC,2014-07-10,18,Federation of Earth Science Information Partners,US,39.582399,-106.098913
2014-07-14-Dalhousie,SWC,2014-07-14,34,Dalhousie University,CA,44.6372747,-63.5889263
2014-07-17-aspb,SWC,2014-07-17,38,American Society of Plant Biologists,US,45.5175515,-122.6799365
2014-07-19-umich,SWC,2014-07-19,38,University of Michigan,US,41.7901128,-87.6007318
2014-07-21-cranfield,SWC,2014-07-21,28,Cranfield University,GB,52.074389,-0.629225
2014-07-23-jfrc,SWC,2014-07-23,26,Howard Hughes Medical Institute,US,39.0714096,-77.46427019999999
2014-07-24-beacon,DC,2014-07-24,35,BEACON,US,42.723303,-84.47978
2014-07-28-stanford,SWC,2014-07-28,35,Stanford University,US,37.431904,-122.175787
2014-07-30-pyconaus,SWC,2014-07-30,40,University of Queensland,AU,-27.50142,153.01515
2014-08-05-frf,SWC,2014-08-05,8,US Army Engineer Research and Development Center,US,36.192977,-75.761568
2014-08-11-wustl,SWC,2014-08-11,56,Washington University in St. Louis,US,38.6350207,-90.2630784
2014-08-12-vu,SWC,2014-08-12,40,Vanderbilt University,US,36.1422857,-86.8020581
2014-08-14-stanford,SWC,2014-08-14,35,Stanford University,US,37.4320382,-122.175779
2014-08-18-ufrj,SWC,2014-08-18,15,Universidade Federal do Rio de Janeiro,BR,-22.954318,-43.174687
2014-08-18-unimelb,SWC,2014-08-18,45,University of Melbourne,AU,-37.7963,144.9614
2014-08-21-kiel,SWC,2014-08-21,35,GEOMAR (Kiel),DE,54.346504,10.115453
2014-08-21-upenn,SWC,2014-08-21,25,University of Pennsylvania,US,39.952803,-75.189727
2014-08-23-ttu,SWC,2014-08-23,29,Texas Tech University,US,33.578205,-101.85512
2014-08-25-wisc,SWC,2014-08-25,37,University of Wisconsin - Madison,US,43.074974,-89.406738
2014-08-26-cam,SWC,2014-08-26,25,University of Cambridge,GB,52.201893,0.12303
2014-08-28-ufrgs,SWC,2014-08-28,30,Universidade Federal do Rio Grande do Sul,BR,-30.0762942,-51.1245446
2014-09-01-ccsl,SWC,2014-09-01,12,Centro de Competencia em Software Livre,BR,-23.558745,-46.731859
2014-09-04-ccsl,SWC,2014-09-04,14,Centro de Competencia em Software Livre,BR,-23.558745,-46.731859
2014-09-10-ttt-online,"TTT,online",2014-09-10,81,Software Carpentry,W3,-48.876667,-123.393333
2014-09-11-udel,SWC,2014-09-11,40,University of Delaware,US,39.678214,-75.750622
2014-09-13-uwaterloo,SWC,2014-09-13,25,University of Waterloo,CA,43.473269,-80.538639
2014-09-15-unimelb,SWC,2014-09-15,44,University of Melbourne,AU,-37.7963,144.9614
2014-09-16-imperial,SWC,2014-09-16,31,Imperial College London,GB,51.499471,-0.1764
2014-09-18-chicago,SWC,2014-09-18,40,University of Chicago,US,41.7901128,-87.6007318
2014-09-22-lbl,SWC,2014-09-22,20,Lawrence Berkeley National Laboratory,US,37.8759281,-122.2500418
2014-09-22-ttt-uva,"TTT,online",2014-09-22,31,Software Carpentry,W3,-48.876667,-123.393333
2014-09-24-frb,SWC,2014-09-24,19,Federal Reserve Board,US,38.892944,-77.044877
2014-09-25-ubc,SWC,2014-09-25,24,University of British Columbia,CA,49.263,-123.252
2014-09-27-asu,SWC,2014-09-27,35,Arizona State University,US,33.419982,-111.934157
2014-09-29-iDigBio,DC,2014-09-29,24,iDigBio,US,42.723303,-84.47978
2014-09-30-msu,SWC,2014-09-30,19,Michigan State University,US,42.724324,-84.476082
2014-10-06-indiana,SWC,2014-10-06,12,Indiana University,US,39.171706,-86.499819
2014-10-06-osu,SWC,2014-10-06,30,Ohio State,US,40.003486,-83.037452
2014-10-06-rotman,SWC,2014-10-06,71,University of Toronto,CA,43.665263,-79.39862
2014-10-11-yale,SWC,2014-10-11,17,Yale University,US,41.3181294,-72.9237981
2014-10-13-geosim,SWC,2014-10-13,28,GFZ Potsdam,DE,37.876889,-122.246693
2014-10-13-rice,SWC,2014-10-13,40,Rice University,US,29.71996,-95.400902
2014-10-22-ttt-tgac,"TTT,online",2014-10-22,41,Software Carpentry,W3,-48.876667,-123.393333
2014-10-30-utoronto,SWC,2014-10-30,24,University of Toronto,CA,43.662152,-79.394085
2014-10-31-USyd,SWC,2014-10-31,27,University of Sydney,AU,-33.887526,151.190262
2014-10-31-nw,SWC,2014-10-31,50,Northwestern University,US,42.056459,-87.675267
2014-11-05-UCL,SWC,2014-11-05,27,University College London,GB,51.525004,-0.132013
2014-11-05-uclhep,SWC,2014-11-05,16,University College London,GB,51.524559,-0.13404
2014-11-06-UZH,SWC,2014-11-06,36,University of Zurich,CH,47.396018,8.5524058
2014-11-06-fmv,SWC,2014-11-06,21,Universite de Montreal,CA,45.619605,-72.963607
2014-11-07-harvard,SWC,2014-11-07,37,Harvard University,US,42.382136,-71.127843
2014-11-10-manchester,SWC,2014-11-10,29,University of Manchester,GB,53.463651,-2.227592
2014-11-12-embl,SWC,2014-11-12,23,European Molecular Biology Laboratory,DE,49.38485,8.71074
2014-11-12-ttt-washington,TTT,2014-11-12,20,Software Carpentry,US,47.6553433,-122.3051293
2014-11-17-liverpool,SWC,2014-11-17,30,University of Liverpool,GB,53.4087914,-2.9723748
2014-11-24-leeds,SWC,2014-11-24,20,University of Leeds,GB,53.807,-1.5607
2014-11-27-elixiruk-manchester,SWC,2014-11-27,29,University of Manchester,GB,53.467293,-2.233876
2014-11-27-uct,SWC,2014-11-27,84,University of Cape Town,ZA,-33.9574965,18.4622421
2014-12-03-edinburgh,SWC,2014-12-03,35,University of Edinburgh,GB,55.921628,-3.174155
2014-12-06-wise-krakow,SWC,2014-12-06,72,Jagiellonian University,PL,50.0677112,19.9124284
2014-12-08-combine-r,SWC,2014-12-08,42,University of Melbourne,AU,-37.800138,144.959285
2014-12-11-ufsc,SWC,2014-12-11,17,Universidade Federal de Santa Catarina,BR,-27.59803,-48.51514
2014-12-11-ugsupa,SWC,2014-12-11,14,University of Glasgow,GB,55.871709,-4.291651
2014-12-15-UChicago,SWC,2014-12-15,16,University of Chicago,US,41.790743,-87.601077
2014-12-16-lbl,SWC,2014-12-16,27,Lawrence Berkeley National Laboratory,US,37.8706976,-122.30098
2014-12-18-yale,SWC,2014-12-18,18,Yale University,US,41.317623,-72.923169
2015-01-03-aas,SWC,2015-01-03,27,American Astronomical Society,US,47.6117,-122.3325
2015-01-05-wise-cuboulder,"WiSE,SWC",2015-01-05,27,University of Colorado,US,40.00796,-105.264317
2015-01-05-wise-umich,"WiSE,SWC",2015-01-05,57,University of Michigan,US,42.29932560385452,-83.70677590370178
2015-01-06-ttt-ucdavis,"TTT,online",2015-01-06,44,Software Carpentry,W3,-48.876667,-123.393333
2015-01-07-instaar,SWC,2015-01-07,8,Institute of Arctic and Alpine Research,US,40.013294,-105.25189
2015-01-08-NIH,SWC,2015-01-08,30,National Institutes of Health,US,39.00281,-77.10444
2015-01-08-nber,SWC,2015-01-08,37,National Bureau of Economic Research,US,42.36997,-71.113038
2015-01-08-unl,SWC,2015-01-08,40,University of Nebraska,US,40.819348,-96.704387
2015-01-08-uoit,SWC,2015-01-08,24,University of Ontario Institute of Technology,CA,43.945879,-78.896292
2015-01-10-mcgill,SWC,2015-01-10,42,McGill University,CA,45.50738,-73.57908
2015-01-10-st_josephs,SWC,2015-01-10,6,"St. Joseph's Hospital, Phoenix AZ",US,33.480726,-112.079483
2015-01-11-earlham,SWC,2015-01-11,58,Earlham College,US,39.82391,-84.913179
2015-01-13-oxford,SWC,2015-01-13,28,University of Oxford,GB,51.75211,-1.215238
2015-01-13-wisc,SWC,2015-01-13,37,University of Wisconsin - Madison,US,43.074974,-89.406738
2015-01-14-leeds,SWC,2015-01-14,22,University of Leeds,GB,53.8057,-1.5557
2015-01-14-oxford,SWC,2015-01-14,67,University of Oxford,GB,51.759155,-1.25596
2015-01-15-cornell,DC,2015-01-15,41,Cornell University,US,42.448938,-76.476148
2015-01-15-umd,DC,2015-01-15,30,University of Maryland,US,38.988202,-76.941699
2015-01-15-uw,SWC,2015-01-15,59,University of Washington,US,47.653371,-122.3118098
2015-01-26-tulane,SWC,2015-01-26,47,Tulane University,US,29.936756,-90.122193
2015-01-27-msu_icer,SWC,2015-01-27,12,Michigan State University,US,42.724058,-84.476158
2015-01-27-ubc,SWC,2015-01-27,31,University of British Columbia,CA,49.26,-123.25
2015-01-29-ncsu,SWC,2015-01-29,24,North Carolina State University,US,35.769,-78.676
2015-01-29-sickkids,SWC,2015-01-29,37,"Hospital for Sick Children, Toronto",CA,43.65,-79.38
2015-01-29-uiuc,SWC,2015-01-29,29,University of Illinois at Urbana-Champaign,US,40.093692,-88.237606
2015-01-31-ualbany,SWC,2015-01-31,23,SUNY Albany,US,42.687679,-73.826551
2015-02-01-ttt-online,"TTT,online",2015-02-01,127,Software Carpentry,W3,-48.876667,-123.393333
2015-02-03-CDT-reg-medicine,SWC,2015-02-03,11,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,GB,53.4773,-2.2374
2015-02-05-toronto,SWC,2015-02-05,28,University of Toronto,CA,43.664928,-79.399387
2015-02-09-ucdavis,DC,2015-02-09,25,University of California Davis,US,38.544907,-121.740517
2015-02-11-ttt-melbourne,"TTT,online",2015-02-11,46,Software Carpentry,W3,-48.876667,-123.393333
2015-02-14-ucla,SWC,2015-02-14,47,University of California Los Angeles,US,34.074971,-118.441438
2015-02-16-resbaz-matlab,SWC,2015-02-16,17,University of Melbourne,AU,-37.799243,144.964422
2015-02-16-resbaz-python,SWC,2015-02-16,47,University of Melbourne,AU,-37.799243,144.964422
2015-02-16-resbaz-r,SWC,2015-02-16,43,University of Melbourne,AU,-37.799243,144.964422
2015-02-21-Krakow,SWC,2015-02-21,36,Jagiellonian University,PL,50.062828,19.925101
2015-02-21-iplant,SWC,2015-02-21,55,iPlant,US,32.231892,-110.949373
2015-02-21-uci,SWC,2015-02-21,50,University of California Irvine,US,33.64326,-117.84192
2015-02-23-canterbury,SWC,2015-02-23,37,University of Canterbury,NZ,-43.523736,172.582784
2015-02-25-seoul,SWC,2015-02-25,12,Korea Radio Promotion Association,KR,37.5461345,126.8806653
2015-02-25-ucl,SWC,2015-02-25,14,University College London,GB,51.521882,-0.134084
2015-02-26-Oslo,SWC,2015-02-26,27,University of Oslo,NO,59.94,10.723
