slug,tag_name,start_date,attendance,host_name,country,latitude,longitude
2016-02-01-BrisbaneResBaz-R,SWC,2016-02-01,34,Queensland University of Technology,AU,-27.476664,153.027965
2016-02-01-ResBaz,SWC,2016-02-01,22,University of Sydney,AU,-33.8880085,151.186698
2016-02-01-ResBaz-Sydney-RBeginner,SWC,2016-02-01,15,University of Sydney,AU,-33.887371,151.190656
2016-02-01-oslo,"DC,unresponsive",2016-02-01,0,University of Oslo,NO,59.94012,10.723464
2016-02-01-perth,SWC,2016-02-01,78,Curtin University,AU,-32.0664622,115.8301415
2016-02-01-python-resbaz-2016,"SWC,unresponsive",2016-02-01,,University of Melbourne,AU,-37.797915,144.959933
2016-02-01-rezbazsydneypython,SWC,2016-02-01,23,University of Sydney,AU,-33.887348,151.19009
2016-02-02-SFU,"SWC,unresponsive",2016-02-02,0,Simon Fraser University,CA,49.27966,-122.918856
2016-02-02-auckland,SWC,2016-02-02,50,University of Auckland,NZ,-36.852821,174.771055
2016-02-02-otago,SWC,2016-02-02,51,University of Otago,NZ,-45.8680799,170.5208659
2016-02-04-ornl,SWC,2016-02-04,15,Oak Ridge National Laboratory,US,35.931306,-84.310417
2016-02-04-us_geo_survey,SWC,2016-02-04,32,United States Geological Survey,US,35.214407,-111.634113
2016-02-05-nyas-R,SWC,2016-02-05,26,New York Academy of Sciences,US,40.713388,-74.012076
2016-02-05-nyas-python,SWC,2016-02-05,32,New York Academy of Sciences,US,40.713351,-74.0121272
2016-02-06-uguelph,SWC,2016-02-06,27,University of Guelph,CA,43.531468,-80.227913
2016-02-08-NCSA,SWC,2016-02-08,14,University of Illinois at Chicago,US,40.114821,-88.225001
2016-02-16-EPCC,SWC,2016-02-16,22,University of Edinburgh,GB,55.9216414,-3.1738225
2016-02-16-NIH,SWC,2016-02-16,21,National Institutes of Health,US,39.002793,-77.104493
2016-02-16-training-online,"TTT,online",2016-02-16,27,Software Carpentry,W3,-48.876667,-123.393333
2016-02-16-ualberta,SWC,2016-02-16,14,University of Alberta,CA,53.522084,-113.526331
2016-02-17-UCL_software_carpentry,SWC,2016-02-17,35,University College London,GB,51.52538039,-0.132326449
2016-02-17-queens,"SWC,unresponsive",2016-02-17,0,Queen's University,CA,44.2277927,-76.4993331
2016-02-18-cracov-acc-cyfronet,"SWC,unresponsive",2016-02-18,0,Cyfronet,PL,50.069013,19.909226
2016-02-18-ucalgary,SWC,2016-02-18,10,University of Calgary,CA,51.077752,-114.130029
2016-02-22-iastate,DC,2016-02-22,26,Iowa State University,US,42.025911,-93.64597
2016-02-22-miami-dc,DC,2016-02-22,29,University of Miami,US,25.790369,-80.210732
2016-02-22-training-ucdavis,TTT,2016-02-22,25,University of California Davis,US,38.539657,-121.749518
2016-02-22-tulane,SWC,2016-02-22,24,Tulane University,US,29.956787,-90.080316
2016-02-22-ubco,"SWC,unresponsive",2016-02-22,0,University of British Columbia,CA,49.93912,-119.394442
2016-02-22-upenn,SWC,2016-02-22,22,University of Pennsylvania,US,39.950664,-75.192281
2016-02-25-NCSA,SWC,2016-02-25,26,University of Illinois at Chicago,US,40.114821,-88.225001
2016-02-25-clemson,SWC,2016-02-25,20,Clemson University,US,34.674915,-82.835256
2016-02-29-UMichigan,SWC,2016-02-29,46,University of Michigan,US,42.283501,-83.733845
2016-03-01-Universite-Laval,SWC,2016-03-01,19,University of Laval,CA,46.7788264,-71.2751692
2016-03-02-NMFS-Seattle,SWC,2016-03-02,34,National Oceanic and Atmospheric Administration,US,47.68556,-122.25389
2016-03-04-ucmp,DC,2016-03-03,36,University of California Museum of Paleontology,US,37.871215,-122.262385
2016-03-07-boston,DC,2016-03-07,39,Boston College,US,42.336529,-71.169151
2016-03-07-notredame,DC,2016-03-07,15,University of Notre Dame,US,41.7019183,-86.2376697
2016-03-07-uconn,DC,2016-03-07,19,University of Connecticut,US,41.808477,-72.254259
2016-03-08-TGAC,SWC,2016-03-08,19,The Genome Analysis Centre,GB,52.621697,-1.219289
2016-03-09-ttt-uw,TTT,2016-03-09,14,University of Washington,US,47.653371,-122.3118098
2016-03-10-CDT-reg-medicine,SWC,2016-03-10,10,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,GB,53.47614,-2.234798
2016-03-12-Krakow,"SWC,unresponsive",2016-03-12,0,Cyfronet,PL,50.075672,19.909325
2016-03-12-ubc,"SWC,unresponsive",2016-03-12,0,University of British Columbia,CA,49.262465,-123.24509
2016-03-14-miami,SWC,2016-03-14,30,University of Miami,US,25.7193042,-80.281267
2016-03-14-okstate,SWC,2016-03-14,15,Oklahoma State University,US,36.123048,-97.069652
2016-03-15-OSLOdataGeo,"DC,unresponsive",2016-03-15,0,University of Oslo,NO,59.938175,10.722441
2016-03-15-Oslo-SWC,"SWC,unresponsive",2016-03-15,0,University of Oslo,NO,59.939673,10.723284
2016-03-15-Oslo-data-bio,DC,2016-03-15,19,University of Oslo,NO,59.9396253,10.7210814
2016-03-17-ou,SWC,2016-03-17,25,University of Oklahoma,US,35.208275,-97.445848
2016-03-19-brocku,SWC,2016-03-19,18,Brock University,CA,43.159374,-79.246863
2016-03-21-uconn,SWC,2016-03-21,19,University of Connecticut,US,41.808431,-72.249523
2016-03-23-Imperial,SWC,2016-03-23,19,Imperial College London,GB,51.4988,-0.174877
2016-03-24-UFII-SWC,SWC,2016-03-23,18,University of Florida,US,29.648179,-82.34431
2016-03-28-miami,SWC,2016-03-28,19,University of Miami,US,25.719372,-80.279291
2016-03-28-tucson,SWC,2016-03-28,12,University of Arizona,US,32.237973,-110.947101
2016-03-29-gif-sur-yvette,"SWC,unresponsive",2016-03-29,0,Unit of Neuroscience Information and Complexity,FR,48.705573,2.127672
2016-03-30-Python-for-Positive-Psychology,SWC,2016-03-29,58,University of Melbourne,AU,-37.803975,144.960809
2016-03-31-UNSW,SWC,2016-03-31,27,Intersect Australia,AU,-33.918488,151.227858
2016-03-31-uw,SWC,2016-03-31,44,University of Washington,US,47.653371,-122.3118098
2016-04-02-UTA,SWC,2016-04-02,58,University of Texas Arlington,US,32.7334,-97.11322
2016-04-02-conestoga,SWC,2016-04-02,48,Conestoga College,CA,43.389485,-80.404178
2016-04-04-gonzaga,DC,2016-04-04,26,Gonzaga University,US,47.667666,-117.402992
2016-04-04-ilmenau,SWC,2016-04-04,21,University of surrey,DE,50.68356,10.93261
2016-04-06-UON,SWC,2016-04-06,22,Intersect Australia,AU,-32.893143,151.698135
2016-04-07-FederalReserveBoard,DC,2016-04-07,17,Federal Reserve Board,US,38.893403,-77.044948
2016-04-11-dsiti,SWC,2016-04-11,16,"Department of Science, Information Technology and Innovation",AU,-27.4948627,153.0281487
2016-04-11-unc,SWC,2016-04-11,28,University of North Carolina,US,35.9057071,-79.052869
2016-04-12-UTS,SWC,2016-04-12,21,Intersect Australia,AU,-33.880858,151.201299
2016-04-12-boston_university,DC,2016-04-12,21,Boston University,US,41.7901128,-87.6007318
2016-04-12-usgs_denver_DC,DC,2016-04-12,27,United States Geological Survey,US,,
2016-04-12-usgs_denver_SWC,SWC,2016-04-12,31,United States Geological Survey,US,39.704709,-105.081373
2016-04-13-training-online,"TTT,online",2016-04-13,33,Software Carpentry,W3,-48.876667,-123.393333
2016-04-14-jacksonlabs,DC,2016-04-14,25,Jackson Laboratory,US,44.366245,-68.196586
2016-04-14-ucsb,SWC,2016-04-14,40,University of California Santa Barbara,US,34.4125,-119.8481
2016-04-15-UCSB,SWC,2016-04-15,40,University of California Santa Barbara,US,34.414157,-119.845423
2016-04-17-instructor-training-nwu,TTT,2016-04-17,23,North-West University,ZA,-26.683524,27.11432
2016-04-18-USYD,SWC,2016-04-18,18,Intersect Australia,AU,-33.887362,151.188741
2016-04-18-leeds,SWC,2016-04-18,18,University of Leeds,GB,53.808116,-1.55231
2016-04-18-pfr,SWC,2016-04-18,36,New Zealand eScience Infrastructure,NZ,-36.890812,174.725736
2016-04-19-GriffithUni,SWC,2016-04-19,22,Griffith University,AU,-27.552079,153.054078
2016-04-19-USDA-Athens-GA,DC,2016-04-19,30,United States Deparment of Agriculture,US,33.9250964,-83.3606096
2016-04-23-OSU-Spring,DC,2016-04-23,15,Ohio State,US,44.5650684,-123.2760448
2016-04-25-UW-mke,SWC,2016-04-25,27,University of Wisconsin - Madison,US,43.017486,-87.904112
2016-04-25-stanford,SWC,2016-04-25,47,Stanford University,US,37.430674,-122.164824
2016-04-25-utoronto,SWC,2016-04-25,29,University of Toronto,CA,43.66455,-79.399462
2016-04-27-NIH,SWC,2016-04-27,20,National Institutes of Health,US,39.2927983,-76.5508272
2016-04-27-ou,SWC,2016-04-27,12,University of Oklahoma,US,35.208275,-97.445848
2016-04-28-ualberta,SWC,2016-04-28,16,University of Alberta,CA,53.527609,-113.522002
2016-04-28-upenn,SWC,2016-04-28,17,University of Pennsylvania,US,39.9498678,-75.2003543
2016-04-29-ucsf,SWC,2016-04-29,55,University of California San Francisco,US,37.767411,-122.390344
2016-05-02-umichigan,SWC,2016-05-02,22,University of Michigan,US,42.283501,-83.733845
2016-05-04-dupont,DC,2016-05-04,26,Dupont Industrial Biosciences,US,37.418962,-122.145905
2016-05-04-instructor-training-ssi,TTT,2016-05-04,15,SSI Software Sustainability Institute,GB,55.92155,-3.174546
2016-05-05-saintmarys,"SWC,unresponsive",2016-05-05,0,Saint Mary's University,CA,44.632284,-63.580241
2016-05-05-uwaterloo,"SWC,unresponsive",2016-05-05,0,University of Waterloo,CA,43.4679,-80.5432
2016-05-06-RDAP16-Atlanta,DC,2016-05-06,35,Association for Information Science and Technology,US,33.7591465,-84.3950201
2016-05-07-Krakow,SWC,2016-05-07,13,Cyfronet,PL,50.069013,19.909226
2016-05-09-utoronto,SWC,2016-05-09,37,University of Toronto,CA,43.66455,-79.399462
2016-05-11-ttt-compute-canada,TTT,2016-05-11,27,Software Carpentry,CA,43.66096,-79.39972
2016-05-12-CharlesDarwinUni,"DC,unresponsive",2016-05-12,0,Charles Darwin University,AU,-12.3722,130.8689
2016-05-14-ubc,"SWC,unresponsive",2016-05-14,0,University of British Columbia,CA,49.262465,-123.24509
2016-05-16-CAM,DC,2016-05-16,34,University of Cambridge,GB,52.201951,0.122514
2016-05-16-csdms,SWC,2016-05-16,19,Community Surface Dynamics Modeling System,US,40.00961,-105.242285
2016-05-16-royalholloway,SWC,2016-05-16,0,"Royal Holloway, University of London",GB,51.4259853,-0.5646045
2016-05-16-scipyla,"SWC,unresponsive",2016-05-16,0,Universidade Federal de Santa Catarina,BR,-22.817387,-47.06843
2016-05-17-UBC,"SWC,unresponsive",2016-05-17,0,University of British Columbia,CA,49.266697,-123.254331
2016-05-17-ucsd,SWC,2016-05-17,21,University of California San Diego,US,32.87527,-117.236917
2016-05-18-ttt-online,"TTT,online",2016-05-18,23,Software Carpentry,W3,-48.876667,-123.393333
2016-05-21-ubc,SWC,2016-05-21,0,University of British Columbia,CA,49.262465,-123.24509
2016-05-23-BiodesignASU,SWC,2016-05-23,6,Arizona State University,US,33.419724,-111.928378
2016-05-23-nist,"unresponsive,SWC",2016-05-23,0,National Institute of Standards and Technology,US,39.13523,-77.216155
2016-05-23-okstate,SWC,2016-05-23,25,Oklahoma State University,US,36.123056,-97.069722
2016-05-23-unicamp,"SWC,unresponsive",2016-05-23,0,Universidade Estadual de Campinas,BR,-22.817387,-47.06843
2016-05-24-mcmaster,SWC,2016-05-24,32,McMaster University,CA,43.262245,-79.920286
2016-05-24-proto204,SWC,2016-05-24,39,Unit of Neuroscience Information and Complexity,FR,48.70009,2.16993
2016-05-25-culibraries,SWC,2016-05-25,24,University of Colorado,US,40.008719,-105.271012
2016-05-25-lunduni,SWC,2016-05-25,21,Lund University,SE,55.70746,13.194677
2016-05-25-ou_reu,SWC,2016-05-25,10,University of Oklahoma,US,35.181793,-97.440137
2016-05-26-NIH,DC,2016-05-26,22,National Institutes of Health,US,39.0027815,-77.1044218
2016-05-26-nist,"SWC,unresponsive",2016-05-26,0,National Institute of Standards and Technology,US,39.13523,-77.216155
2016-05-26-sfwmd,DC,2016-05-26,15,South Florida Water Management District,US,26.675907,-80.095131
2016-05-26-utoronto,"SWC,WiSE",2016-05-26,30,University of Toronto,CA,43.66455,-79.399462
2016-05-27-ccsl,"SWC,unresponsive",2016-05-27,0,Centro de Competencia em Software Livre,BR,-23.558745,-46.731859
2016-05-30-Zurich,DC,2016-05-30,40,University of Zurich,CH,47.397243,8.549121
2016-05-31-CQU-R,SWC,2016-05-31,11,CQUniversity,AU,-23.3241079,150.5194524
2016-05-31-NDIC,DC,2016-05-31,24,Society of Quality Assurance,US,39.7459,-105.0026
2016-05-31-puertorico,DC,2016-05-31,12,University of Puerto Rico,PR,18.2094459,-67.2105816
2016-06-01-mcgill,"SWC,unresponsive",2016-06-01,0,McGill University,CA,45.508983,-73.581343
2016-06-01-wisc,DC,2016-06-01,27,University of Wisconsin - Madison,US,43.0718462,-89.4100213
2016-06-02-frb_washingtondc,DC,2016-06-02,11,Federal Reserve Board,US,38.896683,-77.040452
2016-06-02-imagexd,SWC,2016-06-02,8,Berkeley Institute for Data Science,US,37.872208,-122.259493
2016-06-03-kansas_state,SWC,2016-06-03,30,Kansas State University,US,39.03913,-94.59284
2016-06-06-Bishops,"SWC,unresponsive",2016-06-06,0,Université Bishop's,CA,45.365938,-71.8490488
2016-06-06-GriffithUni-Python,"SWC,unresponsive",2016-06-06,0,Griffith University,AU,-27.962224,153.381897
2016-06-07-TGAC,SWC,2016-06-07,16,The Genome Analysis Centre,GB,52.62173,1.2183423
2016-06-07-albany,SWC,2016-06-07,18,New Zealand eScience Infrastructure,NZ,-36.734667,174.692639
2016-06-07-palmerstonnorth,SWC,2016-06-07,37,New Zealand eScience Infrastructure,NZ,-40.3846111,175.6162777
2016-06-07-ucincinnati,DC,2016-06-07,16,University of Cincinnati,US,39.1387745,-84.5065134
2016-06-08-ECSU,SWC,2016-06-08,16,Elizabeth City State University,US,36.282015,-76.214808
2016-06-08-LANGEBIO-Mexico,SWC,2016-06-08,31,Langebio,MX,20.7200628,-101.3323116
2016-06-08-researchpark,SWC,2016-06-08,8,University of Illinois at Urbana-Champaign,US,40.0911053,-88.2423438
2016-06-08-ttt-arizona,"TTT,online",2016-06-08,17,University of Arizona,W3,-48.876667,-123.393333
2016-06-08-ttt-online,"TTT,online",2016-06-08,7,Software Carpentry,W3,-48.876667,-123.393333
2016-06-08-uwmadison,SWC,2016-06-08,27,University of Wisconsin - Madison,US,43.0729124,-89.4124567
2016-06-09-Belfast,SWC,2016-06-09,26,Queen's University Belfast,GB,54.584409,-5.934049
2016-06-09-NIH,SWC,2016-06-09,27,National Institutes of Health,US,39.001716,-77.103979
2016-06-09-nyu,SWC,2016-06-09,37,New York University,US,40.72672,-73.997313
2016-06-11-Tucson,"unresponsive,SWC",2016-06-11,0,University of Arizona,US,32.231892,-110.949373
2016-06-13-cornell,DC,2016-06-13,31,Cornell University,US,42.448743,-76.47657
2016-06-14-uw,SWC,2016-06-14,27,University of Washington,US,47.653371,-122.3118098
2016-06-15-USDA-NOLA,DC,2016-06-15,11,United States Deparment of Agriculture,US,30.018648,-90.089545
2016-06-15-ou_bio,SWC,2016-06-15,22,University of Oklahoma,US,35.208275,-97.445848
2016-06-16-VetSciUnimelb,SWC,2016-06-16,38,COMBINE,AU,-37.7976642,144.9532509
2016-06-16-leeds,SWC,2016-06-16,12,University of Leeds,GB,53.808225,-1.562333
2016-06-17-ihub-nairobi,SWC,2016-06-17,16,"iHub, Nairobi, Kenya",KE,-1.2987187,36.788576
2016-06-20-Oslo-SWC,SWC,2016-06-20,11,University of Oslo,NO,59.939673,10.723284
2016-06-20-lausanne,SWC,2016-06-20,29,University of Lausanne,CH,46.5195381,6.5737971
2016-06-21-LTU,SWC,2016-06-21,10,Intersect Australia,AU,-37.720935,145.048445
2016-06-22-Christchurch,SWC,2016-06-22,40,New Zealand eScience Infrastructure,NZ,-43.526519,172.582944
2016-06-22-UCL_software_carpentry,SWC,2016-06-22,22,University College London,GB,51.521869,-0.134323
2016-06-23-CC,"DC,unresponsive",2016-06-23,,Compute Canada,CA,53.5270327,-113.521746
2016-06-23-basel,SWC,2016-06-23,18,SIB Swiss Institute of Bioinformatics,CH,47.559934,7.580651
2016-06-23-leeds,SWC,2016-06-23,22,University of Leeds,GB,53.809847,-1.555563
2016-06-23-ualberta-DC,DC,2016-06-23,15,University of Alberta,CA,53.527297,-113.519881
2016-06-27-cfmehu,SWC,2016-06-27,38,University of the Basque Country,ES,43.307939,-2.010632
2016-06-27-clemson,SWC,2016-06-27,25,Clemson University,US,34.674915,-82.835256
2016-06-27-leeds,SWC,2016-06-27,24,University of Leeds,GB,53.805495,-1.552041
2016-06-29-Otago,SWC,2016-06-29,23,University of Otago,NZ,-45.864437,170.513253
2016-06-29-frb_washingtondc,SWC,2016-06-29,14,Federal Reserve Board,US,38.896595,-77.040769
2016-06-29-leeds,SWC,2016-06-29,27,University of Leeds,GB,53.805573,-1.555464
2016-06-30-Oslo-ttt,TTT,2016-06-30,22,University of Oslo,NO,59.940171,10.7233982
2016-07-06-pnnl,SWC,2016-07-06,25,Pacific Northwest National Lab ,US,46.345195,-119.27923
2016-07-11-UNSW,SWC,2016-07-11,26,Intersect Australia,AU,-33.918488,151.227858
2016-07-11-UoA-winterbootcamp,"SWC,unresponsive",2016-07-11,,New Zealand eScience Infrastructure,NZ,-36.852231,174.768017
2016-07-11-UoA-winterbootcamp-II,"SWC,unresponsive",2016-07-11,,New Zealand eScience Infrastructure,NZ,-36.852622,174.767751
2016-07-11-bne-R,SWC,2016-07-11,1,University of Queensland,AU,-27.501425,153.01493
2016-07-11-ttt-scipy,TTT,2016-07-11,21,Software Carpentry,US,30.285868,-97.735654
2016-07-12-Oxford,SWC,2016-07-12,32,University of Oxford,GB,51.752021,-1.257726
2016-07-14-UNO,SWC,2016-07-14,27,University of Nebraska - Omaha,US,41.247045,-96.016905
2016-07-18-curtin,"SWC,unresponsive",2016-07-18,0,Curtin University,AU,-32.007532,115.894223
2016-07-18-usq,"SWC,unresponsive",2016-07-18,0,University of Southern Queensland,AU,-27.606578,151.935113
2016-07-18-zurich,DC,2016-07-18,38,University of Zurich,CH,47.397817,8.550574
2016-07-20-UTS_Library_Data_Carpentry,DC,2016-07-12,40,University of Melbourne,AU,-33.880842,151.202238
2016-07-21-sfwmd,DC,2016-07-21,10,South Florida Water Management District,US,26.675907,-80.095131
2016-07-25-philippines,DC,2016-07-25,42,California State University Monterey Bay,PH,14.701128,121.044617
2016-07-26-BU,DC,2016-07-26,18,Boston University,US,42.336389,-71.072403
2016-07-26-okstate,SWC,2016-07-26,4,Oklahoma State University,US,36.123056,-97.069722
2016-07-28-colorado-state,SWC,2016-07-28,20,Colorado State University,US,40.572874,-105.087266
2016-08-01-codata-rda-trieste,SWC,2016-08-01,68,Abdus Salam International Centre for Theoretical Physics,IT,45.704121,13.719268
2016-08-01-ufpr,SWC,2016-08-01,14,Universidade Federal do Paraná,BR,-25.450877,-49.231512
2016-08-02-dsiti,"SWC,unresponsive",2016-08-02,0,"Department of Science, Information Technology and Innovation",AU,-27.500077,153.014352
2016-08-03-frb_washingtondc,DC,2016-08-02,16,Federal Reserve Board,US,38.893403,-77.044948
2016-08-04-UCSF-Python,SWC,2016-08-04,31,University of California San Francisco,US,37.767411,-122.390344
2016-08-04-UCSF-R,SWC,2016-08-04,36,University of California San Francisco,US,37.767411,-122.390344
2016-08-05-hobart,SWC,2016-08-26,45,Data Science Hobart,AU,-42.886048,147.335837
2016-08-07-neon_esa,DC,2016-08-07,23,Neon Data Skills,US,,
2016-08-08-uottawa,SWC,2016-08-08,30,Compute Canada,CA,45.422661,-75.68247
2016-08-09-rmacc,SWC,2016-08-09,20,University of Colorado,US,40.5853,-105.0844
2016-08-10-Pre-Pycon_Data_Carpentry_Workshop,DC,2016-08-10,33,VLSCI,AU,-37.8001462,144.9643461
2016-08-11-ISU,DC,2016-08-11,32,Iowa State University,US,42.027559,-93.652643
2016-08-11-cornell-mbg,SWC,2016-08-11,28,Cornell University,US,42.448664,-76.476377
2016-08-15-msu,SWC,2016-08-15,10,Michigan State University,US,42.724054,-84.476318
2016-08-16-WSU,"SWC,unresponsive",2016-08-16,0,Intersect Australia,AU,-33.811304,151.024265
2016-08-17-UF-Informatics-Institute,SWC,2016-08-17,52,University of Florida,US,29.648248,-82.344031
2016-08-17-ou,SWC,2016-08-17,3,University of Oklahoma,US,35.208275,-97.445848
2016-08-17-vumc,SWC,2016-08-17,22,Vanderbilt University,US,36.144592,-86.803113
2016-08-19-stonybrook,DC,2016-08-19,23,Stony Brook University,US,30.512958,-96.29399
2016-08-22-aarhus,SWC,2016-08-22,19,Aarhus University,DK,56.172666,10.205625
2016-08-22-edinburgh,DC,2016-08-22,24,University of Edinburgh,GB,55.942828,-3.189147
2016-08-22-johns_hopkins,SWC,2016-08-22,19,Johns Hopkins University,US,39.330496,-76.620046
2016-08-22-unam,SWC,2016-08-22,23,University of Namibia,NA,-22.611352,17.058603
2016-08-23-UNT,SWC,2016-08-23,29,University of Oklahoma,US,33.210068,-97.148954
2016-08-23-uw_madison,DC,2016-08-23,29,University of Wisconsin - Madison,US,43.072834,-89.408136
2016-08-24-edinburgh,SWC,2016-08-24,24,University of Edinburgh,GB,55.942828,-3.189147
2016-08-24-federal-reserve,SWC,2016-08-24,10,Federal Reserve Board,US,38.896683,-77.040452
2016-08-25-augustsc,SWC,2016-08-25,20,University of Colorado,US,40.008697,-105.270684
2016-08-26-TTU,SWC,2016-08-26,24,Texas Tech University,US,33.584461,-101.876995
2016-08-29-UWCswc,"SWC,unresponsive",2016-08-30,0,South African National Bioinformatics Institute,ZA,-33.9319901,18.6254294
2016-08-29-northeastern,SWC,2016-08-29,27,Northeastern University,US,42.339117,-71.0914611
2016-08-29-nwu-mafikeng,"SWC,DC",2016-08-29,8,North-West University,ZA,-25.829108,25.608657
2016-08-29-uri,DC,2016-08-29,29,University of Rhode Island,US,41.492985,-71.422119
2016-08-29-uw_madison,SWC,2016-08-29,25,University of Wisconsin - Madison,US,43.072834,-89.408136
2016-08-31-southampton,SWC,2016-08-31,22,University of Southampton,GB,50.934345,-1.396227
2016-08-31-umswc,SWC,2016-08-31,17,University of Michigan,US,42.276334,-83.737981
2016-09-01-columbia_Matlab,SWC,2016-09-01,51,Columbia University,US,40.809398,-73.959958
2016-09-01-columbia_R,SWC,2016-09-01,52,Columbia University,US,40.809414,-73.960159
2016-09-01-cu-python,SWC,2016-09-01,34,Columbia University,US,40.809345,-73.959863
2016-09-01-vuw,SWC,2016-09-01,40,Victoria University of Wellington,NZ,-41.292409,174.765686
2016-09-05-denmark,SWC,2016-09-05,34,Novo Nordisk Center for Biosustainability,DK,55.788738,12.521887
2016-09-06-OSUHMSC,DC,2016-09-06,20,Oregon State University,US,44.6220974,-124.045127
2016-09-06-aura_lsst,SWC,2016-09-06,14,Large Synoptic Survey Telescope,US,32.233199,-110.948108
2016-09-08-anschutz,SWC,2016-09-08,12,University of Colorado,US,39.745177,-104.837709
2016-09-08-mcgill,SWC,2016-09-08,16,McGill University,CA,45.507401,-73.579024
2016-09-12-FIU,SWC,2016-09-12,22,Florida International University,US,25.755489,-80.373823
2016-09-13-Universite-Laval,SWC,2016-09-13,4,University of Laval,CA,46.7788264,-71.2751692
2016-09-14-GriffithUni-Python,"SWC,unresponsive",2016-09-14,0,Griffith University,AU,-27.552941,153.052425
2016-09-14-mpac,"SWC,unresponsive",2016-09-14,0,Municipal Property Assessment Corporation,CA,43.838012,-79.075581
2016-09-14-yorku,SWC,2016-09-14,28,York University,CA,43.77135,-79.500785
2016-09-15-chicago,SWC,2016-09-15,47,University of Chicago,US,41.788401,-87.599099
2016-09-17-uwaterloo,SWC,2016-09-17,25,University of Waterloo,CA,43.473269,-80.538639
2016-09-19-UCSD-SIO,SWC,2016-09-19,23,University of California San Diego,US,32.867488,-117.252998
2016-09-19-heidelberg,SWC,2016-09-19,25,European Molecular Biology Laboratory,DE,49.384313,8.710098
2016-09-19-ttt-cambridge,TTT,2016-09-19,28,Software Carpentry,GB,52.201923,0.122492
2016-09-19-ttt-osu,TTT,2016-09-19,9,Oregon State University,US,44.565098,-123.275942
2016-09-20-ubc,"SWC,unresponsive",2016-09-20,19,University of British Columbia,CA,49.262737,-123.252236
2016-09-21-UON,"SWC,unresponsive",2016-09-21,0,Intersect Australia,AU,-32.8927718,151.7041775
2016-09-22-UCL_software_carpentry,SWC,2016-09-22,22,University College London,GB,51.52538039,-0.132326449
2016-09-23-gwu,SWC,2016-09-23,23,George Washington University,US,38.89895,-77.049681
2016-09-26-nwu-genomics,DC,2016-09-26,23,North-West University,ZA,-26.685508,27.094909
2016-09-26-usq,"SWC,unresponsive",2016-09-26,0,University of Southern Queensland,AU,-27.606578,151.935113
2016-09-27-SoftwareCarpentry-tsv,"SWC,unresponsive",2016-09-27,0,James Cook University,AU,-19.329383,146.759118
2016-09-27-UNSW,"SWC,unresponsive",2016-09-27,0,Intersect Australia,AU,-33.918488,151.227858
2016-09-27-milan,DC,2016-09-27,21,IFOM Istituto FIRC di Oncologia Molecolare,IT,45.441765,9.203042
2016-09-28-GriffithUni-R,"SWC,unresponsive",2016-09-28,0,Griffith University,AU,-27.552941,153.052425
2016-09-28-MSU,DC,2016-09-28,22,Michigan State University,US,42.701848,-84.4843606
2016-09-28-ttt-sesync,TTT,2016-09-28,17,National Socio-Environmental Synthesis Center,US,38.977347,-76.50371
2016-09-29-jackson,DC,2016-09-29,22,Jackson Laboratory,US,44.366245,-68.196586
2016-09-29-ubc,SWC,2016-09-29,35,University of British Columbia,CA,49.262465,-123.24509
2016-10-03-Uni-Neuchatel,DC,2016-10-03,30,Université de Neuchâtel,CH,46.9999397,6.9490189
2016-10-03-sfu,SWC,2016-10-03,19,Simon Fraser University,CA,49.279549,-122.918354
2016-10-03-ttt-online,"TTT,online",2016-10-03,23,Software Carpentry,W3,-48.876667,-123.393333
2016-10-04-clemson,SWC,2016-06-27,10,Clemson University,US,34.674915,-82.835256
2016-10-04-thessaloniki,SWC,2016-10-04,31,Aristotle University of Thessaloniki,GR,40.627566,22.959634
2016-10-05-LTU,"SWC,unresponsive",2016-10-05,0,Intersect Australia,AU,-36.112302,146.850954
2016-10-05-SFU,"SWC,unresponsive",2016-10-05,26,Simon Fraser University,CA,49.2796181,-122.9209389
2016-10-05-nottingham,SWC,2016-10-05,21,University of Nottingham,GB,52.831714,-1.250765
2016-10-05-riverclub,SWC,2016-10-05,25,Pycon South Africa,ZA,-33.93395,18.474866
2016-10-06-QBI,"SWC,unresponsive",2016-10-06,0,University of Queensland,AU,-27.499389,153.011573
2016-10-06-harvard,SWC,2016-10-06,18,Harvard University,US,42.336362,-71.103045
2016-10-06-jackson,SWC,2016-10-06,25,Jackson Laboratory,US,41.732293,-72.793394
2016-10-10-uw,SWC,2016-10-10,44,University of Washington,US,47.606209,-122.332071
2016-10-11-NIH,SWC,2016-10-11,14,National Institutes of Health,US,39.002793,-77.104493
2016-10-11-colorado,SWC,2016-10-11,23,University of Colorado,US,40.010325,-105.288973
2016-10-12-sacnas,"SWC,unresponsive",2016-10-12,,Society for the Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS),US,33.76453,-118.191779
2016-10-13-okstate,SWC,2016-10-13,19,Oklahoma State University,US,36.123056,-97.069722
2016-10-15-UTA,SWC,2016-10-15,29,University of Texas Arlington,US,32.731777,-97.11375
2016-10-17-EEB-SNRE,SWC,2016-10-17,21,University of Michigan,US,42.276334,-83.737981
2016-10-17-amsterdam,SWC,2016-10-17,26,University of Amsterdam,NL,52.362934,4.912404
2016-10-17-edinburgh,SWC,2016-10-17,26,University of Edinburgh,GB,55.946993,-3.187138
